STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
ES003800510,"SAN SALVADOR ILOPAN, ES",6/19/00,0,77,,
ES003800510,"SAN SALVADOR ILOPAN, ES",10/4/00,,79,,
ES003800510,"SAN SALVADOR ILOPAN, ES",10/5/00,,72,,
ES003800510,"SAN SALVADOR ILOPAN, ES",10/27/00,,79,86,64
ES003800510,"SAN SALVADOR ILOPAN, ES",10/28/00,,75,86,64
ES003800510,"SAN SALVADOR ILOPAN, ES",10/29/00,,70,85,64
ES003800510,"SAN SALVADOR ILOPAN, ES",10/31/00,,78,,
ES003800510,"SAN SALVADOR ILOPAN, ES",11/1/00,,75,,
ES003800510,"SAN SALVADOR ILOPAN, ES",11/2/00,,73,86,67
ES003800510,"SAN SALVADOR ILOPAN, ES",11/5/00,,76,87,67
ES003800510,"SAN SALVADOR ILOPAN, ES",11/6/00,,73,85,67
ES003800510,"SAN SALVADOR ILOPAN, ES",11/8/00,,77,83,71
ES003800510,"SAN SALVADOR ILOPAN, ES",11/9/00,,70,84,65
ES003800510,"SAN SALVADOR ILOPAN, ES",11/14/00,,77,,
ES003800510,"SAN SALVADOR ILOPAN, ES",11/16/00,,81,,
ES003800510,"SAN SALVADOR ILOPAN, ES",11/17/00,,73,87,63
ES003800510,"SAN SALVADOR ILOPAN, ES",11/20/00,,82,86,66
ES003800510,"SAN SALVADOR ILOPAN, ES",11/21/00,,76,89,66
ES003800510,"SAN SALVADOR ILOPAN, ES",11/22/00,,81,,
ES003800510,"SAN SALVADOR ILOPAN, ES",11/23/00,,71,86,65
ES003800510,"SAN SALVADOR ILOPAN, ES",11/24/00,,82,,
ES003800510,"SAN SALVADOR ILOPAN, ES",11/25/00,,71,87,65
ES003800510,"SAN SALVADOR ILOPAN, ES",11/26/00,,85,,
ES003800510,"SAN SALVADOR ILOPAN, ES",11/27/00,,77,87,68
ES003800510,"SAN SALVADOR ILOPAN, ES",11/28/00,,74,88,68
ES003800510,"SAN SALVADOR ILOPAN, ES",11/29/00,0,75,,
ES003800510,"SAN SALVADOR ILOPAN, ES",12/1/00,,83,,
ES003800510,"SAN SALVADOR ILOPAN, ES",12/2/00,,74,87,67
ES003800510,"SAN SALVADOR ILOPAN, ES",12/3/00,,74,85,67
ES003800510,"SAN SALVADOR ILOPAN, ES",12/4/00,,76,,
ES003800510,"SAN SALVADOR ILOPAN, ES",12/5/00,,73,82,65
ES003800510,"SAN SALVADOR ILOPAN, ES",12/6/00,,73,,
ES003800510,"SAN SALVADOR ILOPAN, ES",12/7/00,,71,85,62
ES003800510,"SAN SALVADOR ILOPAN, ES",12/8/00,,74,84,59
ES003800510,"SAN SALVADOR ILOPAN, ES",12/9/00,,75,,
ES003800510,"SAN SALVADOR ILOPAN, ES",12/10/00,,77,,
ES003800510,"SAN SALVADOR ILOPAN, ES",12/11/00,,77,89,64
ES003800510,"SAN SALVADOR ILOPAN, ES",12/12/00,,76,89,64
ES003800510,"SAN SALVADOR ILOPAN, ES",12/13/00,,78,,
ES003800510,"SAN SALVADOR ILOPAN, ES",12/14/00,,80,90,66
ES003800510,"SAN SALVADOR ILOPAN, ES",12/15/00,0,79,90,66
ES003800510,"SAN SALVADOR ILOPAN, ES",12/16/00,,78,89,64
ES003800510,"SAN SALVADOR ILOPAN, ES",12/17/00,,80,90,64
ES003800510,"SAN SALVADOR ILOPAN, ES",12/18/00,,72,,
ES003800510,"SAN SALVADOR ILOPAN, ES",12/19/00,,81,,
ES003800510,"SAN SALVADOR ILOPAN, ES",12/21/00,,80,,
ES003800510,"SAN SALVADOR ILOPAN, ES",12/22/00,,75,83,66
ES003800510,"SAN SALVADOR ILOPAN, ES",12/26/00,,75,,
ES003800510,"SAN SALVADOR ILOPAN, ES",12/27/00,,81,89,65
ES003800510,"SAN SALVADOR ILOPAN, ES",12/28/00,,74,,
ES003800510,"SAN SALVADOR ILOPAN, ES",12/29/00,,71,,
ES003800510,"SAN SALVADOR ILOPAN, ES",12/30/00,,79,,
ES003800510,"SAN SALVADOR ILOPAN, ES",12/31/00,,67,86,62
ES003800510,"SAN SALVADOR ILOPAN, ES",1/3/01,,76,81,67
ES003800510,"SAN SALVADOR ILOPAN, ES",1/4/01,,73,82,67
ES003800510,"SAN SALVADOR ILOPAN, ES",1/5/01,,79,,
ES003800510,"SAN SALVADOR ILOPAN, ES",1/6/01,,71,85,64
ES003800510,"SAN SALVADOR ILOPAN, ES",1/7/01,,75,86,61
ES003800510,"SAN SALVADOR ILOPAN, ES",1/8/01,,69,90,60
ES003800510,"SAN SALVADOR ILOPAN, ES",1/9/01,,80,,
ES003800510,"SAN SALVADOR ILOPAN, ES",1/10/01,,72,87,63
ES003800510,"SAN SALVADOR ILOPAN, ES",1/11/01,,79,,
ES003800510,"SAN SALVADOR ILOPAN, ES",1/12/01,,83,,
ES003800510,"SAN SALVADOR ILOPAN, ES",1/13/01,,75,,
ES003800510,"SAN SALVADOR ILOPAN, ES",1/14/01,,82,,
ES003800510,"SAN SALVADOR ILOPAN, ES",1/15/01,,81,,
ES003800510,"SAN SALVADOR ILOPAN, ES",1/17/01,,83,,
ES003800510,"SAN SALVADOR ILOPAN, ES",1/18/01,,77,87,63
ES003800510,"SAN SALVADOR ILOPAN, ES",1/19/01,,77,81,64
ES003800510,"SAN SALVADOR ILOPAN, ES",1/20/01,,77,82,64
ES003800510,"SAN SALVADOR ILOPAN, ES",1/21/01,,73,85,60
