STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
827040,99999, 20070203,   79.8,13,   77.7,13, 9999.9, 0, 9999.9, 0,   6.4,13,   3.2,13,   7.0, 999.9,   86.0*,  75.2*,99.99 ,999.9, 010000,
827040,99999, 20070204,   83.1,18,   76.1,18, 9999.9, 0, 9999.9, 0,   6.3,18,   2.8,18,   8.0, 999.9,   95.0*,  71.6*, 0.00I,999.9, 000000,
827040,99999, 20070205,   86.7,13,   77.3,13, 9999.9, 0, 9999.9, 0,   6.7,13,   1.6,13,   5.1, 999.9,   93.2*,  73.4*, 0.00I,999.9, 000000,
827040,99999, 20070206,   89.0,13,   76.0,13, 9999.9, 0, 9999.9, 0,   6.7,13,   3.3,13,   7.0, 999.9,   95.0*,  73.4*, 0.00I,999.9, 000000,
827040,99999, 20070207,   89.7,13,   76.3,13, 9999.9, 0, 9999.9, 0,   6.7,13,   1.2,13,   5.1, 999.9,   96.8*,  71.6*, 0.00I,999.9, 000000,
827040,99999, 20070208,   88.8,13,   76.4,13, 9999.9, 0, 9999.9, 0,   6.7,13,   3.3,13,   6.0, 999.9,   96.8*,  73.4*, 0.00I,999.9, 000000,
827040,99999, 20070209,   83.5,13,   77.7,13, 9999.9, 0, 9999.9, 0,   6.1,13,   1.3,13,   4.1, 999.9,   91.4*,  75.2*,99.99 ,999.9, 010000,
827040,99999, 20070210,   83.4,13,   77.4,13, 9999.9, 0, 9999.9, 0,   6.3,13,   2.6,13,  11.1, 999.9,   93.2*,  75.2*,99.99 ,999.9, 010010,
827040,99999, 20070211,   79.1,13,   75.6,13, 9999.9, 0, 9999.9, 0,   6.1,13,   0.0,13, 999.9, 999.9,   80.6*,  75.2*,99.99 ,999.9, 010000,
827040,99999, 20070212,   78.9,13,   76.2,13, 9999.9, 0, 9999.9, 0,   5.4,13,   1.7,13,   5.1, 999.9,   84.2*,  75.2*,99.99 ,999.9, 110000,
827040,99999, 20070213,   86.8,13,   77.1,13, 9999.9, 0, 9999.9, 0,   6.9,13,   3.4,13,   6.0, 999.9,   95.0*,  71.6*, 0.00I,999.9, 000000,
827040,99999, 20070214,   89.2,13,   77.4,13, 9999.9, 0, 9999.9, 0,   6.7,13,   3.9,13,   8.9, 999.9,   95.0*,  73.4*, 0.00I,999.9, 000000,
827040,99999, 20070215,   89.0,13,   78.9,13, 9999.9, 0, 9999.9, 0,   6.7,13,   1.9,13,   6.0, 999.9,   95.0*,  75.2*, 0.00I,999.9, 000000,
827040,99999, 20070216,   85.6,13,   78.9,13, 9999.9, 0, 9999.9, 0,   6.7,13,   3.5,13,   8.0, 999.9,   93.2*,  77.0*, 0.00I,999.9, 000000,
827040,99999, 20070217,   82.7,13,   76.9,13, 9999.9, 0, 9999.9, 0,   5.7,13,   1.2,13,   6.0, 999.9,   91.4*,  73.4*, 0.00I,999.9, 100000,
