STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
BR00D6-0010,-22.317,-49.117,617,1/1/00,0.08,74,86,
BR00D6-0010,-22.317,-49.117,617,1/2/00,1.57,70,83,
BR00D6-0010,-22.317,-49.117,617,1/3/00,0.04,69,,65
BR00D6-0010,-22.317,-49.117,617,1/4/00,0.43,71,81,67
BR00D6-0010,-22.317,-49.117,617,1/5/00,0.87,73,,
BR00D6-0010,-22.317,-49.117,617,1/6/00,0.43,72,,
BR00D6-0010,-22.317,-49.117,617,1/7/00,0,74,82,
BR00D6-0010,-22.317,-49.117,617,1/8/00,0.08,73,,
BR00D6-0010,-22.317,-49.117,617,1/9/00,0.04,78,,
BR00D6-0010,-22.317,-49.117,617,1/10/00,0,81,,71
BR00D6-0010,-22.317,-49.117,617,1/11/00,0,77,93,
BR00D6-0010,-22.317,-49.117,617,1/12/00,0.03,77,90,71
BR00D6-0010,-22.317,-49.117,617,1/13/00,0.24,78,,
BR00D6-0010,-22.317,-49.117,617,1/14/00,0,80,,
BR00D6-0010,-22.317,-49.117,617,1/15/00,0.03,78,92,71
BR00D6-0010,-22.317,-49.117,617,1/16/00,0,79,,
BR00D6-0010,-22.317,-49.117,617,1/17/00,0.2,78,91,71
BR00D6-0010,-22.317,-49.117,617,1/18/00,0.16,78,,
BR00D6-0010,-22.317,-49.117,617,1/19/00,0,79,92,
BR00D6-0010,-22.317,-49.117,617,1/20/00,1.14,75,89,68
BR00D6-0010,-22.317,-49.117,617,1/21/00,0,75,,65
BR00D6-0010,-22.317,-49.117,617,1/22/00,,79,,
BR00D6-0010,-22.317,-49.117,617,1/23/00,,80,,70
BR00D6-0010,-22.317,-49.117,617,1/24/00,,78,92,
BR00D6-0010,-22.317,-49.117,617,1/25/00,,78,92,
BR00D6-0010,-22.317,-49.117,617,1/26/00,0.67,74,91,
BR00D6-0010,-22.317,-49.117,617,1/27/00,1.46,72,81,
BR00D6-0010,-22.317,-49.117,617,1/28/00,0,72,,62
BR00D6-0010,-22.317,-49.117,617,1/29/00,,72,,60
BR00D6-0010,-22.317,-49.117,617,1/30/00,,74,,
BR00D6-0010,-22.317,-49.117,617,1/31/00,0.03,77,,
BR00D6-0010,-22.317,-49.117,617,2/1/00,1.81,72,88,68
BR00D6-0010,-22.317,-49.117,617,2/2/00,1.1,77,,
BR00D6-0010,-22.317,-49.117,617,2/3/00,0,76,88,69
BR00D6-0010,-22.317,-49.117,617,2/4/00,0.03,76,,73
BR00D6-0010,-22.317,-49.117,617,2/5/00,0.2,77,,55
BR00D6-0010,-22.317,-49.117,617,2/6/00,0,76,,
BR00D6-0010,-22.317,-49.117,617,2/7/00,,73,89,68
BR00D6-0010,-22.317,-49.117,617,2/8/00,,76,84,69
BR00D6-0010,-22.317,-49.117,617,2/9/00,0.02,76,,70
BR00D6-0010,-22.317,-49.117,617,2/10/00,0.83,72,,
BR00D6-0010,-22.317,-49.117,617,2/11/00,1.02,71,77,70
BR00D6-0010,-22.317,-49.117,617,2/12/00,1.69,72,,69
BR00D6-0010,-22.317,-49.117,617,2/13/00,0.75,72,78,68
BR00D6-0010,-22.317,-49.117,617,2/14/00,0.24,75,,71
BR00D6-0010,-22.317,-49.117,617,2/15/00,0.04,77,86,71
BR00D6-0010,-22.317,-49.117,617,2/16/00,0,74,,
BR00D6-0010,-22.317,-49.117,617,2/17/00,1.22,66,85,
BR00D6-0010,-22.317,-49.117,617,2/18/00,0.98,69,,
BR00D6-0010,-22.317,-49.117,617,2/19/00,0,71,,
BR00D6-0010,-22.317,-49.117,617,2/20/00,,73,,66
BR00D6-0010,-22.317,-49.117,617,2/21/00,,75,,
BR00D6-0010,-22.317,-49.117,617,2/22/00,,77,87,70
BR00D6-0010,-22.317,-49.117,617,2/23/00,,74,85,
BR00D6-0010,-22.317,-49.117,617,2/24/00,0.03,78,,71
BR00D6-0010,-22.317,-49.117,617,2/25/00,0.03,79,90,71
BR00D6-0010,-22.317,-49.117,617,2/26/00,0,79,,
BR00D6-0010,-22.317,-49.117,617,2/27/00,,76,91,
BR00D6-0010,-22.317,-49.117,617,2/28/00,0.55,80,91,71
BR00D6-0010,-22.317,-49.117,617,2/29/00,0.03,76,,71
BR00D6-0010,-22.317,-49.117,617,3/1/00,0,75,,69
BR00D6-0010,-22.317,-49.117,617,3/2/00,0.31,77,,69
BR00D6-0010,-22.317,-49.117,617,3/3/00,0,78,,
BR00D6-0010,-22.317,-49.117,617,3/4/00,,77,89,
BR00D6-0010,-22.317,-49.117,617,3/5/00,0.03,80,,
BR00D6-0010,-22.317,-49.117,617,3/6/00,0,78,89,70
BR00D6-0010,-22.317,-49.117,617,3/7/00,0.2,74,,
BR00D6-0010,-22.317,-49.117,617,3/8/00,1.1,71,85,
BR00D6-0010,-22.317,-49.117,617,3/9/00,0,70,,
BR00D6-0010,-22.317,-49.117,617,3/10/00,,72,,63
BR00D6-0010,-22.317,-49.117,617,3/11/00,0.04,72,,65
BR00D6-0010,-22.317,-49.117,617,3/12/00,0,73,,
BR00D6-0010,-22.317,-49.117,617,3/13/00,,72,,
BR00D6-0010,-22.317,-49.117,617,3/14/00,,73,84,64
BR00D6-0010,-22.317,-49.117,617,3/15/00,0.03,72,,
BR00D6-0010,-22.317,-49.117,617,3/16/00,0.51,74,85,68
BR00D6-0010,-22.317,-49.117,617,3/17/00,0.08,74,85,69
BR00D6-0010,-22.317,-49.117,617,3/18/00,0.04,76,,71
BR00D6-0010,-22.317,-49.117,617,3/19/00,0.03,74,84,68
BR00D6-0010,-22.317,-49.117,617,3/20/00,0,72,81,66
BR00D6-0010,-22.317,-49.117,617,3/21/00,,72,,
BR00D6-0010,-22.317,-49.117,617,3/22/00,0.12,74,,
BR00D6-0010,-22.317,-49.117,617,3/23/00,0.08,74,,
BR00D6-0010,-22.317,-49.117,617,3/24/00,0.24,77,,69
BR00D6-0010,-22.317,-49.117,617,3/25/00,0,76,89,68
BR00D6-0010,-22.317,-49.117,617,3/26/00,,74,,
BR00D6-0010,-22.317,-49.117,617,3/27/00,0.28,74,87,
BR00D6-0010,-22.317,-49.117,617,3/28/00,0.02,74,83,70
BR00D6-0010,-22.317,-49.117,617,3/29/00,0.43,71,82,
BR00D6-0010,-22.317,-49.117,617,3/30/00,0,72,,64
BR00D6-0010,-22.317,-49.117,617,3/31/00,,74,,65
BR00D6-0010,-22.317,-49.117,617,4/1/00,,77,,
BR00D6-0010,-22.317,-49.117,617,4/2/00,,74,88,
BR00D6-0010,-22.317,-49.117,617,4/3/00,,71,83,
BR00D6-0010,-22.317,-49.117,617,4/4/00,,71,,
BR00D6-0010,-22.317,-49.117,617,4/5/00,,72,,
BR00D6-0010,-22.317,-49.117,617,4/6/00,,73,85,
BR00D6-0010,-22.317,-49.117,617,4/7/00,,74,85,
BR00D6-0010,-22.317,-49.117,617,4/8/00,,77,,68
BR00D6-0010,-22.317,-49.117,617,4/9/00,,78,,68
BR00D6-0010,-22.317,-49.117,617,4/10/00,,76,89,66
BR00D6-0010,-22.317,-49.117,617,4/11/00,,78,,
BR00D6-0010,-22.317,-49.117,617,4/12/00,,79,90,69
BR00D6-0010,-22.317,-49.117,617,4/13/00,,80,,68
BR00D6-0010,-22.317,-49.117,617,4/14/00,,79,,
BR00D6-0010,-22.317,-49.117,617,4/15/00,,78,89,67
BR00D6-0010,-22.317,-49.117,617,4/16/00,,75,89,
BR00D6-0010,-22.317,-49.117,617,4/17/00,,73,,61
BR00D6-0010,-22.317,-49.117,617,4/18/00,,71,86,
BR00D6-0010,-22.317,-49.117,617,4/19/00,,72,,
BR00D6-0010,-22.317,-49.117,617,4/20/00,0.28,67,79,58
BR00D6-0010,-22.317,-49.117,617,4/21/00,0,65,,55
BR00D6-0010,-22.317,-49.117,617,4/22/00,,68,,
BR00D6-0010,-22.317,-49.117,617,4/23/00,,67,,
BR00D6-0010,-22.317,-49.117,617,4/24/00,,72,,
BR00D6-0010,-22.317,-49.117,617,4/25/00,,73,,62
BR00D6-0010,-22.317,-49.117,617,4/26/00,,73,86,
BR00D6-0010,-22.317,-49.117,617,4/27/00,,73,,62
BR00D6-0010,-22.317,-49.117,617,4/28/00,,73,85,
BR00D6-0010,-22.317,-49.117,617,4/29/00,,74,,63
BR00D6-0010,-22.317,-49.117,617,4/30/00,,74,,
BR00D6-0010,-22.317,-49.117,617,5/1/00,,76,87,
BR00D6-0010,-22.317,-49.117,617,5/2/00,,77,,
BR00D6-0010,-22.317,-49.117,617,5/3/00,,76,,69
BR00D6-0010,-22.317,-49.117,617,5/4/00,,76,88,
BR00D6-0010,-22.317,-49.117,617,5/5/00,,78,,69
BR00D6-0010,-22.317,-49.117,617,5/6/00,,71,87,
BR00D6-0010,-22.317,-49.117,617,5/7/00,,66,,54
BR00D6-0010,-22.317,-49.117,617,5/8/00,,68,,58
BR00D6-0010,-22.317,-49.117,617,5/9/00,,69,80,
BR00D6-0010,-22.317,-49.117,617,5/10/00,,67,80,
BR00D6-0010,-22.317,-49.117,617,5/11/00,,63,78,55
BR00D6-0010,-22.317,-49.117,617,5/12/00,,65,,55
BR00D6-0010,-22.317,-49.117,617,5/13/00,,67,,57
BR00D6-0010,-22.317,-49.117,617,5/14/00,,70,,59
BR00D6-0010,-22.317,-49.117,617,5/15/00,,72,,
BR00D6-0010,-22.317,-49.117,617,5/16/00,,73,,60
BR00D6-0010,-22.317,-49.117,617,5/17/00,,71,86,
BR00D6-0010,-22.317,-49.117,617,5/18/00,,60,78,51
BR00D6-0010,-22.317,-49.117,617,5/19/00,,62,,
BR00D6-0010,-22.317,-49.117,617,5/20/00,,63,73,54
BR00D6-0010,-22.317,-49.117,617,5/21/00,,62,73,55
BR00D6-0010,-22.317,-49.117,617,5/22/00,,64,,54
BR00D6-0010,-22.317,-49.117,617,5/23/00,,67,,56
BR00D6-0010,-22.317,-49.117,617,5/24/00,,69,81,59
BR00D6-0010,-22.317,-49.117,617,5/25/00,,69,,
BR00D6-0010,-22.317,-49.117,617,5/26/00,,67,81,59
BR00D6-0010,-22.317,-49.117,617,5/27/00,0.35,67,82,
BR00D6-0010,-22.317,-49.117,617,5/28/00,0.02,67,,
BR00D6-0010,-22.317,-49.117,617,5/29/00,0,61,76,50
BR00D6-0010,-22.317,-49.117,617,5/30/00,,61,,51
BR00D6-0010,-22.317,-49.117,617,5/31/00,0.03,63,75,55
BR00D6-0010,-22.317,-49.117,617,6/1/00,0,64,72,
BR00D6-0010,-22.317,-49.117,617,6/2/00,0,63,,
BR00D6-0010,-22.317,-49.117,617,6/3/00,,64,73,
BR00D6-0010,-22.317,-49.117,617,6/4/00,,67,,
BR00D6-0010,-22.317,-49.117,617,6/5/00,,68,,59
BR00D6-0010,-22.317,-49.117,617,6/6/00,,69,,
BR00D6-0010,-22.317,-49.117,617,6/7/00,,70,,
BR00D6-0010,-22.317,-49.117,617,6/8/00,,71,,
BR00D6-0010,-22.317,-49.117,617,6/9/00,,72,,
BR00D6-0010,-22.317,-49.117,617,6/10/00,,70,82,
BR00D6-0010,-22.317,-49.117,617,6/11/00,,71,,
BR00D6-0010,-22.317,-49.117,617,6/12/00,,72,,62
BR00D6-0010,-22.317,-49.117,617,6/13/00,,72,,
BR00D6-0010,-22.317,-49.117,617,6/14/00,,72,,62
BR00D6-0010,-22.317,-49.117,617,6/15/00,,73,85,62
BR00D6-0010,-22.317,-49.117,617,6/16/00,,72,85,
BR00D6-0010,-22.317,-49.117,617,6/17/00,,72,,
BR00D6-0010,-22.317,-49.117,617,6/18/00,,71,,
BR00D6-0010,-22.317,-49.117,617,6/19/00,,70,82,
BR00D6-0010,-22.317,-49.117,617,6/20/00,,66,78,59
BR00D6-0010,-22.317,-49.117,617,6/21/00,,59,77,
BR00D6-0010,-22.317,-49.117,617,6/22/00,,59,,
BR00D6-0010,-22.317,-49.117,617,6/23/00,,64,,
BR00D6-0010,-22.317,-49.117,617,6/24/00,,70,,58
BR00D6-0010,-22.317,-49.117,617,6/25/00,,75,85,63
BR00D6-0010,-22.317,-49.117,617,6/26/00,,75,85,65
BR00D6-0010,-22.317,-49.117,617,6/27/00,0.03,72,85,64
BR00D6-0010,-22.317,-49.117,617,6/28/00,0,71,,
BR00D6-0010,-22.317,-49.117,617,6/29/00,,73,,62
BR00D6-0010,-22.317,-49.117,617,6/30/00,,66,86,
BR00D6-0010,-22.317,-49.117,617,7/1/00,,66,,57
BR00D6-0010,-22.317,-49.117,617,7/2/00,,71,,64
BR00D6-0010,-22.317,-49.117,617,7/3/00,,71,84,
BR00D6-0010,-22.317,-49.117,617,7/4/00,,64,78,
BR00D6-0010,-22.317,-49.117,617,7/5/00,,66,,
BR00D6-0010,-22.317,-49.117,617,7/6/00,,68,,59
BR00D6-0010,-22.317,-49.117,617,7/7/00,,72,,64
BR00D6-0010,-22.317,-49.117,617,7/8/00,,72,,
BR00D6-0010,-22.317,-49.117,617,7/9/00,,76,,
BR00D6-0010,-22.317,-49.117,617,7/10/00,,74,85,64
BR00D6-0010,-22.317,-49.117,617,7/11/00,,70,84,
BR00D6-0010,-22.317,-49.117,617,7/12/00,,55,80,50
BR00D6-0010,-22.317,-49.117,617,7/13/00,,52,,
BR00D6-0010,-22.317,-49.117,617,7/14/00,,60,,46
BR00D6-0010,-22.317,-49.117,617,7/15/00,,59,73,
BR00D6-0010,-22.317,-49.117,617,7/16/00,0.94,56,72,
BR00D6-0010,-22.317,-49.117,617,7/17/00,0,48,,37
BR00D6-0010,-22.317,-49.117,617,7/18/00,,53,,
BR00D6-0010,-22.317,-49.117,617,7/19/00,0.03,57,66,
BR00D6-0010,-22.317,-49.117,617,7/20/00,0.03,54,,44
BR00D6-0010,-22.317,-49.117,617,7/21/00,0,59,,
BR00D6-0010,-22.317,-49.117,617,7/22/00,,69,,63
BR00D6-0010,-22.317,-49.117,617,7/23/00,0.91,58,83,
BR00D6-0010,-22.317,-49.117,617,7/24/00,0.08,53,,
BR00D6-0010,-22.317,-49.117,617,7/25/00,0,57,,
BR00D6-0010,-22.317,-49.117,617,7/26/00,,62,,50
BR00D6-0010,-22.317,-49.117,617,7/27/00,,62,,51
BR00D6-0010,-22.317,-49.117,617,7/28/00,,64,,51
BR00D6-0010,-22.317,-49.117,617,7/29/00,,67,,
BR00D6-0010,-22.317,-49.117,617,7/30/00,,70,,58
BR00D6-0010,-22.317,-49.117,617,7/31/00,,69,82,60
BR00D6-0010,-22.317,-49.117,617,8/1/00,0.02,65,83,
BR00D6-0010,-22.317,-49.117,617,8/2/00,0.03,68,,
BR00D6-0010,-22.317,-49.117,617,8/3/00,0.03,67,78,
BR00D6-0010,-22.317,-49.117,617,8/4/00,0.12,61,73,
BR00D6-0010,-22.317,-49.117,617,8/5/00,0,58,,48
BR00D6-0010,-22.317,-49.117,617,8/6/00,,67,,57
BR00D6-0010,-22.317,-49.117,617,8/7/00,,72,,
BR00D6-0010,-22.317,-49.117,617,8/8/00,,77,,67
BR00D6-0010,-22.317,-49.117,617,8/9/00,,76,,
BR00D6-0010,-22.317,-49.117,617,8/10/00,0.03,69,86,
BR00D6-0010,-22.317,-49.117,617,8/11/00,0,62,76,55
BR00D6-0010,-22.317,-49.117,617,8/12/00,0,56,73,48
BR00D6-0010,-22.317,-49.117,617,8/13/00,,58,,48
BR00D6-0010,-22.317,-49.117,617,8/14/00,,77,,
BR00D6-0010,-22.317,-49.117,617,8/15/00,,73,,66
BR00D6-0010,-22.317,-49.117,617,8/16/00,0.43,69,87,64
BR00D6-0010,-22.317,-49.117,617,8/17/00,0,63,76,56
BR00D6-0010,-22.317,-49.117,617,8/18/00,0.24,67,,60
BR00D6-0010,-22.317,-49.117,617,8/19/00,0,65,79,
BR00D6-0010,-22.317,-49.117,617,8/20/00,,69,,
BR00D6-0010,-22.317,-49.117,617,8/21/00,,75,,64
BR00D6-0010,-22.317,-49.117,617,8/22/00,,76,86,65
BR00D6-0010,-22.317,-49.117,617,8/23/00,,72,,
BR00D6-0010,-22.317,-49.117,617,8/24/00,,77,,68
BR00D6-0010,-22.317,-49.117,617,8/25/00,,80,,66
BR00D6-0010,-22.317,-49.117,617,8/26/00,,83,,75
BR00D6-0010,-22.317,-49.117,617,8/27/00,0.03,70,93,64
BR00D6-0010,-22.317,-49.117,617,8/28/00,0.59,62,76,
BR00D6-0010,-22.317,-49.117,617,8/30/00,,67,,56
BR00D6-0010,-22.317,-49.117,617,8/31/00,0.03,65,77,61
BR00D6-0010,-22.317,-49.117,617,9/1/00,0.35,68,,
BR00D6-0010,-22.317,-49.117,617,9/2/00,1.18,59,76,
BR00D6-0010,-22.317,-49.117,617,9/3/00,0.51,59,63,
BR00D6-0010,-22.317,-49.117,617,9/4/00,0,60,,54
BR00D6-0010,-22.317,-49.117,617,9/5/00,,63,,54
BR00D6-0010,-22.317,-49.117,617,9/6/00,0.16,63,77,
BR00D6-0010,-22.317,-49.117,617,9/7/00,0,66,,57
BR00D6-0010,-22.317,-49.117,617,9/8/00,,65,,
BR00D6-0010,-22.317,-49.117,617,9/9/00,0.35,69,,
BR00D6-0010,-22.317,-49.117,617,9/10/00,0,74,,
BR00D6-0010,-22.317,-49.117,617,9/11/00,,79,,68
BR00D6-0010,-22.317,-49.117,617,9/12/00,0.03,73,89,
BR00D6-0010,-22.317,-49.117,617,9/13/00,0.91,66,75,64
BR00D6-0010,-22.317,-49.117,617,9/14/00,1.14,69,,64
BR00D6-0010,-22.317,-49.117,617,9/15/00,0,80,,
BR00D6-0010,-22.317,-49.117,617,9/16/00,,74,,
BR00D6-0010,-22.317,-49.117,617,9/17/00,0.03,69,87,
BR00D6-0010,-22.317,-49.117,617,9/18/00,0,72,,61
BR00D6-0010,-22.317,-49.117,617,9/19/00,,76,88,
BR00D6-0010,-22.317,-49.117,617,9/20/00,,78,,68
BR00D6-0010,-22.317,-49.117,617,9/21/00,,80,,71
BR00D6-0010,-22.317,-49.117,617,9/22/00,,79,,
BR00D6-0010,-22.317,-49.117,617,9/23/00,,74,90,62
BR00D6-0010,-22.317,-49.117,617,9/24/00,,78,,
BR00D6-0010,-22.317,-49.117,617,9/25/00,,64,93,
BR00D6-0010,-22.317,-49.117,617,9/26/00,,59,,51
BR00D6-0010,-22.317,-49.117,617,9/27/00,,65,,55
BR00D6-0010,-22.317,-49.117,617,9/28/00,,69,,58
BR00D6-0010,-22.317,-49.117,617,9/29/00,,74,,
BR00D6-0010,-22.317,-49.117,617,9/30/00,0.03,73,,
BR00D6-0010,-22.317,-49.117,617,10/1/00,3.43,73,88,
BR00D6-0010,-22.317,-49.117,617,10/2/00,0,76,,65
BR00D6-0010,-22.317,-49.117,617,10/3/00,,82,,
BR00D6-0010,-22.317,-49.117,617,10/4/00,0.04,78,93,
BR00D6-0010,-22.317,-49.117,617,10/5/00,0,71,91,
BR00D6-0010,-22.317,-49.117,617,10/6/00,0.01,72,,68
BR00D6-0010,-22.317,-49.117,617,10/7/00,0,68,,
BR00D6-0010,-22.317,-49.117,617,10/8/00,,71,86,
BR00D6-0010,-22.317,-49.117,617,10/9/00,,78,,
BR00D6-0010,-22.317,-49.117,617,10/10/00,,80,93,
BR00D6-0010,-22.317,-49.117,617,10/11/00,0.12,75,91,
BR00D6-0010,-22.317,-49.117,617,10/12/00,0,83,,
BR00D6-0010,-22.317,-49.117,617,10/13/00,,84,97,
BR00D6-0010,-22.317,-49.117,617,10/14/00,,80,97,68
BR00D6-0010,-22.317,-49.117,617,10/15/00,,78,,
BR00D6-0010,-22.317,-49.117,617,10/16/00,,78,,
BR00D6-0010,-22.317,-49.117,617,10/17/00,0.12,82,,
BR00D6-0010,-22.317,-49.117,617,10/18/00,0,84,,
BR00D6-0010,-22.317,-49.117,617,10/19/00,,83,,
BR00D6-0010,-22.317,-49.117,617,10/20/00,0.03,82,96,73
BR00D6-0010,-22.317,-49.117,617,10/21/00,0.02,82,96,70
BR00D6-0010,-22.317,-49.117,617,10/22/00,0,80,,
BR00D6-0010,-22.317,-49.117,617,10/23/00,,84,96,
BR00D6-0010,-22.317,-49.117,617,10/24/00,,81,96,
BR00D6-0010,-22.317,-49.117,617,10/25/00,0.31,74,93,67
BR00D6-0010,-22.317,-49.117,617,10/26/00,0,78,,
BR00D6-0010,-22.317,-49.117,617,10/27/00,0.03,76,93,
BR00D6-0010,-22.317,-49.117,617,10/28/00,0,70,,
BR00D6-0010,-22.317,-49.117,617,10/30/00,,79,,60
BR00D6-0010,-22.317,-49.117,617,10/31/00,,75,87,64
BR00D6-0010,-22.317,-49.117,617,11/1/00,,77,,64
BR00D6-0010,-22.317,-49.117,617,11/2/00,,80,92,
BR00D6-0010,-22.317,-49.117,617,11/3/00,0.43,76,92,69
BR00D6-0010,-22.317,-49.117,617,11/4/00,0,78,,
BR00D6-0010,-22.317,-49.117,617,11/5/00,,77,89,
BR00D6-0010,-22.317,-49.117,617,11/6/00,,75,,
BR00D6-0010,-22.317,-49.117,617,11/7/00,0.39,73,89,69
BR00D6-0010,-22.317,-49.117,617,11/8/00,0,75,,
BR00D6-0010,-22.317,-49.117,617,11/9/00,,75,,
BR00D6-0010,-22.317,-49.117,617,11/10/00,,78,,67
BR00D6-0010,-22.317,-49.117,617,11/11/00,0.03,74,,
BR00D6-0010,-22.317,-49.117,617,11/12/00,0,70,92,
BR00D6-0010,-22.317,-49.117,617,11/13/00,1.02,76,85,67
BR00D6-0010,-22.317,-49.117,617,11/14/00,0.31,71,83,69
BR00D6-0010,-22.317,-49.117,617,11/15/00,0.12,71,,62
BR00D6-0010,-22.317,-49.117,617,11/16/00,0,78,,61
BR00D6-0010,-22.317,-49.117,617,11/17/00,,76,,64
BR00D6-0010,-22.317,-49.117,617,11/18/00,0.51,69,88,
BR00D6-0010,-22.317,-49.117,617,11/19/00,0.16,70,,64
BR00D6-0010,-22.317,-49.117,617,11/20/00,0.04,75,,65
BR00D6-0010,-22.317,-49.117,617,11/21/00,0,72,87,
BR00D6-0010,-22.317,-49.117,617,11/22/00,0.67,71,87,63
BR00D6-0010,-22.317,-49.117,617,11/23/00,0,75,,
BR00D6-0010,-22.317,-49.117,617,11/24/00,0.94,73,,
BR00D6-0010,-22.317,-49.117,617,11/26/00,,68,,
BR00D6-0010,-22.317,-49.117,617,11/27/00,,73,,
BR00D6-0010,-22.317,-49.117,617,11/28/00,,80,,71
BR00D6-0010,-22.317,-49.117,617,11/29/00,,77,88,71
BR00D6-0010,-22.317,-49.117,617,12/1/00,,73,,
BR00D6-0010,-22.317,-49.117,617,12/2/00,,69,,60
BR00D6-0010,-22.317,-49.117,617,12/3/00,,78,,69
BR00D6-0010,-22.317,-49.117,617,12/4/00,,79,88,73
BR00D6-0010,-22.317,-49.117,617,12/5/00,,77,87,70
BR00D6-0010,-22.317,-49.117,617,12/6/00,,75,87,66
BR00D6-0010,-22.317,-49.117,617,12/7/00,,74,85,64
BR00D6-0010,-22.317,-49.117,617,12/8/00,,79,,67
BR00D6-0010,-22.317,-49.117,617,12/9/00,,79,91,73
BR00D6-0010,-22.317,-49.117,617,12/10/00,,78,,
BR00D6-0010,-22.317,-49.117,617,12/11/00,0.47,76,,68
BR00D6-0010,-22.317,-49.117,617,12/12/00,0,79,,
BR00D6-0010,-22.317,-49.117,617,12/13/00,0.31,80,91,72
BR00D6-0010,-22.317,-49.117,617,12/14/00,0.08,75,91,68
BR00D6-0010,-22.317,-49.117,617,12/15/00,0.83,73,85,70
BR00D6-0010,-22.317,-49.117,617,12/16/00,0.47,75,,71
BR00D6-0010,-22.317,-49.117,617,12/17/00,0.51,67,84,62
BR00D6-0010,-22.317,-49.117,617,12/18/00,0,67,,
BR00D6-0010,-22.317,-49.117,617,12/19/00,0,70,,62
BR00D6-0010,-22.317,-49.117,617,12/20/00,0.03,76,,
BR00D6-0010,-22.317,-49.117,617,12/21/00,0,79,87,70
BR00D6-0010,-22.317,-49.117,617,12/22/00,0.04,76,87,
BR00D6-0010,-22.317,-49.117,617,12/23/00,0.02,78,,70
BR00D6-0010,-22.317,-49.117,617,12/24/00,0,80,90,
BR00D6-0010,-22.317,-49.117,617,12/25/00,0.16,77,89,69
BR00D6-0010,-22.317,-49.117,617,12/26/00,0,77,,
BR00D6-0010,-22.317,-49.117,617,12/27/00,0.08,77,,69
BR00D6-0010,-22.317,-49.117,617,12/28/00,0.35,74,89,69
BR00D6-0010,-22.317,-49.117,617,12/29/00,1.18,75,,67
BR00D6-0010,-22.317,-49.117,617,12/30/00,0.03,77,86,73
BR00D6-0010,-22.317,-49.117,617,12/31/00,0.02,76,,69
BR00D6-0010,-22.317,-49.117,617,1/1/01,,76,87,
BR00D6-0010,-22.317,-49.117,617,1/2/01,,77,,65
BR00D6-0010,-22.317,-49.117,617,1/3/01,,76,,66
BR00D6-0010,-22.317,-49.117,617,1/4/01,,80,89,67
BR00D6-0010,-22.317,-49.117,617,1/5/01,0.12,80,,
BR00D6-0010,-22.317,-49.117,617,1/6/01,0,75,,
BR00D6-0010,-22.317,-49.117,617,1/7/01,2.01,80,,
BR00D6-0010,-22.317,-49.117,617,1/8/01,0,78,92,
BR00D6-0010,-22.317,-49.117,617,1/9/01,0.2,75,,
BR00D6-0010,-22.317,-49.117,617,1/10/01,0.08,75,87,68
BR00D6-0010,-22.317,-49.117,617,1/11/01,0.03,72,80,
BR00D6-0010,-22.317,-49.117,617,1/12/01,0,73,79,
BR00D6-0010,-22.317,-49.117,617,1/13/01,0.16,72,,64
BR00D6-0010,-22.317,-49.117,617,1/14/01,0,75,86,
BR00D6-0010,-22.317,-49.117,617,1/15/01,0.03,78,,69
BR00D6-0010,-22.317,-49.117,617,1/16/01,0.59,78,,69
BR00D6-0010,-22.317,-49.117,617,1/17/01,0,82,,
BR00D6-0010,-22.317,-49.117,617,1/18/01,,82,92,73
BR00D6-0010,-22.317,-49.117,617,1/19/01,0.01,82,93,71
BR00D6-0010,-22.317,-49.117,617,1/20/01,2.28,77,91,68
BR00D6-0010,-22.317,-49.117,617,1/21/01,0.24,76,,
BR00D6-0010,-22.317,-49.117,617,1/22/01,0.03,76,,68
BR00D6-0010,-22.317,-49.117,617,1/23/01,0,76,87,
BR00D6-0010,-22.317,-49.117,617,1/24/01,0.39,76,,
BR00D6-0010,-22.317,-49.117,617,1/25/01,0.28,75,,69
BR00D6-0010,-22.317,-49.117,617,1/26/01,1.34,75,88,69
BR00D6-0010,-22.317,-49.117,617,1/27/01,0,80,,73
BR00D6-0010,-22.317,-49.117,617,1/28/01,0.98,79,,
BR00D6-0010,-22.317,-49.117,617,1/29/01,3.35,76,91,
BR00D6-0010,-22.317,-49.117,617,1/30/01,0,76,,73
BR00D6-0010,-22.317,-49.117,617,1/31/01,0.71,77,,71
BR00D6-0010,-22.317,-49.117,617,2/1/01,0.02,75,87,
BR00D6-0010,-22.317,-49.117,617,2/2/01,0,83,,
BR00D6-0010,-22.317,-49.117,617,2/3/01,,80,,73
BR00D6-0010,-22.317,-49.117,617,2/4/01,0.03,78,,
BR00D6-0010,-22.317,-49.117,617,2/5/01,0.39,79,90,72
BR00D6-0010,-22.317,-49.117,617,2/6/01,0.01,74,,
BR00D6-0010,-22.317,-49.117,617,2/7/01,0.08,76,,70
BR00D6-0010,-22.317,-49.117,617,2/8/01,0.02,79,,
BR00D6-0010,-22.317,-49.117,617,2/9/01,2.48,72,91,
BR00D6-0010,-22.317,-49.117,617,2/10/01,1.18,73,79,69
BR00D6-0010,-22.317,-49.117,617,2/11/01,0,77,,69
BR00D6-0010,-22.317,-49.117,617,2/12/01,0.67,77,,
BR00D6-0010,-22.317,-49.117,617,2/13/01,0.08,75,,69
BR00D6-0010,-22.317,-49.117,617,2/14/01,0,73,84,
BR00D6-0010,-22.317,-49.117,617,2/15/01,,74,,68
