STATION,NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/13/12,0,,59,75,43
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/14/12,0,,60,73,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/15/12,0,,58,73,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/16/12,0,,56,71,43
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/17/12,0,,56,76,37
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/18/12,0,,58,77,37
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/19/12,1.39,,58,76,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/20/12,0,,60,77,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/21/12,0,,60,76,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/22/12,0,,60,76,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/23/12,0.02,,58,75,48
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/24/12,0.3,,58,75,48
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/25/12,0,,52,74,41
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/26/12,0.5,,55,71,41
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/27/12,0,,55,72,45
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/28/12,0.12,,54,73,40
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/29/12,0,,56,74,40
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/30/12,0,,59,75,42
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",3/31/12,0,,60,80,47
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/1/12,0.19,,61,80,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/2/12,0,,63,74,48
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/3/12,0,,61,75,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/4/12,0,,58,73,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/5/12,0,,73,81,48
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/6/12,0,,63,81,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/7/12,0.34,,59,81,48
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/8/12,0,,62,77,47
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/9/12,0.02,,62,77,47
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/10/12,0,,60,73,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/11/12,0,,60,74,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/12/12,0,,62,75,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/13/12,0.34,,60,75,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/14/12,0.27,,60,76,48
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/15/12,0.01,,62,77,48
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/16/12,0,,64,77,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/17/12,0.58,,61,77,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/18/12,0.07,,60,73,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/19/12,0,,60,74,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/20/12,0,,63,76,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/21/12,0,,63,77,48
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/22/12,0,,58,73,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/23/12,0,,57,71,34
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/24/12,0,,57,68,34
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/25/12,0,,58,70,35
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/26/12,0,,60,72,35
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/27/12,0,,62,74,41
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/28/12,0,,64,75,43
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/29/12,0,,60,76,48
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",4/30/12,0,,65,77,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/1/12,0.07,,65,77,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/2/12,0,,62,77,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/3/12,0,,67,78,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/4/12,0,,66,79,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/5/12,0,,64,78,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/6/12,0,,67,77,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/7/12,0.07,,65,78,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/8/12,0,,66,78,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/9/12,0,,68,79,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/10/12,0,,65,80,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/11/12,0,,65,80,47
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/12/12,0.06,,65,79,47
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/13/12,0,,67,77,56
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/14/12,0.19,,63,67,56
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/15/12,0,,61,70,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/16/12,0.92,,63,70,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/17/12,0,,61,69,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/18/12,0.02,,62,76,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/19/12,0,,61,76,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/20/12,0,,61,72,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/21/12,0.03,,62,72,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/22/12,0,,59,72,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/23/12,0.07,,62,,
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/24/12,0,,70,80,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/25/12,0,,67,81,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/26/12,,,63,74,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/27/12,0,,67,75,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/28/12,0.01,,64,74,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/29/12,0.01,,64,76,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/30/12,0,,65,77,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",5/31/12,0,,64,84,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/1/12,0.01,,67,77,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/2/12,0.24,,67,78,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/3/12,0,,60,,
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/4/12,,,67,75,56
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/5/12,0,,66,77,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/6/12,0,,65,76,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/7/12,0,,65,78,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/8/12,0.32,,65,75,57
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/9/12,0.02,,62,76,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/10/12,0.08,,62,75,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/11/12,0.33,,61,75,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/12/12,0.44,,58,71,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/13/12,0.02,,60,81,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/14/12,0,,61,73,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/15/12,0,,64,77,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/16/12,0.48,,64,78,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/17/12,0,,63,77,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/18/12,,,60,67,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/19/12,,,59,,
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/20/12,1.23,,61,,
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/21/12,,,62,74,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/22/12,0.14,,64,75,56
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/23/12,0,,61,75,57
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/24/12,0.01,,62,72,56
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/25/12,0,,61,72,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/26/12,0,,62,71,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/27/12,0,,63,73,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/28/12,0.12,,65,78,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/29/12,0.04,,64,78,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",6/30/12,0,,63,78,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/1/12,0.04,,60,76,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/2/12,0.19,,60,73,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/3/12,0.05,,62,74,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/4/12,0.04,,60,73,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/5/12,0,,63,73,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/6/12,0,,60,74,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/7/12,0.01,,60,71,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/8/12,0.01,,61,72,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/9/12,,,62,71,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/10/12,0,,62,73,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/11/12,0,,62,77,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/12/12,0.37,,61,74,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/13/12,0.46,,61,78,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/14/12,0.37,,61,77,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/15/12,0,,63,77,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/16/12,0,,63,77,48
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/17/12,0,,61,80,48
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/18/12,0.65,,62,80,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/19/12,0,,62,77,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/20/12,0.21,,65,73,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/21/12,0.03,,58,73,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/23/12,0.02,,63,74,56
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/24/12,1.15,,63,77,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/25/12,0,,65,78,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/26/12,0,,63,81,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/27/12,0,,63,73,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/28/12,1.42,,62,72,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/29/12,0,,60,73,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/30/12,0.03,,62,73,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",7/31/12,0.06,,63,76,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/1/12,0.15,,65,78,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/2/12,0,,63,76,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/3/12,0,,64,77,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/4/12,0,,62,78,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/5/12,0,,63,77,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/6/12,0.04,,63,75,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/7/12,0,,62,74,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/8/12,,,63,,
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/9/12,2.56,,60,,
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/10/12,,,62,75,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/11/12,0.87,,61,75,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/12/12,0,,62,72,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/13/12,0.16,,64,75,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/14/12,0,,63,75,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/15/12,0,,63,76,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/16/12,0.02,,61,74,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/17/12,0,,62,76,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/18/12,0.17,,62,76,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/19/12,0.03,,58,77,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/20/12,0.01,,63,80,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/21/12,0,,62,80,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/22/12,2.17,,60,77,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/23/12,0.82,,60,70,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/24/12,0.27,,62,74,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/25/12,0.61,,62,76,47
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/26/12,0,,62,77,47
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/27/12,0,,63,74,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/28/12,0,,62,76,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/29/12,,,63,78,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/30/12,1.21,,62,78,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",8/31/12,0,,62,73,56
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/1/12,0.86,,62,75,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/2/12,0,,64,76,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/3/12,0,,62,77,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/4/12,0.01,,59,77,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/5/12,0.48,,61,78,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/6/12,0.89,,61,77,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/7/12,0,,65,78,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/8/12,0,,64,77,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/9/12,,,63,77,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/10/12,0.02,,62,75,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/11/12,0.93,,63,77,56
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/12/12,0.15,,63,77,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/13/12,0,,64,77,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/14/12,0,,63,74,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/15/12,0,,62,74,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/16/12,0,,61,74,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/17/12,0,,64,75,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/18/12,0,,64,77,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/19/12,,,61,71,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/20/12,0.45,,61,71,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/21/12,0,,61,72,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/22/12,1.28,,61,70,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/23/12,0.06,,64,74,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/24/12,0,,61,76,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/25/12,,,61,74,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/26/12,0.34,,62,73,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/27/12,0.09,,63,75,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/28/12,0,,62,77,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/29/12,0.03,,59,77,48
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",9/30/12,0.43,,61,76,48
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/1/12,0.39,,62,76,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/2/12,0.03,,61,72,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/3/12,0.3,,59,68,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/4/12,0,,60,73,53
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/5/12,0.3,,60,76,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/6/12,0.42,,61,73,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/7/12,0.34,,60,71,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/8/12,0,,63,72,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/9/12,0.09,,62,72,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/10/12,0,,62,74,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/11/12,,,60,67,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/12/12,0.01,,63,,
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/13/12,0,,64,74,55
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/14/12,0,,58,74,44
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/15/12,0,,57,74,44
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/16/12,0,,56,75,45
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/17/12,0,,64,77,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/18/12,0,,62,78,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/19/12,0,,62,79,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/20/12,0,,61,77,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/21/12,0,,61,73,52
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/22/12,0,,62,72,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/23/12,0,,62,72,54
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/24/12,0,,57,71,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/25/12,0,,60,74,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/26/12,0,,59,73,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/27/12,0,,60,74,50
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/28/12,0,,57,72,40
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/29/12,0,,57,72,40
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/30/12,0,,59,72,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",10/31/12,0.01,,58,73,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/1/12,0,,57,72,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/2/12,0,,60,72,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/3/12,0.18,,57,73,47
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/4/12,0,,58,77,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/5/12,0,,58,,
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/6/12,0,,54,65,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/7/12,0,,54,67,41
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/8/12,0,,55,68,41
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/9/12,0,,53,70,39
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/10/12,0,,51,74,37
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/11/12,0,,56,75,37
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/12/12,0,,56,76,40
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/13/12,0.01,,58,71,40
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/14/12,0,,53,70,41
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/15/12,0,,53,70,41
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/16/12,0,,55,67,44
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/17/12,0,,57,67,41
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/18/12,0,,54,66,41
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/19/12,0,,50,69,37
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/20/12,0,,50,71,37
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/21/12,0,,55,67,37
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/22/12,0,,57,70,43
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/23/12,0,,54,71,42
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/24/12,0,,51,69,42
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/25/12,0,,51,72,37
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/26/12,0,,53,73,37
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/27/12,0,,57,76,41
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/28/12,0,,56,,
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/29/12,0,,59,69,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",11/30/12,0,,58,69,49
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/1/12,0,,56,69,47
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/2/12,0,,58,67,47
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/3/12,0,,57,71,44
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/4/12,0,,56,72,44
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/5/12,0,,56,72,46
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/6/12,0,,56,68,43
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/7/12,0,,53,70,39
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/8/12,0,,55,72,37
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/9/12,0,,49,72,30
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/10/12,0,,55,74,30
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/11/12,0,,52,72,33
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/12/12,0,,59,,
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/13/12,0,,61,73,47
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/14/12,0,,59,71,51
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/15/12,0,,59,76,44
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/16/12,0,,58,78,40
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/17/12,0,,57,75,40
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/18/12,0,,58,82,44
MXM00076845,"SN. CRISTOBAL LAS CASAS CHIS, MX",12/19/12,0,,57,73,42
