STATION,NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
MX000768330,"SALINA CRUZ, MX",8/3/13,,,90,,
MX000768330,"SALINA CRUZ, MX",8/4/13,0,,88,99,76
MX000768330,"SALINA CRUZ, MX",8/5/13,,,89,,
MX000768330,"SALINA CRUZ, MX",8/6/13,,,89,,
MX000768330,"SALINA CRUZ, MX",8/7/13,,,88,97,80
MX000768330,"SALINA CRUZ, MX",8/8/13,,,87,,
MX000768330,"SALINA CRUZ, MX",8/9/13,,,86,94,81
MX000768330,"SALINA CRUZ, MX",8/10/13,0,,86,,
MX000768330,"SALINA CRUZ, MX",8/11/13,0,,85,97,80
MX000768330,"SALINA CRUZ, MX",8/12/13,,,90,,
MX000768330,"SALINA CRUZ, MX",8/13/13,,,88,,
MX000768330,"SALINA CRUZ, MX",8/14/13,,,91,,
MX000768330,"SALINA CRUZ, MX",8/15/13,,,90,,
MX000768330,"SALINA CRUZ, MX",8/16/13,,,86,,
MX000768330,"SALINA CRUZ, MX",8/17/13,,,90,,
MX000768330,"SALINA CRUZ, MX",8/18/13,,,86,,
MX000768330,"SALINA CRUZ, MX",8/19/13,0.07,,85,,
MX000768330,"SALINA CRUZ, MX",8/20/13,,,86,96,76
MX000768330,"SALINA CRUZ, MX",8/21/13,0,,84,,
MX000768330,"SALINA CRUZ, MX",8/22/13,0,,87,100,79
MX000768330,"SALINA CRUZ, MX",8/23/13,,,89,,
MX000768330,"SALINA CRUZ, MX",8/24/13,,,88,,
MX000768330,"SALINA CRUZ, MX",8/25/13,0.09,,79,96,75
MX000768330,"SALINA CRUZ, MX",8/27/13,2.38,,80,,
MX000768330,"SALINA CRUZ, MX",8/28/13,0,,87,96,81
MX000768330,"SALINA CRUZ, MX",8/29/13,,,87,,
MX000768330,"SALINA CRUZ, MX",8/30/13,0,,86,95,79
MX000768330,"SALINA CRUZ, MX",8/31/13,,,85,,
MX000768330,"SALINA CRUZ, MX",9/1/13,0.04,,81,94,76
MX000768330,"SALINA CRUZ, MX",9/2/13,0,,79,,
MX000768330,"SALINA CRUZ, MX",9/3/13,,,82,,
MX000768330,"SALINA CRUZ, MX",9/4/13,0,,84,,
MX000768330,"SALINA CRUZ, MX",9/5/13,,,85,,
MX000768330,"SALINA CRUZ, MX",9/10/13,,,85,,
MX000768330,"SALINA CRUZ, MX",9/11/13,,,84,,
MX000768330,"SALINA CRUZ, MX",9/12/13,,,80,88,76
MX000768330,"SALINA CRUZ, MX",9/13/13,,,77,84,75
MX000768330,"SALINA CRUZ, MX",9/14/13,2.52,,78,,
MX000768330,"SALINA CRUZ, MX",9/15/13,1.7,,81,,
MX000768330,"SALINA CRUZ, MX",9/16/13,0,,83,,
MX000768330,"SALINA CRUZ, MX",9/17/13,,,83,,
MX000768330,"SALINA CRUZ, MX",9/18/13,0.37,,82,,
MX000768330,"SALINA CRUZ, MX",9/19/13,0.28,,80,90,76
MX000768330,"SALINA CRUZ, MX",9/20/13,0.26,,80,87,75
MX000768330,"SALINA CRUZ, MX",9/21/13,1.11,,82,,
MX000768330,"SALINA CRUZ, MX",9/22/13,1.04,,79,90,75
MX000768330,"SALINA CRUZ, MX",9/23/13,2.28,,80,,
MX000768330,"SALINA CRUZ, MX",9/24/13,0,,81,,
MX000768330,"SALINA CRUZ, MX",9/25/13,4.87,,83,,
MX000768330,"SALINA CRUZ, MX",9/26/13,0,,83,,
MX000768330,"SALINA CRUZ, MX",9/27/13,0,,81,,
MX000768330,"SALINA CRUZ, MX",9/28/13,,,83,,
MX000768330,"SALINA CRUZ, MX",9/29/13,,,84,,
MX000768330,"SALINA CRUZ, MX",9/30/13,,,84,,
MX000768330,"SALINA CRUZ, MX",10/1/13,,,81,,
MX000768330,"SALINA CRUZ, MX",10/2/13,0,,85,,
MX000768330,"SALINA CRUZ, MX",10/3/13,,,84,96,77
MX000768330,"SALINA CRUZ, MX",10/4/13,0.01,,85,92,74
MX000768330,"SALINA CRUZ, MX",10/5/13,0,,85,95,78
MX000768330,"SALINA CRUZ, MX",10/6/13,0,,86,95,78
MX000768330,"SALINA CRUZ, MX",10/7/13,,,85,,
MX000768330,"SALINA CRUZ, MX",10/8/13,,,82,,
MX000768330,"SALINA CRUZ, MX",10/9/13,0,,82,91,74
MX000768330,"SALINA CRUZ, MX",10/10/13,,,85,,
MX000768330,"SALINA CRUZ, MX",10/11/13,0.08,,84,93,74
MX000768330,"SALINA CRUZ, MX",10/12/13,0,,83,,
MX000768330,"SALINA CRUZ, MX",10/13/13,,,85,,
MX000768330,"SALINA CRUZ, MX",10/14/13,0,,85,93,81
MX000768330,"SALINA CRUZ, MX",10/15/13,,,85,,
MX000768330,"SALINA CRUZ, MX",10/16/13,0,,83,95,77
MX000768330,"SALINA CRUZ, MX",10/17/13,,,85,94,79
MX000768330,"SALINA CRUZ, MX",10/18/13,,,85,,
MX000768330,"SALINA CRUZ, MX",10/19/13,0,,84,,
MX000768330,"SALINA CRUZ, MX",10/20/13,,,85,,
MX000768330,"SALINA CRUZ, MX",10/21/13,,,87,94,78
MX000768330,"SALINA CRUZ, MX",10/22/13,,,84,,
MX000768330,"SALINA CRUZ, MX",10/23/13,,,83,,
MX000768330,"SALINA CRUZ, MX",10/24/13,,,83,,
MX000768330,"SALINA CRUZ, MX",10/25/13,,,84,91,79
MX000768330,"SALINA CRUZ, MX",10/26/13,,,85,,
MX000768330,"SALINA CRUZ, MX",10/27/13,,,85,,
MX000768330,"SALINA CRUZ, MX",10/28/13,,,86,,
MX000768330,"SALINA CRUZ, MX",10/29/13,,,87,,
MX000768330,"SALINA CRUZ, MX",10/30/13,,,85,,
MX000768330,"SALINA CRUZ, MX",10/31/13,,,85,93,77
MX000768330,"SALINA CRUZ, MX",11/1/13,,,88,,
MX000768330,"SALINA CRUZ, MX",11/2/13,,,86,,
MX000768330,"SALINA CRUZ, MX",11/3/13,,,83,,
MX000768330,"SALINA CRUZ, MX",11/4/13,,,83,,
MX000768330,"SALINA CRUZ, MX",11/5/13,0,,83,91,72
MX000768330,"SALINA CRUZ, MX",11/6/13,0,,85,93,74
MX000768330,"SALINA CRUZ, MX",11/7/13,,,86,94,79
MX000768330,"SALINA CRUZ, MX",11/8/13,0,,84,94,78
MX000768330,"SALINA CRUZ, MX",11/9/13,,,82,88,78
MX000768330,"SALINA CRUZ, MX",11/10/13,,,86,,
MX000768330,"SALINA CRUZ, MX",11/11/13,,,85,,
MX000768330,"SALINA CRUZ, MX",11/12/13,,,85,,
MX000768330,"SALINA CRUZ, MX",11/13/13,,,84,90,81
MX000768330,"SALINA CRUZ, MX",11/14/13,,,81,86,77
MX000768330,"SALINA CRUZ, MX",11/15/13,0,,80,,
MX000768330,"SALINA CRUZ, MX",11/16/13,0,,81,91,72
MX000768330,"SALINA CRUZ, MX",11/17/13,0,,82,93,72
MX000768330,"SALINA CRUZ, MX",11/19/13,0,,85,95,74
MX000768330,"SALINA CRUZ, MX",11/20/13,0,,86,,
MX000768330,"SALINA CRUZ, MX",11/21/13,,,86,96,77
MX000768330,"SALINA CRUZ, MX",11/22/13,,,85,94,77
MX000768330,"SALINA CRUZ, MX",11/26/13,0,,80,89,73
MX000768330,"SALINA CRUZ, MX",11/27/13,,,77,88,72
MX000768330,"SALINA CRUZ, MX",11/28/13,0,,74,,
MX000768330,"SALINA CRUZ, MX",11/29/13,0,,78,,
MX000768330,"SALINA CRUZ, MX",11/30/13,0,,78,84,72
MX000768330,"SALINA CRUZ, MX",12/1/13,0,,81,85,72
MX000768330,"SALINA CRUZ, MX",12/2/13,0,,80,,
MX000768330,"SALINA CRUZ, MX",12/7/13,0,,84,91,71
MX000768330,"SALINA CRUZ, MX",12/8/13,0,,84,91,76
MX000768330,"SALINA CRUZ, MX",12/9/13,0,,79,,
MX000768330,"SALINA CRUZ, MX",12/10/13,0,,81,91,74
MX000768330,"SALINA CRUZ, MX",12/11/13,0,,82,90,76
MX000768330,"SALINA CRUZ, MX",12/12/13,0,,81,87,77
MX000768330,"SALINA CRUZ, MX",12/13/13,0,,83,88,78
MX000768330,"SALINA CRUZ, MX",12/14/13,0,,81,88,77
MX000768330,"SALINA CRUZ, MX",12/15/13,0,,80,,
MX000768330,"SALINA CRUZ, MX",12/19/13,0,,82,90,73
MX000768330,"SALINA CRUZ, MX",12/20/13,0,,82,91,71
MX000768330,"SALINA CRUZ, MX",12/21/13,0,,79,91,71
MX000768330,"SALINA CRUZ, MX",12/24/13,,,78,92,74
MX000768330,"SALINA CRUZ, MX",12/26/13,0,,76,87,71
MX000768330,"SALINA CRUZ, MX",12/27/13,0,,78,86,71
MX000768330,"SALINA CRUZ, MX",12/28/13,0,,81,87,71
MX000768330,"SALINA CRUZ, MX",12/29/13,0,,76,,
MX000768330,"SALINA CRUZ, MX",1/2/14,0,,77,85,70
MX000768330,"SALINA CRUZ, MX",1/3/14,0,,77,87,73
MX000768330,"SALINA CRUZ, MX",1/4/14,0,,77,,
MX000768330,"SALINA CRUZ, MX",1/5/14,,,78,,
MX000768330,"SALINA CRUZ, MX",1/7/14,0,,74,86,69
MX000768330,"SALINA CRUZ, MX",1/8/14,0,,77,,
MX000768330,"SALINA CRUZ, MX",1/9/14,0,,76,85,68
MX000768330,"SALINA CRUZ, MX",1/10/14,0,,83,,
MX000768330,"SALINA CRUZ, MX",1/11/14,0,,79,93,71
MX000768330,"SALINA CRUZ, MX",1/12/14,0,,83,,
MX000768330,"SALINA CRUZ, MX",1/13/14,0,,81,,
MX000768330,"SALINA CRUZ, MX",1/14/14,0,,82,93,73
MX000768330,"SALINA CRUZ, MX",1/15/14,0,,79,90,72
MX000768330,"SALINA CRUZ, MX",1/29/14,0,,81,91,72
MX000768330,"SALINA CRUZ, MX",1/30/14,0,,74,84,69
MX000768330,"SALINA CRUZ, MX",1/31/14,0,,79,89,67
MX000768330,"SALINA CRUZ, MX",2/1/14,0,,80,91,70
MX000768330,"SALINA CRUZ, MX",2/2/14,0,,81,90,71
MX000768330,"SALINA CRUZ, MX",2/3/14,0,,83,,
MX000768330,"SALINA CRUZ, MX",2/4/14,0,,81,91,73
MX000768330,"SALINA CRUZ, MX",2/5/14,0,,81,,
MX000768330,"SALINA CRUZ, MX",2/6/14,0,,83,94,72
MX000768330,"SALINA CRUZ, MX",2/7/14,0,,82,90,73
MX000768330,"SALINA CRUZ, MX",2/8/14,0,,79,88,71
MX000768330,"SALINA CRUZ, MX",2/9/14,0,,84,,
MX000768330,"SALINA CRUZ, MX",2/10/14,0,,83,,
MX000768330,"SALINA CRUZ, MX",2/11/14,0,,82,,
MX000768330,"SALINA CRUZ, MX",2/12/14,0,,81,91,72
MX000768330,"SALINA CRUZ, MX",2/13/14,0,,79,90,73
MX000768330,"SALINA CRUZ, MX",2/14/14,0,,78,,
MX000768330,"SALINA CRUZ, MX",2/15/14,,,80,92,72
MX000768330,"SALINA CRUZ, MX",2/17/14,0,,83,95,75
MX000768330,"SALINA CRUZ, MX",2/18/14,0,,82,94,75
MX000768330,"SALINA CRUZ, MX",2/19/14,0,,84,93,75
MX000768330,"SALINA CRUZ, MX",2/20/14,0,,81,94,71
MX000768330,"SALINA CRUZ, MX",2/21/14,0,,86,91,71
MX000768330,"SALINA CRUZ, MX",2/22/14,0,,87,,
MX000768330,"SALINA CRUZ, MX",2/23/14,0,,85,96,76
MX000768330,"SALINA CRUZ, MX",2/27/14,0,,84,94,75
MX000768330,"SALINA CRUZ, MX",2/28/14,,,80,95,71
MX000768330,"SALINA CRUZ, MX",3/1/14,,,84,95,74
MX000768330,"SALINA CRUZ, MX",3/2/14,0,,82,92,74
MX000768330,"SALINA CRUZ, MX",3/3/14,0,,80,90,75
MX000768330,"SALINA CRUZ, MX",3/4/14,0,,84,,
MX000768330,"SALINA CRUZ, MX",3/5/14,0,,83,95,73
MX000768330,"SALINA CRUZ, MX",3/6/14,0,,80,93,73
MX000768330,"SALINA CRUZ, MX",3/7/14,0,,83,,
MX000768330,"SALINA CRUZ, MX",3/8/14,0,,85,94,74
MX000768330,"SALINA CRUZ, MX",3/9/14,,,81,91,74
MX000768330,"SALINA CRUZ, MX",3/10/14,0,,82,91,75
MX000768330,"SALINA CRUZ, MX",3/11/14,0,,83,93,72
MX000768330,"SALINA CRUZ, MX",3/12/14,0,,84,92,72
MX000768330,"SALINA CRUZ, MX",3/13/14,0,,82,92,73
MX000768330,"SALINA CRUZ, MX",3/14/14,0,,80,,
MX000768330,"SALINA CRUZ, MX",3/15/14,,,83,96,71
MX000768330,"SALINA CRUZ, MX",3/16/14,0,,81,90,71
MX000768330,"SALINA CRUZ, MX",3/17/14,0,,80,,
MX000768330,"SALINA CRUZ, MX",3/18/14,0,,77,91,69
MX000768330,"SALINA CRUZ, MX",3/19/14,0,,80,92,69
MX000768330,"SALINA CRUZ, MX",3/20/14,0,,82,93,69
MX000768330,"SALINA CRUZ, MX",3/21/14,0,,87,97,75
MX000768330,"SALINA CRUZ, MX",3/22/14,0,,84,98,78
MX000768330,"SALINA CRUZ, MX",3/23/14,,,84,92,74
MX000768330,"SALINA CRUZ, MX",3/24/14,0,,84,98,74
MX000768330,"SALINA CRUZ, MX",3/25/14,0,,85,95,75
MX000768330,"SALINA CRUZ, MX",3/26/14,0,,87,95,76
MX000768330,"SALINA CRUZ, MX",3/27/14,0,,85,,
MX000768330,"SALINA CRUZ, MX",3/29/14,0,,85,93,73
MX000768330,"SALINA CRUZ, MX",3/30/14,0,,90,,
MX000768330,"SALINA CRUZ, MX",3/31/14,0,,89,98,80
MX000768330,"SALINA CRUZ, MX",4/1/14,0,,86,99,77
MX000768330,"SALINA CRUZ, MX",4/2/14,0,,86,97,77
MX000768330,"SALINA CRUZ, MX",4/3/14,0,,85,94,75
MX000768330,"SALINA CRUZ, MX",4/4/14,0,,84,92,75
MX000768330,"SALINA CRUZ, MX",4/5/14,0,,85,90,76
MX000768330,"SALINA CRUZ, MX",4/6/14,0,,86,92,75
MX000768330,"SALINA CRUZ, MX",4/7/14,0,,85,,
MX000768330,"SALINA CRUZ, MX",4/8/14,0,,83,91,79
MX000768330,"SALINA CRUZ, MX",4/9/14,0,,84,91,75
MX000768330,"SALINA CRUZ, MX",4/10/14,0,,80,,
MX000768330,"SALINA CRUZ, MX",4/11/14,0,,83,,
MX000768330,"SALINA CRUZ, MX",4/12/14,0,,84,95,74
MX000768330,"SALINA CRUZ, MX",4/13/14,0,,83,95,75
MX000768330,"SALINA CRUZ, MX",4/14/14,0,,80,92,75
MX000768330,"SALINA CRUZ, MX",4/15/14,0,,82,89,77
MX000768330,"SALINA CRUZ, MX",4/16/14,0,,84,,
MX000768330,"SALINA CRUZ, MX",4/17/14,0,,83,92,73
MX000768330,"SALINA CRUZ, MX",4/18/14,0,,83,95,74
MX000768330,"SALINA CRUZ, MX",4/19/14,0,,88,95,77
MX000768330,"SALINA CRUZ, MX",4/20/14,0,,87,,
MX000768330,"SALINA CRUZ, MX",4/21/14,0,,87,98,78
MX000768330,"SALINA CRUZ, MX",4/22/14,0,,88,97,78
MX000768330,"SALINA CRUZ, MX",4/23/14,0,,87,98,77
MX000768330,"SALINA CRUZ, MX",4/24/14,0,,83,98,74
MX000768330,"SALINA CRUZ, MX",4/25/14,0,,87,96,74
MX000768330,"SALINA CRUZ, MX",4/26/14,0,,88,100,80
MX000768330,"SALINA CRUZ, MX",4/27/14,0,,87,100,80
MX000768330,"SALINA CRUZ, MX",4/28/14,0,,86,95,80
MX000768330,"SALINA CRUZ, MX",4/29/14,0,,86,,
MX000768330,"SALINA CRUZ, MX",5/1/14,0,,88,95,78
MX000768330,"SALINA CRUZ, MX",5/2/14,0,,86,97,76
MX000768330,"SALINA CRUZ, MX",5/3/14,0,,84,96,76
MX000768330,"SALINA CRUZ, MX",5/4/14,0,,83,,
MX000768330,"SALINA CRUZ, MX",5/5/14,0,,86,,
MX000768330,"SALINA CRUZ, MX",5/6/14,0,,85,99,76
MX000768330,"SALINA CRUZ, MX",5/7/14,0,,88,97,77
MX000768330,"SALINA CRUZ, MX",5/8/14,,,89,98,80
MX000768330,"SALINA CRUZ, MX",5/9/14,0,,87,97,80
MX000768330,"SALINA CRUZ, MX",5/10/14,0,,83,,
MX000768330,"SALINA CRUZ, MX",5/11/14,,,86,,
MX000768330,"SALINA CRUZ, MX",5/12/14,0.28,,83,93,76
MX000768330,"SALINA CRUZ, MX",5/13/14,0.14,,86,94,77
MX000768330,"SALINA CRUZ, MX",5/14/14,0,,84,95,72
MX000768330,"SALINA CRUZ, MX",5/15/14,0,,82,92,72
MX000768330,"SALINA CRUZ, MX",6/6/14,,,83,,
MX000768330,"SALINA CRUZ, MX",6/7/14,,,79,,
MX000768330,"SALINA CRUZ, MX",6/8/14,,,80,84,76
MX000768330,"SALINA CRUZ, MX",6/9/14,,,82,,
MX000768330,"SALINA CRUZ, MX",6/10/14,0.31,,81,90,74
MX000768330,"SALINA CRUZ, MX",6/11/14,0,,84,,
MX000768330,"SALINA CRUZ, MX",6/12/14,,,85,,
MX000768330,"SALINA CRUZ, MX",6/13/14,,,84,,
MX000768330,"SALINA CRUZ, MX",6/14/14,0.08,,85,,
MX000768330,"SALINA CRUZ, MX",6/15/14,0,,87,96,79
MX000768330,"SALINA CRUZ, MX",6/16/14,,,85,96,80
MX000768330,"SALINA CRUZ, MX",6/17/14,,,87,,
MX000768330,"SALINA CRUZ, MX",6/18/14,0.02,,87,,
MX000768330,"SALINA CRUZ, MX",6/19/14,0,,87,,
MX000768330,"SALINA CRUZ, MX",6/21/14,,,83,,
MX000768330,"SALINA CRUZ, MX",6/22/14,,,86,,
MX000768330,"SALINA CRUZ, MX",6/23/14,,,85,95,78
MX000768330,"SALINA CRUZ, MX",6/24/14,,,87,,
MX000768330,"SALINA CRUZ, MX",6/25/14,0.02,,82,94,77
MX000768330,"SALINA CRUZ, MX",6/26/14,0,,85,93,79
MX000768330,"SALINA CRUZ, MX",6/27/14,0,,89,,
MX000768330,"SALINA CRUZ, MX",6/28/14,,,85,,
MX000768330,"SALINA CRUZ, MX",6/29/14,1.33,,83,95,73
MX000768330,"SALINA CRUZ, MX",6/30/14,0,,85,,
MX000768330,"SALINA CRUZ, MX",7/1/14,,,85,92,79
MX000768330,"SALINA CRUZ, MX",7/2/14,,,83,,
MX000768330,"SALINA CRUZ, MX",7/30/14,,,92,,
MX000768330,"SALINA CRUZ, MX",7/31/14,0,,89,98,81
MX000768330,"SALINA CRUZ, MX",8/1/14,0,,90,101,79
MX000768330,"SALINA CRUZ, MX",8/2/14,0,,93,99,81
MX000768330,"SALINA CRUZ, MX",8/3/14,0,,92,101,82
MX000768330,"SALINA CRUZ, MX",8/5/14,,,89,,
MX000768330,"SALINA CRUZ, MX",8/6/14,,,90,,
MX000768330,"SALINA CRUZ, MX",8/7/14,0,,90,100,81
MX000768330,"SALINA CRUZ, MX",8/9/14,,,86,,
MX000768330,"SALINA CRUZ, MX",8/10/14,,,88,,
MX000768330,"SALINA CRUZ, MX",8/11/14,0,,85,,
MX000768330,"SALINA CRUZ, MX",8/12/14,0,,87,95,78
MX000768330,"SALINA CRUZ, MX",8/13/14,0.3,,87,98,73
MX000768330,"SALINA CRUZ, MX",8/14/14,0,,89,,
MX000768330,"SALINA CRUZ, MX",8/15/14,,,88,,
MX000768330,"SALINA CRUZ, MX",8/16/14,,,88,,
MX000768330,"SALINA CRUZ, MX",8/17/14,0,,90,97,80
MX000768330,"SALINA CRUZ, MX",8/18/14,,,86,,
MX000768330,"SALINA CRUZ, MX",8/19/14,,,89,,
MX000768330,"SALINA CRUZ, MX",8/20/14,,,90,,
MX000768330,"SALINA CRUZ, MX",8/23/14,0.04,,85,,
MX000768330,"SALINA CRUZ, MX",8/24/14,0,,88,97,80
MX000768330,"SALINA CRUZ, MX",8/25/14,,,87,96,81
MX000768330,"SALINA CRUZ, MX",8/26/14,0,,88,97,81
MX000768330,"SALINA CRUZ, MX",8/27/14,,,87,96,82
MX000768330,"SALINA CRUZ, MX",8/28/14,,,86,,
MX000768330,"SALINA CRUZ, MX",9/9/14,,,84,,
MX000768330,"SALINA CRUZ, MX",9/10/14,,,87,,
MX000768330,"SALINA CRUZ, MX",9/11/14,,,84,,
MX000768330,"SALINA CRUZ, MX",9/12/14,,,84,,
MX000768330,"SALINA CRUZ, MX",9/13/14,,,85,,
MX000768330,"SALINA CRUZ, MX",9/14/14,,,86,,
MX000768330,"SALINA CRUZ, MX",9/15/14,,,87,94,80
MX000768330,"SALINA CRUZ, MX",9/16/14,,,78,91,74
MX000768330,"SALINA CRUZ, MX",9/17/14,,,79,,
MX000768330,"SALINA CRUZ, MX",9/18/14,,,84,92,77
MX000768330,"SALINA CRUZ, MX",9/19/14,0.12,,83,91,78
MX000768330,"SALINA CRUZ, MX",9/20/14,0.96,,81,91,76
MX000768330,"SALINA CRUZ, MX",9/21/14,0,,85,,
MX000768330,"SALINA CRUZ, MX",9/22/14,,,81,93,75
MX000768330,"SALINA CRUZ, MX",9/23/14,,,86,,
MX000768330,"SALINA CRUZ, MX",9/24/14,,,85,93,80
MX000768330,"SALINA CRUZ, MX",9/25/14,,,84,,
MX000768330,"SALINA CRUZ, MX",9/26/14,,,85,,
MX000768330,"SALINA CRUZ, MX",9/27/14,,,83,,
MX000768330,"SALINA CRUZ, MX",9/28/14,0.04,,82,93,76
MX000768330,"SALINA CRUZ, MX",9/29/14,0,,81,,
MX000768330,"SALINA CRUZ, MX",9/30/14,0.04,,83,,
MX000768330,"SALINA CRUZ, MX",10/1/14,3.02,,79,95,73
MX000768330,"SALINA CRUZ, MX",10/2/14,4.21,,81,,
MX000768330,"SALINA CRUZ, MX",10/3/14,0,,89,95,75
MX000768330,"SALINA CRUZ, MX",10/4/14,,,89,95,79
MX000768330,"SALINA CRUZ, MX",10/5/14,0,,88,94,80
MX000768330,"SALINA CRUZ, MX",10/6/14,0,,85,94,76
MX000768330,"SALINA CRUZ, MX",10/7/14,0,,85,95,77
MX000768330,"SALINA CRUZ, MX",10/8/14,,,86,94,77
MX000768330,"SALINA CRUZ, MX",10/9/14,,,87,,
MX000768330,"SALINA CRUZ, MX",10/10/14,,,86,,
MX000768330,"SALINA CRUZ, MX",10/11/14,0,,87,,
MX000768330,"SALINA CRUZ, MX",10/12/14,,,88,,
MX000768330,"SALINA CRUZ, MX",10/13/14,0,,85,92,75
MX000768330,"SALINA CRUZ, MX",10/14/14,,,85,,
MX000768330,"SALINA CRUZ, MX",10/15/14,0,,85,94,79
MX000768330,"SALINA CRUZ, MX",10/16/14,,,80,,
MX000768330,"SALINA CRUZ, MX",10/17/14,,,78,,
MX000768330,"SALINA CRUZ, MX",10/18/14,0.04,,78,86,73
MX000768330,"SALINA CRUZ, MX",10/19/14,1.18,,77,86,74
MX000768330,"SALINA CRUZ, MX",10/21/14,7.78,,79,,
MX000768330,"SALINA CRUZ, MX",10/22/14,0,,78,94,73
MX000768330,"SALINA CRUZ, MX",10/23/14,,,82,,
MX000768330,"SALINA CRUZ, MX",10/24/14,0,,84,92,74
MX000768330,"SALINA CRUZ, MX",12/12/14,0,,78,86,72
MX000768330,"SALINA CRUZ, MX",12/13/14,0,,79,87,72
MX000768330,"SALINA CRUZ, MX",12/14/14,0,,80,86,72
MX000768330,"SALINA CRUZ, MX",12/15/14,0,,80,,
MX000768330,"SALINA CRUZ, MX",12/16/14,,,79,91,73
MX000768330,"SALINA CRUZ, MX",12/17/14,0,,81,91,73
MX000768330,"SALINA CRUZ, MX",12/18/14,0,,81,,
MX000768330,"SALINA CRUZ, MX",12/21/14,,,85,89,76
MX000768330,"SALINA CRUZ, MX",12/23/14,,,81,87,71
MX000768330,"SALINA CRUZ, MX",12/24/14,,,82,89,76
MX000768330,"SALINA CRUZ, MX",12/25/14,0,,75,86,70
MX000768330,"SALINA CRUZ, MX",12/27/14,0,,79,89,71
MX000768330,"SALINA CRUZ, MX",12/28/14,0,,80,88,72
MX000768330,"SALINA CRUZ, MX",12/29/14,0,,83,90,72
MX000768330,"SALINA CRUZ, MX",12/30/14,0,,81,89,75
MX000768330,"SALINA CRUZ, MX",12/31/14,0,,82,89,75
MX000768330,"SALINA CRUZ, MX",1/2/15,,,85,,
MX000768330,"SALINA CRUZ, MX",1/3/15,0,,81,93,70
MX000768330,"SALINA CRUZ, MX",1/4/15,0,,83,95,70
MX000768330,"SALINA CRUZ, MX",1/5/15,0,,80,99,76
MX000768330,"SALINA CRUZ, MX",1/6/15,0,,82,86,73
MX000768330,"SALINA CRUZ, MX",1/7/15,0,,81,88,73
MX000768330,"SALINA CRUZ, MX",1/8/15,0,,80,89,75
MX000768330,"SALINA CRUZ, MX",1/9/15,0,,76,87,73
MX000768330,"SALINA CRUZ, MX",1/10/15,0,,81,86,73
MX000768330,"SALINA CRUZ, MX",1/11/15,0,,78,87,70
MX000768330,"SALINA CRUZ, MX",1/12/15,0,,80,,
MX000768330,"SALINA CRUZ, MX",1/13/15,0,,83,89,75
MX000768330,"SALINA CRUZ, MX",1/14/15,0,,81,91,75
MX000768330,"SALINA CRUZ, MX",1/15/15,0,,79,88,73
MX000768330,"SALINA CRUZ, MX",1/16/15,0,,76,87,72
MX000768330,"SALINA CRUZ, MX",1/17/15,0,,76,84,72
MX000768330,"SALINA CRUZ, MX",1/18/15,0,,78,86,73
MX000768330,"SALINA CRUZ, MX",1/19/15,0,,80,87,73
MX000768330,"SALINA CRUZ, MX",1/20/15,0,,77,87,71
MX000768330,"SALINA CRUZ, MX",1/21/15,0,,78,93,71
MX000768330,"SALINA CRUZ, MX",1/22/15,,,79,92,71
MX000768330,"SALINA CRUZ, MX",1/23/15,0,,81,90,71
MX000768330,"SALINA CRUZ, MX",1/24/15,0,,77,91,73
MX000768330,"SALINA CRUZ, MX",1/25/15,0,,76,,
MX000768330,"SALINA CRUZ, MX",1/26/15,0,,76,84,71
MX000768330,"SALINA CRUZ, MX",1/27/15,0,,78,84,73
MX000768330,"SALINA CRUZ, MX",1/28/15,0,,76,83,68
MX000768330,"SALINA CRUZ, MX",1/29/15,0,,75,85,68
MX000768330,"SALINA CRUZ, MX",1/30/15,0,,77,84,69
MX000768330,"SALINA CRUZ, MX",1/31/15,0,,79,,
MX000768330,"SALINA CRUZ, MX",2/1/15,0,,79,88,71
MX000768330,"SALINA CRUZ, MX",2/2/15,0,,80,88,71
MX000768330,"SALINA CRUZ, MX",2/3/15,0,,81,89,72
MX000768330,"SALINA CRUZ, MX",2/5/15,0,,78,88,72
MX000768330,"SALINA CRUZ, MX",2/6/15,0,,79,88,72
MX000768330,"SALINA CRUZ, MX",2/7/15,0,,78,86,71
MX000768330,"SALINA CRUZ, MX",2/8/15,,,79,85,71
MX000768330,"SALINA CRUZ, MX",2/9/15,0,,77,87,71
MX000768330,"SALINA CRUZ, MX",2/10/15,0,,78,86,71
MX000768330,"SALINA CRUZ, MX",2/11/15,0,,79,88,69
MX000768330,"SALINA CRUZ, MX",2/12/15,0,,78,91,69
MX000768330,"SALINA CRUZ, MX",2/13/15,0,,78,87,69
MX000768330,"SALINA CRUZ, MX",2/14/15,0,,77,87,69
MX000768330,"SALINA CRUZ, MX",2/15/15,0,,80,,
MX000768330,"SALINA CRUZ, MX",2/16/15,0,,80,90,72
MX000768330,"SALINA CRUZ, MX",2/17/15,0,,80,90,72
MX000768330,"SALINA CRUZ, MX",2/18/15,0,,81,91,72
MX000768330,"SALINA CRUZ, MX",2/19/15,0,,77,87,71
MX000768330,"SALINA CRUZ, MX",2/20/15,0,,78,,
MX000768330,"SALINA CRUZ, MX",2/21/15,0,,78,89,68
MX000768330,"SALINA CRUZ, MX",2/22/15,0,,80,,
MX000768330,"SALINA CRUZ, MX",2/23/15,0,,83,,
MX000768330,"SALINA CRUZ, MX",2/24/15,0,,86,94,81
