Date,Price
3/30/17,1.393
3/31/17,1.393
4/3/17,1.3785
4/4/17,1.3775
4/5/17,1.373
4/6/17,1.3775
4/7/17,1.424
4/10/17,1.4215
4/11/17,1.424
4/12/17,1.406
4/13/17,1.4125
4/17/17,1.435
4/18/17,1.4555
4/19/17,1.4065
4/20/17,1.343
4/21/17,1.329
4/24/17,1.319
4/25/17,1.324
4/26/17,1.307
4/27/17,1.295
4/28/17,1.334
5/1/17,1.3585
5/2/17,1.3625
5/3/17,1.3745
5/4/17,1.3495
5/5/17,1.357
5/8/17,1.369
5/9/17,1.3515
5/10/17,1.3665
5/11/17,1.3425
5/12/17,1.3495
5/15/17,1.3345
5/16/17,1.3145
5/17/17,1.344
5/18/17,1.2965
5/19/17,1.321
5/22/17,1.306
5/23/17,1.3025
5/24/17,1.2855
5/25/17,1.293
5/26/17,1.312
5/30/17,1.321
5/31/17,1.2935
6/1/17,1.277
6/2/17,1.2555
6/5/17,1.2845
6/6/17,1.2555
6/7/17,1.2575
6/8/17,1.2635
6/9/17,1.2885
6/12/17,1.298
6/13/17,1.2865
6/14/17,1.2775
6/15/17,1.2805
6/16/17,1.2595
6/19/17,1.266
6/20/17,1.246
6/21/17,1.2205
6/22/17,1.165
6/23/17,1.23
6/26/17,1.245
6/27/17,1.253
6/28/17,1.244
6/29/17,1.2635
6/30/17,1.257
7/3/17,1.277
7/5/17,1.3
7/6/17,1.291
7/7/17,1.289
7/10/17,1.286
7/11/17,1.269
7/12/17,1.276
7/13/17,1.312
7/14/17,1.337
7/17/17,1.3355
7/18/17,1.349
7/19/17,1.358
7/20/17,1.35
7/21/17,1.3655
7/24/17,1.3255
7/25/17,1.306
7/26/17,1.348
7/27/17,1.3595
7/28/17,1.3785
7/31/17,1.3925
8/1/17,1.3785
8/2/17,1.4035
8/3/17,1.402
8/4/17,1.4015
8/7/17,1.4205
8/8/17,1.463
8/9/17,1.4615
8/10/17,1.42
8/11/17,1.4385
8/14/17,1.405
8/15/17,1.3555
8/16/17,1.345
8/17/17,1.3205
8/18/17,1.317
8/21/17,1.3015
8/22/17,1.291
8/23/17,1.287
8/24/17,1.279
8/25/17,1.314
8/28/17,1.3135
8/29/17,1.2865
8/30/17,1.282
8/31/17,1.2935
9/1/17,1.2905
9/4/17,1.2905
9/5/17,1.2785
9/6/17,1.279
9/7/17,1.2915
9/8/17,1.3065
9/11/17,1.3185
9/12/17,1.3505
9/13/17,1.3785
9/14/17,1.3765
9/15/17,1.414
9/18/17,1.4035
9/19/17,1.3535
9/20/17,1.3655
9/21/17,1.35
9/22/17,1.3445
9/25/17,1.3155
9/26/17,1.3225
9/27/17,1.2935
9/28/17,1.285
9/29/17,1.2805
10/2/17,1.272
10/3/17,1.2545
10/4/17,1.2515
10/5/17,1.272
10/6/17,1.3
10/9/17,1.3095
10/10/17,1.31
10/11/17,1.268
10/12/17,1.2635
10/13/17,1.2645
10/16/17,1.2375
10/17/17,1.2415
10/18/17,1.243
10/19/17,1.2685
10/20/17,1.2525
10/23/17,1.2435
10/24/17,1.232
10/25/17,1.241
10/26/17,1.2455
10/27/17,1.266
10/30/17,1.259
10/31/17,1.251
11/1/17,1.2295
11/2/17,1.264
11/3/17,1.2395
11/6/17,1.2555
11/7/17,1.247
11/8/17,1.2575
11/9/17,1.298
11/10/17,1.309
11/13/17,1.3075
11/14/17,1.3045
11/15/17,1.301
11/16/17,1.3015
11/17/17,1.2725
11/20/17,1.2575
11/21/17,1.2665
11/22/17,1.27
11/24/17,1.2755
11/27/17,1.282
11/28/17,1.2985
11/29/17,1.322
11/30/17,1.285
12/1/17,1.2955
12/4/17,1.285
12/5/17,1.274
12/6/17,1.261
12/7/17,1.229
12/8/17,1.226
12/11/17,1.2
12/12/17,1.1845
12/13/17,1.201
12/14/17,1.203
12/15/17,1.2075
12/18/17,1.219
12/19/17,1.2175
12/20/17,1.2315
12/21/17,1.2225
12/22/17,1.204
12/26/17,1.222
12/27/17,1.245
12/28/17,1.248
12/29/17,1.262
1/2/18,1.302
1/3/18,1.286
1/4/18,1.2955
1/5/18,1.2845
1/8/18,1.2515
1/9/18,1.2515
1/10/18,1.2395
1/11/18,1.228
1/12/18,1.2225
1/16/18,1.2045
1/17/18,1.231
1/18/18,1.211
1/19/18,1.2125
1/22/18,1.2255
1/23/18,1.2095
1/24/18,1.225
1/25/18,1.2365
1/26/18,1.2515
1/29/18,1.2495
1/30/18,1.223
1/31/18,1.2185
2/1/18,1.214
2/2/18,1.204
2/5/18,1.198
2/6/18,1.2285
2/7/18,1.2545
2/8/18,1.249
2/9/18,1.238
2/12/18,1.235
2/13/18,1.2505
2/14/18,1.251
2/15/18,1.2415
2/16/18,1.2045
2/20/18,1.197
2/21/18,1.189
2/22/18,1.209
2/23/18,1.21
2/26/18,1.219
2/27/18,1.211
2/28/18,1.22
3/1/18,1.2395
3/2/18,1.222
3/5/18,1.211
3/6/18,1.2125
3/7/18,1.2075
3/8/18,1.203
3/9/18,1.2015
3/12/18,1.1945
3/13/18,1.2155
3/14/18,1.1368
3/15/18,1.1201
3/16/18,1.1179
3/19/18,1.1268
3/20/18,1.1295
3/21/18,1.1275
