Date,Price
2/1/12,2.2091
2/2/12,2.2023
2/3/12,2.2096
2/6/12,2.2203
2/7/12,2.2393
2/8/12,2.2725
2/9/12,2.2617
2/10/12,2.2375
2/13/12,2.2294
2/14/12,2.2025
2/15/12,2.1271
2/16/12,2.0744
2/17/12,2.0628
2/21/12,2.0819
2/22/12,2.1221
2/23/12,2.0926
2/24/12,2.0951
2/27/12,2.1003
2/28/12,2.1111
2/29/12,2.1165
3/1/12,2.0995
3/2/12,2.1004
3/5/12,2.0891
3/6/12,2.0863
3/7/12,2.0156
3/8/12,1.9545
3/9/12,1.9643
3/12/12,1.9449
3/13/12,1.9159
3/14/12,1.9321
3/15/12,1.9135
3/16/12,1.9257
3/19/12,1.8988
3/20/12,1.9088
3/21/12,1.9084
3/22/12,1.9007
3/23/12,1.7624
3/26/12,1.7768
3/27/12,1.7811
3/28/12,1.8999
3/29/12,1.8811
3/30/12,1.8176
4/2/12,1.8695
4/3/12,1.901
4/4/12,1.8635
4/5/12,1.8746
4/9/12,1.8746
4/10/12,1.7947
4/11/12,1.8074
4/12/12,1.8228
4/13/12,1.8414
4/16/12,1.8151
4/17/12,1.7617
4/18/12,1.7559
4/19/12,1.7509
4/20/12,1.7595
4/23/12,1.7957
4/24/12,1.797
4/25/12,1.8439
4/26/12,1.7935
4/27/12,1.7685
4/30/12,1.7666
5/1/12,1.7898
5/2/12,1.8385
5/3/12,1.8291
5/4/12,1.7676
5/7/12,1.7676
5/8/12,1.7581
5/9/12,1.7587
5/10/12,1.7491
5/11/12,1.7912
5/14/12,1.7787
5/15/12,1.7759
5/16/12,1.7911
5/17/12,1.7761
5/18/12,1.7863
5/21/12,1.7826
5/22/12,1.7483
5/23/12,1.7398
5/24/12,1.6714
5/25/12,1.6751
5/29/12,1.6661
5/30/12,1.6561
5/31/12,1.6258
6/1/12,1.6053
6/4/12,1.6053
6/5/12,1.5761
6/6/12,1.5655
6/7/12,1.5597
6/8/12,1.5594
6/11/12,1.5454
6/12/12,1.5459
6/13/12,1.5357
6/14/12,1.5241
6/15/12,1.494
6/18/12,1.498
6/19/12,1.5034
6/20/12,1.5683
6/21/12,1.5185
6/22/12,1.5648
6/25/12,1.5326
6/26/12,1.5691
6/27/12,1.646
6/28/12,1.6274
6/29/12,1.6185
7/2/12,1.6699
7/3/12,1.7067
7/5/12,1.7645
7/6/12,1.7788
7/9/12,1.734
7/10/12,1.7616
7/11/12,1.7938
7/12/12,1.8091
7/13/12,1.772
7/16/12,1.8048
7/17/12,1.7928
7/18/12,1.7671
7/19/12,1.7702
7/20/12,1.8294
7/23/12,1.8264
7/24/12,1.8014
7/25/12,1.7366
7/26/12,1.7135
7/27/12,1.6995
7/30/12,1.7046
7/31/12,1.7061
8/1/12,1.6767
8/2/12,1.6651
8/3/12,1.6553
8/6/12,1.6659
8/7/12,1.6932
8/8/12,1.667
8/9/12,1.6449
8/10/12,1.6057
8/13/12,1.5994
8/14/12,1.5788
8/15/12,1.5723
8/16/12,1.5608
8/17/12,1.5348
8/20/12,1.5437
8/21/12,1.5589
8/22/12,1.5585
8/23/12,1.5356
8/24/12,1.5521
8/27/12,1.577
8/28/12,1.6205
8/29/12,1.6233
8/30/12,1.6204
8/31/12,1.5907
9/4/12,1.5937
9/5/12,1.5982
9/6/12,1.5617
9/7/12,1.5466
9/10/12,1.573
9/11/12,1.6575
9/12/12,1.7045
9/13/12,1.7106
9/14/12,1.7154
9/17/12,1.7367
9/18/12,1.7117
9/19/12,1.729
9/20/12,1.7002
9/21/12,1.6533
9/24/12,1.6915
9/25/12,1.6792
9/26/12,1.6945
9/27/12,1.6587
9/28/12,1.6994
10/1/12,1.6906
10/2/12,1.7188
10/3/12,1.7811
10/4/12,1.7844
10/5/12,1.7102
10/8/12,1.6497
10/9/12,1.6558
10/10/12,1.6268
10/11/12,1.6096
10/12/12,1.585
10/15/12,1.5953
10/16/12,1.5823
10/17/12,1.5934
10/18/12,1.5826
10/19/12,1.5467
10/22/12,1.5688
10/23/12,1.5991
10/24/12,1.5694
10/25/12,1.5612
10/26/12,1.5659
10/29/12,1.5659
10/30/12,1.5694
10/31/12,1.5525
11/1/12,1.5278
11/2/12,1.5179
11/5/12,1.5316
11/6/12,1.4975
11/7/12,1.4935
11/8/12,1.5139
11/9/12,1.5138
11/12/12,1.4952
11/13/12,1.5239
11/14/12,1.4668
11/15/12,1.4737
11/16/12,1.4748
11/19/12,1.4699
11/20/12,1.5099
11/21/12,1.4636
11/23/12,1.4698
11/26/12,1.4462
11/27/12,1.4307
11/28/12,1.431
11/29/12,1.4733
11/30/12,1.4923
12/3/12,1.4563
12/4/12,1.4395
12/5/12,1.4142
12/6/12,1.4185
12/7/12,1.4393
12/10/12,1.4529
12/11/12,1.4071
12/12/12,1.4264
12/13/12,1.4026
12/14/12,1.3759
12/17/12,1.3677
12/18/12,1.3921
12/19/12,1.3779
12/20/12,1.3961
12/21/12,1.3781
12/24/12,1.3781
12/26/12,1.3781
12/27/12,1.3781
12/28/12,1.3781
12/31/12,1.3781
1/2/13,1.3939
1/3/13,1.4467
1/4/13,1.4192
1/7/13,1.4191
1/8/13,1.4451
1/9/13,1.439
1/10/13,1.4433
1/11/13,1.4437
1/14/13,1.4781
1/15/13,1.4926
1/16/13,1.4866
1/17/13,1.483
1/18/13,1.4993
1/22/13,1.4996
1/23/13,1.4346
1/24/13,1.4512
1/25/13,1.4143
1/28/13,1.4206
1/29/13,1.4242
1/30/13,1.4415
1/31/13,1.4242
2/1/13,1.4233
2/4/13,1.4248
2/5/13,1.3964
2/6/13,1.3956
2/7/13,1.3793
2/8/13,1.3668
2/11/13,1.3685
2/12/13,1.3632
2/13/13,1.3695
2/14/13,1.3548
2/15/13,1.3441
2/19/13,1.3373
2/20/13,1.319
2/21/13,1.3549
2/22/13,1.3538
2/25/13,1.3734
2/26/13,1.3734
2/27/13,1.3644
2/28/13,1.3739
3/1/13,1.3718
3/4/13,1.3695
3/5/13,1.4061
3/6/13,1.349
3/7/13,1.3549
3/8/13,1.3681
3/11/13,1.3733
3/12/13,1.3766
3/13/13,1.3629
3/14/13,1.3436
3/15/13,1.335
3/18/13,1.316
3/19/13,1.2873
3/20/13,1.2872
3/21/13,1.2881
3/22/13,1.2939
3/25/13,1.3017
3/26/13,1.3158
3/27/13,1.3323
3/28/13,1.3237
4/1/13,1.3237
4/2/13,1.3458
4/3/13,1.3235
4/4/13,1.3514
4/5/13,1.3526
4/8/13,1.3597
4/9/13,1.3275
4/10/13,1.3199
4/11/13,1.3243
4/12/13,1.327
4/15/13,1.3116
4/16/13,1.2979
4/17/13,1.3057
4/18/13,1.3087
4/19/13,1.3445
4/22/13,1.3634
4/23/13,1.3652
4/24/13,1.3179
4/25/13,1.3288
4/26/13,1.3201
4/29/13,1.2971
4/30/13,1.2869
5/1/13,1.2928
5/2/13,1.2903
5/3/13,1.3366
5/6/13,1.3467
5/7/13,1.3518
5/8/13,1.3603
5/9/13,1.3679
5/10/13,1.4052
5/13/13,1.3656
5/14/13,1.3798
5/15/13,1.3676
5/16/13,1.3329
5/17/13,1.3202
5/20/13,1.308
5/21/13,1.3004
5/22/13,1.278
5/23/13,1.2482
5/24/13,1.2515
5/28/13,1.2284
5/29/13,1.221
5/30/13,1.2303
5/31/13,1.2142
6/3/13,1.2329
6/4/13,1.2527
6/5/13,1.2422
6/6/13,1.236
6/7/13,1.2527
6/10/13,1.2342
6/11/13,1.2498
6/12/13,1.2376
6/13/13,1.2008
6/14/13,1.2022
6/17/13,1.1904
6/18/13,1.1891
6/19/13,1.1843
6/20/13,1.1982
6/21/13,1.1528
6/24/13,1.161
6/25/13,1.165
6/26/13,1.1582
6/27/13,1.1475
6/28/13,1.1777
7/1/13,1.1692
7/2/13,1.1757
7/3/13,1.2063
7/5/13,1.1745
7/8/13,1.1734
7/9/13,1.1974
7/10/13,1.1802
7/11/13,1.462
7/12/13,1.1962
7/15/13,1.1588
7/16/13,1.1946
7/17/13,1.2116
7/18/13,1.2373
7/19/13,1.2494
7/22/13,1.2071
7/23/13,1.2135
7/24/13,1.223
7/25/13,1.1862
7/26/13,1.2072
7/29/13,1.192
7/30/13,1.1855
7/31/13,1.1856
8/1/13,1.1662
8/2/13,1.1435
8/5/13,1.1669
8/6/13,1.1835
8/7/13,1.1651
8/8/13,1.1923
8/9/13,1.1994
8/12/13,1.4865
8/13/13,1.2254
8/14/13,1.1923
8/15/13,1.2197
8/16/13,1.2144
8/19/13,1.2026
8/20/13,1.4468
8/21/13,1.1488
8/22/13,1.1357
8/23/13,1.1276
8/26/13,1.1426
8/27/13,1.1374
8/28/13,1.1227
8/29/13,1.1401
8/30/13,1.1263
9/3/13,1.1144
9/4/13,1.1251
9/5/13,1.1211
9/6/13,1.1163
9/9/13,1.128
9/10/13,1.1298
9/11/13,1.1249
9/12/13,1.1553
9/13/13,1.1523
9/16/13,1.1481
9/17/13,1.1465
9/18/13,1.1067
9/19/13,1.1066
9/20/13,1.1111
9/23/13,1.1119
9/24/13,1.1344
9/25/13,1.1439
9/26/13,1.1448
9/27/13,1.1251
9/30/13,1.1063
10/1/13,1.1049
10/2/13,1.1034
10/3/13,1.1102
10/4/13,1.1145
10/7/13,1.1091
10/8/13,1.105
10/9/13,1.1106
10/10/13,1.1137
10/11/13,1.1132
10/14/13,1.1285
10/15/13,1.1339
10/16/13,1.131
10/17/13,1.1241
10/18/13,1.1121
10/21/13,1.1129
10/22/13,1.0946
10/23/13,1.0956
10/24/13,1.0759
10/25/13,1.0745
10/28/13,1.0663
10/29/13,1.049
10/30/13,1.0452
10/31/13,1.0466
11/1/13,1.027
11/4/13,1.0309
11/5/13,1.0157
11/6/13,1.0115
11/7/13,0.9971
11/8/13,1.0141
11/11/13,1.0216
11/12/13,1.0176
11/13/13,1.0334
11/14/13,1.0085
11/15/13,1.0046
11/18/13,1.0329
11/19/13,1.0382
11/20/13,1.0424
11/21/13,1.0449
11/22/13,1.0535
11/25/13,1.0222
11/26/13,1.0248
11/27/13,1.0321
11/29/13,1.0227
12/2/13,1.061
12/3/13,1.0464
12/4/13,1.0497
12/5/13,1.0358
12/6/13,1.0126
12/9/13,1.0157
12/10/13,1.012
12/11/13,1.0533
12/12/13,1.0505
12/13/13,1.0603
12/16/13,1.093
12/17/13,1.0984
12/18/13,1.0843
12/19/13,1.0999
12/20/13,1.0961
12/23/13,1.0961
12/24/13,1.0961
12/26/13,1.0961
12/27/13,1.0961
12/30/13,1.0961
12/31/13,1.0961
1/2/14,1.0764
1/3/14,1.0764
1/6/14,1.1211
1/7/14,1.1648
1/8/14,1.1357
1/9/14,1.1684
1/10/14,1.1567
1/13/14,1.1564
1/14/14,1.1493
1/15/14,1.15
1/16/14,1.1268
1/17/14,1.1378
1/21/14,1.1411
1/22/14,1.1277
1/23/14,1.1194
1/24/14,1.1264
1/27/14,1.1195
1/28/14,1.1213
1/29/14,1.1209
1/30/14,1.1436
1/31/14,1.1709
2/3/14,1.2188
2/4/14,1.3233
2/5/14,1.322
2/6/14,1.3922
2/7/14,1.3492
2/10/14,1.3246
2/11/14,1.3264
2/12/14,1.3348
2/13/14,1.3645
2/14/14,1.3629
2/18/14,1.3664
2/19/14,1.4765
2/20/14,1.636
2/21/14,1.6209
2/24/14,1.6364
2/25/14,1.7052
2/26/14,1.6946
2/27/14,1.6929
2/28/14,1.7186
3/3/14,1.7364
3/4/14,1.8457
3/5/14,1.7973
3/6/14,1.9173
3/7/14,1.8811
3/10/14,1.9051
3/11/14,1.9656
3/12/14,1.9907
3/13/14,1.9852
3/14/14,1.9977
3/17/14,1.9204
3/18/14,1.8521
3/19/14,1.8518
3/20/14,1.8021
3/21/14,1.6943
3/24/14,1.6595
3/25/14,1.7147
3/26/14,1.7069
3/27/14,1.712
3/28/14,1.7217
3/31/14,1.7643
4/1/14,1.7376
4/2/14,1.7135
4/3/14,1.6896
4/4/14,1.6992
4/7/14,1.7876
4/8/14,1.8761
4/9/14,1.9117
4/10/14,1.9117
4/11/14,1.9961
4/14/14,1.964
4/15/14,1.9926
4/16/14,1.9069
4/17/14,1.8222
4/21/14,1.8222
4/22/14,1.8651
4/23/14,1.967
4/24/14,2.0301
4/25/14,2.0283
4/28/14,2.0069
4/29/14,1.952
4/30/14,2.0004
5/1/14,1.9858
5/2/14,1.9598
5/5/14,1.9598
5/6/14,1.9908
5/7/14,1.9665
5/8/14,1.9582
5/9/14,1.9076
5/12/14,1.7674
5/13/14,1.798
5/14/14,1.7906
5/15/14,1.7605
5/16/14,1.8805
5/19/14,1.7857
5/20/14,1.776
5/21/14,1.7879
5/22/14,1.7615
5/23/14,1.7592
5/27/14,2.0512
5/28/14,1.7373
5/29/14,1.687
5/30/14,1.7369
6/2/14,1.7201
6/3/14,1.6679
6/4/14,1.6472
6/5/14,1.6413
6/6/14,1.6306
6/9/14,1.6367
6/10/14,1.5745
6/11/14,1.6208
6/12/14,1.6688
6/13/14,1.6728
6/16/14,1.6796
6/17/14,1.6693
6/18/14,1.6291
6/19/14,1.6229
6/20/14,1.6116
6/23/14,1.6682
6/24/14,1.6758
6/25/14,1.6589
6/26/14,1.7207
6/27/14,1.7092
6/30/14,1.6562
7/1/14,1.6495
7/2/14,1.6251
7/3/14,1.6345
7/7/14,1.6269
7/8/14,1.6213
7/9/14,1.6372
7/10/14,1.6375
7/11/14,1.5477
7/14/14,1.5477
7/15/14,1.567
7/16/14,1.543
7/17/14,1.5499
7/18/14,1.5688
7/21/14,1.628
7/22/14,1.6495
7/23/14,1.6211
7/24/14,1.6906
7/25/14,1.7286
7/28/14,1.7395
7/29/14,1.7457
7/30/14,1.7484
7/31/14,1.7658
8/1/14,1.8872
8/4/14,1.8854
8/5/14,1.8311
8/6/14,1.8408
8/7/14,1.8469
8/8/14,1.7823
8/11/14,1.7575
8/12/14,1.8335
8/13/14,1.7913
8/14/14,1.8087
8/15/14,1.7812
8/18/14,1.8446
8/19/14,1.8489
8/20/14,1.7859
8/21/14,1.8025
8/22/14,1.8133
8/25/14,1.8133
8/26/14,1.8039
8/27/14,1.8854
8/28/14,1.9037
8/29/14,1.9085
9/2/14,1.9553
9/3/14,2.028
9/4/14,1.9605
9/5/14,1.9667
9/8/14,1.9025
9/9/14,1.8663
9/10/14,1.8531
9/11/14,1.7679
9/12/14,1.7746
9/15/14,1.7653
9/16/14,1.7394
9/17/14,1.7692
9/18/14,1.7606
9/19/14,1.7343
9/22/14,1.7107
9/23/14,1.7188
9/24/14,1.7407
9/25/14,1.8137
9/26/14,1.7458
9/29/14,1.7953
9/30/14,1.8368
10/1/14,1.8684
10/2/14,1.93
10/3/14,2.0086
10/6/14,2.001
10/7/14,2.115
10/8/14,2.0792
10/9/14,2.0689
10/10/14,2.1347
10/13/14,2.1117
10/14/14,2.1077
10/15/14,2.1222
10/16/14,2.0889
10/17/14,2.0848
10/20/14,2.025
10/21/14,1.9145
10/22/14,1.9018
10/23/14,1.8518
10/24/14,1.8519
10/27/14,1.8247
10/28/14,1.8249
10/29/14,1.8394
10/30/14,1.8221
10/31/14,1.7972
11/3/14,1.8148
11/4/14,1.7943
11/5/14,1.8134
11/6/14,1.7918
11/7/14,1.7755
11/10/14,1.7633
11/11/14,1.764
11/12/14,1.7929
11/13/14,1.7819
11/14/14,1.8263
11/17/14,1.8508
11/18/14,1.8273
11/19/14,1.8312
11/20/14,1.8952
11/21/14,1.8162
11/24/14,1.8134
11/25/14,1.8313
11/26/14,1.8491
11/28/14,1.8438
12/1/14,1.7825
12/2/14,1.7809
12/3/14,1.7427
12/4/14,1.7433
12/5/14,1.7276
12/8/14,1.7074
12/9/14,1.6878
12/10/14,1.7041
12/11/14,1.6932
12/12/14,1.6728
12/15/14,1.6528
12/16/14,1.6772
12/17/14,1.676
12/18/14,1.6329
12/19/14,1.6487
12/22/14,1.6722
12/23/14,1.6471
12/24/14,1.6471
12/26/14,1.6471
12/29/14,1.6471
12/30/14,1.6471
12/31/14,1.6471
1/2/15,1.6471
1/5/15,1.5408
1/6/15,1.6047
1/7/15,1.6706
1/8/15,1.6792
1/9/15,1.7166
1/12/15,1.7404
1/13/15,1.7224
1/14/15,1.7058
1/15/15,1.7439
1/16/15,1.6439
1/20/15,1.6493
1/21/15,1.5893
1/22/15,1.5667
1/23/15,1.5522
1/26/15,1.5726
1/27/15,1.5679
1/28/15,1.6151
1/29/15,1.6222
1/30/15,1.554
2/2/15,1.5632
2/3/15,1.5749
2/4/15,1.5668
2/5/15,1.607
2/6/15,1.5994
2/9/15,1.6238
2/10/15,1.6285
2/11/15,1.5663
2/12/15,1.5588
2/13/15,1.6036
2/17/15,1.597
2/18/15,1.5188
2/19/15,1.5025
2/20/15,1.4614
2/23/15,1.455
2/24/15,1.4227
2/25/15,1.4229
2/26/15,1.3774
2/27/15,1.3485
3/2/15,1.352
3/3/15,1.3264
3/4/15,1.2649
3/5/15,1.3117
3/6/15,1.2922
3/9/15,1.3351
3/10/15,1.3211
3/11/15,1.3048
3/12/15,1.2782
3/13/15,1.2751
3/16/15,1.2535
3/17/15,1.3473
3/18/15,1.3528
3/19/15,1.3506
3/20/15,1.409
3/23/15,1.4138
3/24/15,1.3996
3/25/15,1.3581
3/26/15,1.385
3/27/15,1.3904
3/30/15,1.3685
3/31/15,1.3239
4/1/15,1.3181
4/2/15,1.3454
4/6/15,1.3454
4/7/15,1.4244
4/8/15,1.4079
4/9/15,1.3425
4/10/15,1.3561
4/13/15,1.3427
4/14/15,1.3403
4/15/15,1.3271
4/16/15,1.3401
4/17/15,1.3745
4/20/15,1.3771
4/21/15,1.373
4/22/15,1.3922
4/23/15,1.4071
4/24/15,1.3847
4/27/15,1.3876
4/28/15,1.3287
4/29/15,1.3512
4/30/15,1.3523
5/1/15,1.3746
5/4/15,1.3398
5/5/15,1.3247
5/6/15,1.3137
5/7/15,1.2749
5/8/15,1.2889
5/11/15,1.3126
5/12/15,1.316
5/13/15,1.3253
5/14/15,1.3192
5/15/15,1.3325
5/18/15,1.3584
5/19/15,1.4
5/20/15,1.3848
5/21/15,1.3345
5/22/15,1.2812
5/26/15,1.2507
5/27/15,1.245
5/28/15,1.2515
5/29/15,1.2615
6/1/15,1.298
6/2/15,1.327
6/3/15,1.343
6/4/15,1.357
6/5/15,1.351
6/8/15,1.3655
6/9/15,1.3955
6/10/15,1.3855
6/11/15,1.3445
6/12/15,1.344
6/15/15,1.303
6/16/15,1.32
6/17/15,1.294
6/18/15,1.3195
6/19/15,1.301
6/22/15,1.325
6/23/15,1.297
6/24/15,1.351
6/25/15,1.351
6/26/15,1.3345
6/29/15,1.324
6/30/15,1.324
7/1/15,1.27
7/2/15,1.274
7/6/15,1.2515
7/7/15,1.247
7/8/15,1.2495
7/9/15,1.2525
7/10/15,1.2625
7/13/15,1.288
7/14/15,1.32
7/15/15,1.2975
7/16/15,1.2885
7/17/15,1.284
7/20/15,1.2745
7/21/15,1.2595
7/22/15,1.2505
7/23/15,1.2155
7/24/15,1.2225
7/27/15,1.204
7/28/15,1.2025
7/29/15,1.2215
7/30/15,1.249
7/31/15,1.2525
8/3/15,1.2395
8/4/15,1.249
8/5/15,1.259
8/6/15,1.2425
8/7/15,1.278
8/10/15,1.3655
8/11/15,1.4035
8/12/15,1.3525
8/13/15,1.406
8/14/15,1.4115
8/17/15,1.3855
8/18/15,1.3905
8/19/15,1.348
8/20/15,1.3245
8/21/15,1.2645
8/24/15,1.217
8/25/15,1.2055
8/26/15,1.222
8/27/15,1.2455
8/28/15,1.2405
8/31/15,1.243
9/1/15,1.208
9/2/15,1.1835
9/3/15,1.1955
9/4/15,1.1915
9/8/15,1.21
9/9/15,1.211
9/10/15,1.164
9/11/15,1.1655
9/14/15,1.202
9/15/15,1.187
9/16/15,1.181
9/17/15,1.1855
9/18/15,1.1835
9/21/15,1.1725
9/22/15,1.1545
9/23/15,1.162
9/24/15,1.183
9/25/15,1.227
9/28/15,1.1915
9/29/15,1.2085
9/30/15,1.2135
10/1/15,1.2075
10/2/15,1.243
10/5/15,1.2755
10/6/15,1.281
10/7/15,1.2605
10/8/15,1.2845
10/9/15,1.316
10/12/15,1.345
10/13/15,1.3435
10/14/15,1.3465
10/15/15,1.337
10/16/15,1.2585
10/19/15,1.239
10/20/15,1.2475
10/21/15,1.21
10/22/15,1.1985
10/23/15,1.1845
10/26/15,1.173
10/27/15,1.173
10/28/15,1.191
10/29/15,1.203
10/30/15,1.2095
11/2/15,1.188
11/3/15,1.2025
11/4/15,1.205
11/5/15,1.209
11/6/15,1.1775
11/9/15,1.2135
11/10/15,1.197
11/11/15,1.2015
11/12/15,1.1875
11/13/15,1.158
11/16/15,1.182
11/17/15,1.1825
11/18/15,1.1575
11/19/15,1.222
11/20/15,1.244
11/23/15,1.2245
11/24/15,1.245
11/25/15,1.2555
11/27/15,1.236
11/30/15,1.1965
12/1/15,1.199
12/2/15,1.2045
12/3/15,1.2485
12/4/15,1.2695
12/7/15,1.2605
12/8/15,1.252
12/9/15,1.268
12/10/15,1.2635
12/11/15,1.212
12/14/15,1.199
12/15/15,1.199
12/16/15,1.1925
12/17/15,1.183
12/18/15,1.19
12/21/15,1.175
12/22/15,1.1915
12/23/15,1.2095
12/24/15,1.197
12/28/15,1.1915
12/29/15,1.2145
12/30/15,1.2365
12/31/15,1.267
1/4/16,1.239
1/5/16,1.23
1/6/16,1.1995
1/7/16,1.1845
1/8/16,1.19
1/11/16,1.1445
1/12/16,1.1435
1/13/16,1.148
1/14/16,1.159
1/15/16,1.149
1/19/16,1.1565
1/20/16,1.116
1/21/16,1.144
1/22/16,1.16
1/25/16,1.1645
1/26/16,1.167
1/27/16,1.182
1/28/16,1.1915
1/29/16,1.1635
2/1/16,1.1775
2/2/16,1.1985
2/3/16,1.2155
2/4/16,1.232
2/5/16,1.204
2/8/16,1.1575
2/9/16,1.1685
2/10/16,1.1685
2/11/16,1.15
2/12/16,1.175
2/16/16,1.17
2/17/16,1.166
2/18/16,1.161
2/19/16,1.1655
2/22/16,1.206
2/23/16,1.1925
2/24/16,1.17
2/25/16,1.1615
2/26/16,1.152
2/29/16,1.1505
3/1/16,1.1475
3/2/16,1.1555
3/3/16,1.1785
3/4/16,1.2105
3/7/16,1.209
3/8/16,1.217
3/9/16,1.2235
3/10/16,1.2215
3/11/16,1.258
3/14/16,1.272
3/15/16,1.257
3/16/16,1.2905
3/17/16,1.3255
3/18/16,1.343
3/21/16,1.3155
3/22/16,1.3465
3/23/16,1.311
3/24/16,1.2755
3/28/16,1.2855
3/29/16,1.2745
3/30/16,1.27
3/31/16,1.2745
4/1/16,1.2725
4/4/16,1.228
4/5/16,1.209
4/6/16,1.215
4/7/16,1.2195
4/8/16,1.2255
4/11/16,1.2525
4/12/16,1.263
4/13/16,1.236
4/14/16,1.251
4/15/16,1.2485
4/18/16,1.2595
4/19/16,1.279
4/20/16,1.287
4/21/16,1.241
4/22/16,1.2335
4/25/16,1.2355
4/26/16,1.2575
4/27/16,1.215
4/28/16,1.2095
4/29/16,1.215
5/2/16,1.1965
5/3/16,1.1925
5/4/16,1.197
5/5/16,1.215
5/6/16,1.245
5/9/16,1.2645
5/10/16,1.2875
5/11/16,1.2975
5/12/16,1.3005
5/13/16,1.301
5/16/16,1.336
5/17/16,1.327
5/18/16,1.301
5/19/16,1.2395
5/20/16,1.247
5/23/16,1.2215
5/24/16,1.218
5/25/16,1.214
5/26/16,1.215
5/27/16,1.213
5/31/16,1.2155
6/1/16,1.219
6/2/16,1.23
6/3/16,1.271
6/6/16,1.317
6/7/16,1.322
6/8/16,1.4165
6/9/16,1.3585
6/10/16,1.3885
6/13/16,1.393
6/14/16,1.3705
6/15/16,1.401
6/16/16,1.4145
6/17/16,1.4285
6/20/16,1.413
6/21/16,1.4095
6/22/16,1.397
6/23/16,1.429
6/24/16,1.3715
6/27/16,1.3605
6/28/16,1.406
6/29/16,1.4445
6/30/16,1.4565
7/1/16,1.464
7/5/16,1.4555
7/6/16,1.433
7/7/16,1.418
7/8/16,1.441
7/11/16,1.493
7/12/16,1.474
7/13/16,1.4765
7/14/16,1.5215
7/15/16,1.4755
7/18/16,1.4945
7/19/16,1.4655
7/20/16,1.47
7/21/16,1.4685
7/22/16,1.419
7/25/16,1.411
7/26/16,1.416
7/27/16,1.412
7/28/16,1.4215
7/29/16,1.462
8/1/16,1.4345
8/2/16,1.4125
8/3/16,1.404
8/4/16,1.421
8/5/16,1.4615
8/8/16,1.448
8/9/16,1.4475
8/10/16,1.4235
8/11/16,1.4115
8/12/16,1.4035
8/15/16,1.4055
8/16/16,1.4075
8/17/16,1.381
8/18/16,1.4145
8/19/16,1.416
8/22/16,1.464
8/23/16,1.4725
8/24/16,1.431
8/25/16,1.4445
8/26/16,1.4485
8/29/16,1.451
8/30/16,1.4605
8/31/16,1.4705
9/1/16,1.514
9/2/16,1.514
9/6/16,1.5375
9/7/16,1.551
9/8/16,1.549
9/9/16,1.5115
9/12/16,1.509
9/13/16,1.484
9/14/16,1.489
9/15/16,1.489
9/16/16,1.484
9/19/16,1.528
9/20/16,1.568
9/21/16,1.5655
9/22/16,1.5525
9/23/16,1.514
9/26/16,1.5355
9/27/16,1.537
9/28/16,1.531
9/29/16,1.5015
9/30/16,1.5155
10/3/16,1.4755
10/4/16,1.4745
10/5/16,1.482
10/6/16,1.464
10/7/16,1.48
10/10/16,1.5285
10/11/16,1.508
10/12/16,1.521
10/13/16,1.527
10/14/16,1.554
10/17/16,1.571
10/18/16,1.5875
10/19/16,1.5785
10/20/16,1.559
10/21/16,1.561
10/24/16,1.579
10/25/16,1.645
10/26/16,1.637
10/27/16,1.648
10/28/16,1.655
10/31/16,1.6415
11/1/16,1.6145
11/2/16,1.629
11/3/16,1.6565
11/4/16,1.7135
11/7/16,1.7435
11/8/16,1.712
11/9/16,1.738
11/10/16,1.6565
11/11/16,1.631
11/14/16,1.6545
11/15/16,1.653
11/16/16,1.644
11/17/16,1.6295
11/18/16,1.621
11/21/16,1.633
11/22/16,1.6185
11/23/16,1.577
11/25/16,1.554
11/28/16,1.5665
11/29/16,1.5305
11/30/16,1.506
12/1/16,1.449
12/2/16,1.458
12/5/16,1.445
12/6/16,1.42
12/7/16,1.417
12/8/16,1.414
12/9/16,1.3935
12/12/16,1.42
12/13/16,1.4285
12/14/16,1.4415
12/15/16,1.422
12/16/16,1.4245
12/19/16,1.4425
12/20/16,1.4385
12/21/16,1.4455
12/22/16,1.391
12/23/16,1.3615
12/27/16,1.342
12/28/16,1.335
12/29/16,1.3545
12/30/16,1.3705
1/3/17,1.374
1/4/17,1.418
1/5/17,1.4375
1/6/17,1.4285
1/9/17,1.442
1/10/17,1.477
1/11/17,1.49
1/12/17,1.496
1/13/17,1.493
1/17/17,1.499
1/18/17,1.492
1/19/17,1.5075
1/20/17,1.532
1/23/17,1.554
1/24/17,1.5235
1/25/17,1.529
1/26/17,1.5145
1/27/17,1.524
1/30/17,1.5115
1/31/17,1.4955
2/1/17,1.5015
2/2/17,1.485
2/3/17,1.487
2/6/17,1.4655
2/7/17,1.4505
2/8/17,1.453
2/9/17,1.476
2/10/17,1.4815
2/13/17,1.4655
2/14/17,1.4595
2/15/17,1.4695
2/16/17,1.484
2/17/17,1.4955
2/21/17,1.5185
2/22/17,1.509
2/23/17,1.4995
2/24/17,1.4625
2/27/17,1.411
2/28/17,1.426
3/1/17,1.448
3/2/17,1.4435
3/3/17,1.433
3/6/17,1.4145
3/7/17,1.407
3/8/17,1.4175
3/9/17,1.4045
3/10/17,1.4135
3/13/17,1.4235
3/14/17,1.4125
3/15/17,1.409
3/16/17,1.4145
3/17/17,1.4205
3/20/17,1.4525
3/21/17,1.4475
3/22/17,1.417
3/23/17,1.405
3/24/17,1.376
3/27/17,1.392
3/28/17,1.3885
3/29/17,1.393
