,Unnamed: 0,Unnamed: 0.1,year,month,day,level_3,Date,Price,Price_Change,Direction,Rate_of_Change,Clean_Text
238,238,238,2008,1,6,Title,2008-01-06,1.2782,-0.0,0,0.0,peru coffee worries vietnam coffee buzz brazilian coffee sales weather organic commodities ugandan coffee plan liffe changing coffee contract new year renewed strikes cripple ivory coast brazilian doubts dominate robusta market small crop costly freight hit indian deliveries uganda looks growth markets rain delays upset cameroon cocoa marketing india struggles deal strong rupee corn futures track soya hit year high
239,239,239,2008,1,7,Title,2008-01-07,1.2563,-0.02190000000000003,0,-0.01713346894069788,kenyan tea exporters fear losses after post election violence
240,240,240,2008,1,8,Title,2008-01-08,1.2471,-0.009199999999999877,0,-0.00732309161824395,brazil coffee output set be lower than initial estimates
241,241,241,2008,1,9,Title,2008-01-09,1.2773,0.030200000000000005,0,0.024216181541175528,milk product prices january
242,242,242,2008,1,10,Title,2008-01-10,1.2901,0.012799999999999924,0,0.010021138338683098,uganda records highest ever cocoa harvest last season
243,243,243,2008,1,11,Title,2008-01-11,1.2938,0.0037000000000000366,0,0.0028679947290907964,brazil coffee exports set drop year despite higher output ivory coast cocoa exports fell last season says trade body
244,244,244,2008,1,13,Title,2008-01-13,1.2938,-0.0,0,0.0,mexico escapes frost trading briefs soyabeans corn enter battle acreage honduran coffee rise fo licht forecasts manageable coffee shortfall conab low figure gives coffee prices leg up vietnamese trade slow take up standards ivorians put port strike hold records tumble liffe commodity section kenyan tea producers fear plummet export volumes
245,245,245,2008,1,14,Title,2008-01-14,1.2944,0.0005999999999999339,0,0.00046375019322919607,vietnam keep coffee output volumes stable coming years
246,246,246,2008,1,15,Title,2008-01-15,1.3007,0.006299999999999972,0,0.004867119901112463,poland may invest indian food sector
247,247,247,2008,1,16,Title,2008-01-16,1.3168,0.016100000000000003,0,0.012377950334435306,organic milk off menu starbucks milk product prices january uganda coffee exports rose quarter last year multi million dollar investment flavours business armajaro sets up brazil diversify into arabica coffee
248,248,248,2008,1,17,Title,2008-01-17,1.2986,-0.018199999999999997,0,-0.013821385176184685,weather corn moves sharply higher after usda report people places ico coffee estimates armajaro arabica move dryness drives speculative surge cocoa vietnam hopes keep coffee output stable brazil exports shake locals take precedent strike resumption ugandan coffee sector rues unrest ivory coast cocoa workers resume strike action monday ico head predicts rise global coffee output consumption
249,249,249,2008,1,18,Title,2008-01-18,1.2865,-0.0121,0,-0.009317726782689049,ivorian cocoa workers resume strike earlier than announced
250,250,250,2008,1,21,Title,2008-01-21,1.2865,-0.0,0,0.0,ivory coast cocoa workers end strike after demands met kenyan police confirm fake documents used theft tea
251,251,251,2008,1,23,Title,2008-01-23,1.2731,-0.01340000000000008,0,-0.010415856976292328,us subsidiary expands milk product prices january ivory coast cocoa bourse appoints new interim director general
252,252,252,2008,1,24,Title,2008-01-24,1.2662,-0.006899999999999906,0,-0.005419841332181217,people places ethiopia seeks members new exchange global economic jitters wipe out soya gains ivorian firms trim crop forecasts costa rica expects lower coffee production indonesia could have purchase foreign beans cocoa exports falter ivory coast coffee global commodity prices plunge equities panic takes control traders face wild swings robusta cameroon cocoa exports decline due excessive rains ivory coast sees limited coffee arrivals due low output
253,253,253,2008,1,28,Title,2008-01-28,1.2585,-0.007700000000000041,0,-0.006081187806033834,cameroon cocoa output will be higher year says official vietnam needs two years boost coffee quality says ico chief russia softens ban imports indian tea coffee
254,254,254,2008,1,29,Title,2008-01-29,1.2736,0.015100000000000113,0,0.011998410806515784,arabica prices could be set fall output rises say traders
255,255,255,2008,2,1,Title,2008-02-01,1.2471,-0.026499999999999968,0,-0.020807160804020074,india coffee exports improve marginally january
256,256,256,2008,2,3,Title,2008-02-03,1.2471,-0.0,0,0.0,weather canola bounces against technical resistance charts softened import ban tight asian coffee supplies send prices london fresh peaks analysts expect arabica surplus lower prices vietnam addresses quality issue cameroon anticipates higher production
257,257,257,2008,2,4,Title,2008-02-04,1.3245,0.07739999999999991,0,0.06206398845321137,ivorian cocoa strike resumes after sacked official returns work
258,258,258,2008,2,5,Title,2008-02-05,1.3517,0.02719999999999989,0,0.02053605134012827,majority kenyan coffee output unaffected political violence
259,259,259,2008,2,6,Title,2008-02-06,1.3587,0.007000000000000117,0,0.005178663904712671,milk product prices february indonesia raise coffee imports meet demand says official hain celestial boosts net sales
260,260,260,2008,2,7,Title,2008-02-07,1.3616,0.002899999999999903,0,0.0021343931699417847,ivory coast cocoa strike continues after talks fail says union cameroon coffee exports rose last season says industry body
261,261,261,2008,2,8,Title,2008-02-08,1.3630000000000002,0.0014000000000002901,0,0.00102820211515885,ivorian cocoa workers call halt strike action kenyan coffee output export earnings up last season
262,262,262,2008,2,10,Title,2008-02-10,1.3630000000000002,-0.0,0,0.0,hain celestial surges ahead tight supplies hike soyabean corn values coffee results climb cameroon robusta indonesia may import coffee after drought uganda coffee earnings threatened strike action disrupts ivory coast vietnam expects stronger sales after holiday kenyan production remains intact after unrest
263,263,263,2008,2,11,Title,2008-02-11,1.3812,0.01819999999999977,0,0.0133528980190754,ugandan coffee exports rise fuelled kenyan violence colombia anticipates decline coffee output year
264,264,264,2008,2,12,Title,2008-02-12,1.3992,0.018000000000000016,0,0.013032145960034764,global coffee output forecast unchanged says ico
265,265,265,2008,2,13,Title,2008-02-13,1.4016,0.0023999999999999573,0,0.0017152658662092325,milk product prices february exporters push clear backlog ivorian cocoa beans colombian group opens expansion coffee drying facility
266,266,266,2008,2,14,Title,2008-02-14,1.4114,0.009800000000000031,0,0.006992009132420114,european soft drinks growth rate will outstrip that us energy drink purchase african coffee producers try raise share speciality sales
267,267,267,2008,2,15,Title,2008-02-15,1.439,0.02760000000000007,0,0.01955505172169482,ethiopia expects coffee production decline year
268,268,268,2008,2,17,Title,2008-02-17,1.439,-0.0,0,0.0,weather ice coffee price driven speculative demand coffee output figures africa must up work rate global coffee sector cocoa costs climb funds pile exploit commodity boom african producers eye european speciality sales wto accession will trim russian coffee tariff ivorian sellers clear build up following strike
269,269,269,2008,2,18,Title,2008-02-18,1.439,-0.0,0,0.0,tanzania expects slight rise coffee output season congo coffee output predicted rise year
270,270,270,2008,2,19,Title,2008-02-19,1.4097,-0.029300000000000107,0,-0.020361362056984092,global warming will upset dynamics global coffee trading china savings habit will sustain demand ag commodities
271,271,271,2008,2,20,Title,2008-02-20,1.4649,0.05520000000000014,0,0.03915726750372429,milk product prices february
272,272,272,2008,2,21,Title,2008-02-21,1.4622,-0.0027000000000001467,0,-0.0018431292238379046,nestle ceo predicts end coffee cocoa price rises
273,273,273,2008,2,22,Title,2008-02-22,1.4732,0.01100000000000012,0,0.007522910682533252,dockers strike slows coffee cocoa loading ivorian port
274,274,274,2008,2,24,Title,2008-02-24,1.4732,-0.0,0,0.0,drc coffee explosion chinese losses ignite cbot soyabean futures ivorian cocoa count ethiopian coffee lull nestle impervious soaring raw material costs coffee bull run may last into global warming will disrupt future coffee trading africa ready embrace coffee certification campaign targets robusta boost
275,275,275,2008,2,26,Title,2008-02-26,1.5248,0.05159999999999987,0,0.035025794189519316,zambia targets boost arabica coffee output season
276,276,276,2008,2,27,Title,2008-02-27,1.5037,-0.021099999999999897,0,-0.013837880377754392,milk product prices february
277,277,277,2008,3,2,Title,2008-03-02,1.5037,-0.0,0,0.0,traders debate whether canola has peaked people places weather trading briefs zambian coffee goal agronomists back conab coffee forecasts strike risks cameroon bean flow rebel groups ivory coast raise coffee duties funds keep speculating rising coffee prices
278,278,278,2008,3,4,Title,2008-03-04,1.5534,0.049699999999999855,0,0.03305180554631898,cameroon cocoa exports decline due strike action
279,279,279,2008,3,5,Title,2008-03-05,1.545,-0.008399999999999963,0,-0.005407493240633426,milk product prices march ethiopia gets us trademark rights its sidamo coffee brazil coffee consumption increase bags says report
280,280,280,2008,3,7,Title,2008-03-07,1.474,-0.07099999999999995,0,-0.04595469255663428,ivory coast reform cocoa sector after elections says president
281,281,281,2008,3,9,Title,2008-03-09,1.474,-0.0,0,0.0,cameroon strike potential soya shift keeps chicago corn high brazilian coffee sales big arabica crop pleases indian coffee exporters ethiopia wins battle get sidamo trademark
282,282,282,2008,3,10,Title,2008-03-10,1.4186,-0.05539999999999989,0,-0.037584803256444976,coffee prices will decline next few months says industry official
283,283,283,2008,3,11,Title,2008-03-11,1.4153,-0.0033000000000000806,0,-0.002326237135203779,indonesian coffee farmers harvest early due high prices russia sets new indian coffee import rules
284,284,284,2008,3,12,Title,2008-03-12,1.4265,0.0112000000000001,0,0.007913516568925388,milk product prices march sasini kenya eyes tea warehousing coffee lounges ico revises world coffee production forecast
285,285,285,2008,3,13,Title,2008-03-13,1.4471,0.02059999999999995,0,0.014440939362074976,false priori xtra seized brazil coffee supplies will be curbed lower planting says ico chief
286,286,286,2008,3,14,Title,2008-03-14,1.4877,0.04059999999999997,0,0.02805611222444888,kraft unveils coffee factory russian city st petersburg exporters fret over quality ivorian strike enters fifth day india looks improve quality tea coffee spices
287,287,287,2008,3,16,Title,2008-03-16,1.4877,-0.0,0,0.0,vietnam coffee rise weather cbot soyabeans down oils complex plunges people places weak us dollar discourages extra coffee planting strikes once again disrupt ivorian cocoa sales roaster claims coffee futures are inflated asian origins hurriedly sell coffee dealing market that out control
288,288,288,2008,3,18,Title,2008-03-18,1.3035,-0.18419999999999992,0,-0.1238152853397862,coffee slumps greatest daily amount since middle ivorian beans flow again dock workers talk authorities
289,289,289,2008,3,19,Title,2008-03-19,1.2962,-0.007300000000000084,0,-0.005600306866129715,campina speaks staggering russian growth new flavours licks march celebrations milk product prices march robusta coffee prices regain ground after overblown sell off nestl plans milk powder price hikes campina speaks staggering russian growth us records rise coffee imports ending stocks brazilian coffee producers boost sales crop
290,290,290,2008,3,20,Title,2008-03-20,1.2698,-0.026399999999999983,0,-0.020367227279740763,colombia keeps up trend higher coffee production
291,291,291,2008,3,23,Title,2008-03-23,1.2698,-0.0,0,0.0,kraft opens russia kenyan millers protest flood cheap imports hungary industry faces bleak future brazilian mills likely boost sugar volumes fast brazilian sales us trade coffee ugandan coffee sales indian quality push commodity price crash highlights exposure economic uncertainty lack labour compounds lower indian output mercon expects higher brazilian production rainfall sun assist mid crop ivory coast global jitters see sugar post two month low
292,292,292,2008,3,25,Title,2008-03-25,1.2266,-0.043200000000000134,0,-0.034021105685934895,south korea lift import duties key grains raw materials
293,293,293,2008,3,26,Title,2008-03-26,1.2503,0.023700000000000054,0,0.019321702266427567,nestl plans milk powder price hikes milk product prices march vietnam predicts lower robusta exports sales slow ico chief predicts rise coffee demand east europe
294,294,294,2008,3,27,Title,2008-03-27,1.2608,0.010499999999999956,0,0.008397984483723869,indian coffee zones hit heavy rains just blossoms appear vietnam outlines plans sustainable coffee industry
295,295,295,2008,3,28,Title,2008-03-28,1.2527,-0.008099999999999996,0,-0.0064244923857868,fortis ups coffee output consumption estimates colombian coffee shipments halted after cocaine discovery eastern cameroon sees large expansion cocoa planting
296,296,296,2008,3,30,Title,2008-03-30,1.2527,-0.0,0,0.0,weather canola bounces back farmers hold firm coffee output climb high coffee forecast higher coffee sales will emerge eastern europe rain hits indian coffee crop bloom appears vietnam works toward sustainable coffee sector liffe changes may come short term pain
297,297,297,2008,4,1,Title,2008-04-01,1.2188,-0.03389999999999982,0,-0.027061547058353813,indian arabica exports rise first quarter but robusta down
298,298,298,2008,4,2,Title,2008-04-02,1.2327,0.0138999999999998,0,0.011404660321627666,milk product prices april india expects get gi status monsooned malabar coffee
299,299,299,2008,4,3,Title,2008-04-03,1.2376,0.004900000000000127,0,0.003975014196479376,eu sets mrl rules fumigants
300,300,300,2008,4,4,Title,2008-04-04,1.2535,0.015900000000000025,0,0.012847446670976105,vietnamese coffee growers rush expand acreage
301,301,301,2008,4,6,Title,2008-04-06,1.2535,-0.0,0,0.0,indian coffee exports brazil dislikes coffee discrepancy global coffee surplus will be larger says fortis cocoa growing spreads east cameroon corn tests all time high due low us acreage instant coffee move coffee suspension
302,302,302,2008,4,7,Title,2008-04-07,1.2611,0.007600000000000051,0,0.006063023534104548,indonesian port strike would curb exports palm oil coffee indonesia should see growth coffee exports year
303,303,303,2008,4,8,Title,2008-04-08,1.2752,0.014099999999999781,0,0.011180715248592323,imperial sugar enters agreement maximus coffee group national foods misses profit forecast rabobank predicts rise brazilian robusta output year nestle thai unit wants import coffee beans cover shortfall
304,304,304,2008,4,9,Title,2008-04-09,1.2746,-0.0005999999999999339,0,-0.0004705144291091076,national foods misses profit forecast milk product prices april coke luxury juice brand coffee shop chain indonesian ports operating normal but strike action looms
305,305,305,2008,4,10,Title,2008-04-10,1.2976,0.02300000000000013,0,0.01804487682410178,friesland campina boards agree merger terms rioters sever rail link uganda uses export coffee cocoa el salvador coffee exports decline march ncdex lowers tick size its robusta coffee futures contracts
306,306,306,2008,4,11,Title,2008-04-11,1.2832,-0.01440000000000019,0,-0.011097410604192502,mexican coffee exports march slip last year nestl linked interest russia wbd
307,307,307,2008,4,13,Title,2008-04-13,1.2832,-0.0,0,0.0,uganda says railway attack won hit coffee sales uk honey sector sees ongoing demand growth vietnam sets fast planting pace new exchange officially launched ethiopia trading briefs people places indonesia sells more coffee high crop hope brazilian robusta leap imperial maximus deal weather nestle coffee shortage crude oil rises put energy into sugar market
308,308,308,2008,4,14,Title,2008-04-14,1.263,-0.0202,0,-0.015741895261845384,global coffee demand will rise year says ico report
309,309,309,2008,4,15,Title,2008-04-15,1.2625,-0.0004999999999999449,0,-0.0003958828186856255,cameroon cocoa exports rise previous season heavy rains likely reduce indonesian coffee crop
310,310,310,2008,4,16,Title,2008-04-16,1.2886,0.02610000000000001,0,0.020673267326732685,friesland campina boards agree merger terms nestl linked interest wimm bill dann milk product prices april
311,311,311,2008,4,17,Title,2008-04-17,1.2965,0.007900000000000018,0,0.006130684463759133,odwalla coffee shops ivory coast boost robusta output coming years
312,312,312,2008,4,20,Title,2008-04-20,1.2965,-0.0,0,0.0,mexican coffee slip fund rolling adds weakness ice coffee ivorian agency hikes indicative farmgate price cameroon enjoys cocoa bonanza future development back burner heavy rain falls key indonesian growing area robusta price firm face large brazilian crop
313,313,313,2008,4,21,Title,2008-04-21,1.2993,0.0027999999999999137,0,0.0021596606247589,nicaragua sees increase coffee exports nestle sales grow shows its power absorb higher costs
314,314,314,2008,4,22,Title,2008-04-22,1.2709,-0.02839999999999998,0,-0.021857923497267742,kenyan direct coffee sales set double year new plant boosts panama gourmet coffee sector diedrich coffee reports third quarter loss
315,315,315,2008,4,23,Title,2008-04-23,1.289,0.018100000000000227,0,0.014241875836021897,soybeans dominate brazilian agrochemical market milk product prices april brazil may subsidise arabica growers auction year
316,316,316,2008,4,24,Title,2008-04-24,1.2942,0.005199999999999871,0,0.004034134988362972,coffee roasters have raised prices up past year lakeland hanley warns weaker markets ahead
317,317,317,2008,4,25,Title,2008-04-25,1.2659,-0.028299999999999995,0,-0.02186679029516303,soft drinks manufacturer shares buy back london robusta looks set serious drop says analyst
318,318,318,2008,6,8,Title,2008-06-08,1.2659,-0.0,0,0.0,robusta export delay
319,319,319,2008,6,11,Title,2008-06-11,1.3016,0.035700000000000065,0,0.028201279721937013,milk product prices june
320,320,320,2008,6,13,Title,2008-06-13,1.2919999999999998,-0.009600000000000277,0,-0.007375537799631435,ivorian cocoa officials charged fraud embezzlement india expects coffee crop increase next year
321,321,321,2008,6,15,Title,2008-06-15,1.2919999999999998,-0.0,0,0.0,mexico sees coffee fall strong coffee exports heavy rains give cbot soyabean values new life officials daklak expect climb coffee crop brazil worries about lowest ever coffee stocks
322,322,322,2008,6,16,Title,2008-06-16,1.2892,-0.0027999999999999137,0,-0.0021671826625386326,cameroon cocoa exports decline due heavy rain ivory coast cocoa officials charged fraud update machinery upgrades set lift burundi tea export earnings
323,323,323,2008,6,17,Title,2008-06-17,1.3146,0.02540000000000009,0,0.01970214086255049,nestle suspends output chinese coffee plant
324,324,324,2008,6,18,Title,2008-06-18,1.3288,0.01419999999999999,0,0.010801764795375013,arsenal deal promote vinamilk coffee brand milk product prices june colombian coffee exports increase may
325,325,325,2008,6,22,Title,2008-06-22,1.3288,-0.0,0,0.0,midwest flood crisis causes new corn record weather people places nestle shutters plant pessimistic view ivorian crop fans flames cocoa market cameroon track beat earlier exports beans begin flow vietnam steady march upwards uganda coffee sales recovery poor season helps india export
326,326,326,2008,6,23,Title,2008-06-23,1.3644,0.03560000000000008,0,0.026791089704997047,ivory coast cocoa arrests yet impact exports say traders
327,327,327,2008,6,24,Title,2008-06-24,1.3708,0.006399999999999961,0,0.004690706537672208,vietnam robusta price up thinning stocks say traders dry weather threatens brazil robusta crop say analysts cameroon farmers see record cocoa prices
328,328,328,2008,6,25,Title,2008-06-25,1.3905,0.01970000000000005,0,0.014371170119638203,coke launches australian dairy drinks range milk product prices june
329,329,329,2008,6,26,Title,2008-06-26,1.4126,0.02210000000000001,0,0.015893563466379004,vietnam forecasts decline coffee exports ivorian cocoa body appoints new management after arrests
330,330,330,2008,6,29,Title,2008-06-29,1.4126,-0.0,0,0.0,fresh highs cocoa crop worries linger charts vietnam coffee fall parched espirito santo will offer up less robusta depleted stocks fuel vietnam bean quotations cocoa returns reach new high cameroon
331,331,331,2008,7,1,Title,2008-07-01,1.4542,0.04159999999999986,0,0.029449242531502093,indian coffee exports see slight rise first half year vietnam june coffee exports fall says government
332,332,332,2008,7,2,Title,2008-07-02,1.4658,0.011600000000000056,0,0.007976894512446745,yogo opens first store surrey milk product prices july honduras sees growth june coffee exports nyse euronext takes maximum possible stake mcx
333,333,333,2008,7,3,Title,2008-07-03,1.4675,0.0017000000000000348,0,0.0011597762314094929,fertiliser costs could limit brazil coffee output costa rican coffee exports june up last year
334,334,334,2008,7,4,Title,2008-07-04,1.4675,-0.0,0,0.0,coffee prices surge upwards late season auctions india
335,335,335,2008,7,6,Title,2008-07-06,1.4675,-0.0,0,0.0,honduran coffee sales eulikes indian coffee corn soya both manage rises after report plan west african bourse gains traction weather dehong aims listing costa rican coffee coffee fertiliser costs worry brazil fortis less upbeat year coffee output vietnam sees export lull despite good stocks
336,336,336,2008,7,7,Title,2008-07-07,1.4485,-0.019000000000000128,0,-0.012947189097104005,coke invest additional us million india
337,337,337,2008,7,8,Title,2008-07-08,1.375,-0.0734999999999999,0,-0.05074214704867097,vietnam coffee sales freeze local prices follow downtrend
338,338,338,2008,7,9,Title,2008-07-09,1.3488,-0.0262,0,-0.019054545454545456,major uk campaign raise gold top profile milk product prices july kenya pays owed coffee farmers
339,339,339,2008,7,10,Title,2008-07-10,1.3371,-0.011700000000000044,0,-0.008674377224199321,coke indian investment ico raises estimate global coffee output mexico sees decline june coffee exports
340,340,340,2008,7,13,Title,2008-07-13,1.3371,-0.0,0,0.0,coffee shipments fall higher coffee figures charts better weather brazil weakens coffee values vietnam progresses after wto accession kenya releases money owed coffee farmers local price falls put freeze vietnam sales
341,341,341,2008,7,14,Title,2008-07-14,1.359,0.02190000000000003,0,0.016378730087502832,starbucks ventures into smoothies
342,342,342,2008,7,15,Title,2008-07-15,1.3586,-0.000399999999999956,0,-0.00029433406916847384,kenyan coffee output jump season says trade report brazil doubled roast ground coffee exports says official
343,343,343,2008,7,16,Title,2008-07-16,1.3461,-0.012499999999999956,0,-0.009200647725599849,import duties fall eu goods cameroon cocoa exports continue rise say officials milk product prices july fo licht predicts large global coffee harvest
344,344,344,2008,7,17,Title,2008-07-17,1.3454,-0.0007000000000001451,0,-0.0005200208008321409,what happens if bubble cocoa pops farmers flock back kenyan coffee sector brazil finds new niche value added products canola values follow slumps soya complex weather charts zimbabwe macadamia nut industry slides into collapse ugandan coffee outlook viewed bleak cameroon records increase cocoa exports
345,345,345,2008,7,21,Title,2008-07-21,1.3131,-0.032299999999999995,0,-0.024007730043109854,indonesia will look vietnam coffee imports says official colombian coffee exports output dip june
346,346,346,2008,7,22,Title,2008-07-22,1.3102,-0.002899999999999903,0,-0.002208514203030921,india could see coffee output fall next season says official
347,347,347,2008,7,23,Title,2008-07-23,1.3115,0.0013000000000000787,0,0.0009922149290185307,uk fairtrade pioneer moves into fruit juices purees milk product prices july
348,348,348,2008,7,24,Title,2008-07-24,1.2944,-0.017100000000000115,0,-0.013038505528021436,ivory coast spray cocoa trees increase output
349,349,349,2008,7,25,Title,2008-07-25,1.2915,-0.002899999999999903,0,-0.002240420271940593,burundi sees substantial rise tea export earnings
350,350,350,2008,7,27,Title,2008-07-27,1.2915,-0.0,0,0.0,people places brazil crop prevents arabica rise dryness puts indian coffee exports jeopardy indonesia resorts buying beans rival
351,351,351,2008,8,17,Title,2008-08-17,1.2915,-0.0,0,0.0,mexican coffee dive amazingly high fertiliser costs harm coffee hopes encouraging signs indian futures sector weather
352,352,352,2008,8,18,Title,2008-08-18,1.2869,-0.00460000000000016,0,-0.0035617499032134406,red bull associated risk heart disease agreement reached end colombian truck strike
353,353,353,2008,8,19,Title,2008-08-19,1.2951,0.008199999999999985,0,0.006371901468645571,retail contract loss forces switch powder production ivorian cocoa merchants fear main crop export disruption
354,354,354,2008,8,20,Title,2008-08-20,1.3044,0.009300000000000086,0,0.007180912670836296,retail contract loss forces sk nemejerier switch powder milk product prices august central south american coffee exports increase july india launch coffee replanting programme
355,355,355,2008,8,21,Title,2008-08-21,1.3216,0.017200000000000104,0,0.013186139221097905,cameroon produced record cocoa crop last season
356,356,356,2008,8,22,Title,2008-08-22,1.345,0.023399999999999862,0,0.017705811138014425,ivorian cocoa prices rise new crop beans appear mexico expects new season coffee exports increase
357,357,357,2008,8,24,Title,2008-08-24,1.345,-0.0,0,0.0,general fall takes steam out sugar market charts grinding out maximum profitability more coffee exported false start brazilian coffee crop colombian truckers agree end strike action officials deny main crop damage india invest crop replanting scheme
358,358,358,2008,8,26,Title,2008-08-26,1.3365,-0.008499999999999952,0,-0.006319702602230448,vietnam expects august coffee exports rise third
359,359,359,2008,8,27,Title,2008-08-27,1.3617,0.02519999999999989,0,0.018855218855218767,milk product prices august indonesia sees higher coffee arrivals ahead ramadan
360,360,360,2008,8,28,Title,2008-08-28,1.3909,0.029200000000000118,0,0.021443783505911813,peru expects increase coffee export revenue year
361,361,361,2008,8,29,Title,2008-08-29,1.3844,-0.00649999999999995,0,-0.00467323315838662,gustav threatens batter crops jamaica us asean grouping india reach free trade agreement
362,362,362,2008,8,31,Title,2008-08-31,1.3844,-0.0,0,0.0,ramadan encourages indonesian coffee sales nigerian cocoa exports leap second quarter vietnam predicts august exports up third coffee exports boost tatatea unit looks openings ethiopia people places decent supply adds canola weaker tone weather indian coffee fall peru exploits high coffee prices record crop
363,363,363,2008,9,1,Title,2008-09-01,1.3844,-0.0,0,0.0,bottled water fruit drinks grow strongly india indian coffee exports rise january august period
364,364,364,2008,9,2,Title,2008-09-02,1.3726,-0.011800000000000031,0,-0.00852354810748341,india signs international coffee agreement deadline passes coffee shipments central america fell august
365,365,365,2008,9,3,Title,2008-09-03,1.3579,-0.014699999999999937,0,-0.010709602214774832,milk product prices september colombia aims boost coffee output third rise local demand maintains ethiopia need import sugar
366,366,366,2008,9,4,Title,2008-09-04,1.3608,0.002899999999999903,0,0.002135650637012963,water fruit drinks drive growth indian beverages
367,367,367,2008,9,5,Title,2008-09-05,1.3751,0.014299999999999981,0,0.01050852439741327,brazil subsidise arabica producers season indonesian coffee exports double first seven months year
368,368,368,2008,9,7,Title,2008-09-07,1.3751,-0.0,0,0.0,trade admits cocoa disease loss sumatra plunders its coffee carryover stocks coffee revenue boost trading briefs rain corn belt adds commodity weakness weak august upsets central america pace six sign last minute ica flurry
369,369,369,2008,9,8,Title,2008-09-08,1.3619,-0.013199999999999878,0,-0.009599301868954895,brazil southeast coffee crop seen lower new crop vietnamese coffee trades european market nmce ready relaunch coffee futures market tomorrow world bank urges ivory coast totally overhaul cocoa sector
370,370,370,2008,9,9,Title,2008-09-09,1.3524,-0.009500000000000064,0,-0.00697554886555552,vietnam aims boost domestic coffee consumption
371,371,371,2008,9,10,Title,2008-09-10,1.3275,-0.024900000000000144,0,-0.0184117125110915,nestle plans help philippines reach coffee self sufficiency milk product prices september india plantation sector urges relief minimum wages act ivorian strike starts intensfiy could upset cocoa exports
372,372,372,2008,9,11,Title,2008-09-11,1.3235,-0.0040000000000000036,0,-0.0030131826741996263,hurricane ike damages cuban sugarcane crop
373,373,373,2008,9,12,Title,2008-09-12,1.3029,-0.02059999999999995,0,-0.015564790328673937,ico raises estimate world coffee production vietnam agribank gives coffee sector major support japan commodity futures regulator wants tge merger ivorian strike continues into eighth day slowing cocoa exports cuba scrambles save coffee crop ravaged hurricane ike
374,374,374,2008,9,14,Title,2008-09-14,1.3029,-0.0,0,0.0,nestle expands philippines ike hits cuban coffee economic fears compound weak soya situation charts weather worsening ivorian pay strike risks exports ghana price targets smugglers brazil reveals support scheme arabica price early vietnamese bean prices highly attractive
375,375,375,2008,9,15,Title,2008-09-15,1.3082,0.005300000000000082,0,0.004067848645329713,taiwan bans imports chinese baby milk scare worsens houston coffee warehouses unscathed hurricane ike olam diversifies into sugar wheat sectors nigeria
376,376,376,2008,9,16,Title,2008-09-16,1.3001,-0.008099999999999996,0,-0.006191713805228555,unilever make starbucks ice cream lehman tries pass us derivatives unit but suspended europe
377,377,377,2008,9,17,Title,2008-09-17,1.2641,-0.03600000000000003,0,-0.02769017767864013,kraft focus ten countries ten brands unilever develop starbucks ice cream vietnamese bank injects credit into coffee sector milk product prices september ico raises global coffee production forecast colombian coffee output exports decline august
378,378,378,2008,9,19,Title,2008-09-19,1.2431,-0.02099999999999991,0,-0.016612609761885853,vietnam expects boost cocoa production export
379,379,379,2008,9,21,Title,2008-09-21,1.2431,-0.0,0,0.0,global financial upheaval batters commodities speculators flee ivory coast will opt single cocoa regulator ico hikes its view global coffee production vietnam coffee sector gets much needed credit people places canola drops but may spur better demand japanese association wants merger commodity exchanges trading briefs
380,380,380,2008,9,22,Title,2008-09-22,1.2567,0.013599999999999834,0,0.010940390958088516,vietnam approves coffee industry development plan ethiopia ready launch coffee trading platform next month ivorian cocoa strike could impact prices new season ice futures us raises block trading surcharges two thirds
381,381,381,2008,9,23,Title,2008-09-23,1.2803,0.023600000000000062,0,0.018779342723004747,dubai carving itself position commodities trading hub ivory coast confirms establishment single cocoa committee ncdex extends trading times reflect daylight saving hours
382,382,382,2008,9,24,Title,2008-09-24,1.2837,0.0034000000000000696,0,0.0026556275872842853,peru seeks expand organic farming milk product prices september
383,383,383,2008,9,28,Title,2008-09-28,1.2837,-0.0,0,0.0,coffee exports slump coffee exports leap weather charts hurricane damage spurs rise corn values vietnam approves new coffee plan concern grows strike goes people places dubai emerges commodity trading hub trading briefs
384,384,384,2008,9,29,Title,2008-09-29,1.2746,-0.009100000000000108,0,-0.007088883695567584,world coffee production could be hit lack finances economic crisis unlikely hurt coffee demand says official
385,385,385,2008,10,1,Title,2008-10-01,1.2388,-0.03580000000000005,0,-0.028087243056645263,milk product prices october india sees rise coffee exports up september
386,386,386,2008,10,2,Title,2008-10-02,1.2251,-0.013699999999999823,0,-0.011059089441394757,coffee harvest may be shortened vietnam cut costs central american coffee shipments rise japan coffee supplies rise august
387,387,387,2008,10,3,Title,2008-10-03,1.1966,-0.02849999999999997,0,-0.023263407068810683,guatemalan farmers tempted back cardamom coffee values slump lowest level since last year industry analyst sees new year coffee market stable
388,388,388,2008,10,5,Title,2008-10-05,1.1966,-0.0,0,0.0,cenam coffee year indian coffee exports people places economic turmoil pressures soya downwards vietnam may trim coffee harvest cut costs coffee drinking robust face economic woes ico flags up stretched finances
389,389,389,2008,10,6,Title,2008-10-06,1.1658,-0.030800000000000164,0,-0.02573959552064195,uganda increased coffee exports last year nestle expects hit targets face weak consumer demand
390,390,390,2008,10,7,Title,2008-10-07,1.1103,-0.05549999999999988,0,-0.04760679361811622,trade has few concerns modified liffe robusta contract
