,Unnamed: 0,Unnamed: 0.1,year,month,day,level_3,Date,Price,Price_Change,Direction,Rate_of_Change,Clean_Text
747,747,747,2011,3,1,Title,2011-03-01,2.5938,0.06499999999999995,0,0.0257038911736792,ice us review coffee down profit taking vietnamese coffee official sees dry weather affecting output
748,748,748,2011,3,2,Title,2011-03-02,2.5624,-0.031400000000000095,0,-0.012105790731744968,ice us review sugar breaks above resistance indonesian coffee exports almost triple february
749,749,749,2011,3,3,Title,2011-03-03,2.5636,0.001200000000000312,0,0.0004683109584765501,vietnam sales ease coffee tightness coffee supply fears allayed improved crop outlooks exporters dip into inventories fulfil coffee sales markets review approaching spring gives grain fresh boost heavy rain aids west african coffee mexico widens export quota agreement xb hler bets natural flavours noble new facilities help exploit worldwide deficits heavy rains remove brazil dryness ice us review cocoa continues higher
750,750,750,2011,3,4,Title,2011-03-04,2.5942,0.03059999999999974,0,0.011936339522546316,ice us review cocoa drops profit taking argentine soft drinks near usd billion mark ugandan coffee exports down third straight month
751,751,751,2011,3,7,Title,2011-03-07,2.6017,0.007500000000000284,0,0.002891064682753945,ice us review cocoa climbs political tension rises honduras raises gdp forecast coffee prices escalate
752,752,752,2011,3,8,Title,2011-03-08,2.6755,0.07379999999999988,0,0.028366068339931532,ice us review cocoa eases bad weather spoils guatemala sugar prospects vietnam looks set surge coffee shipments ivory coast president seizes cocoa coffee sales
753,753,753,2011,3,9,Title,2011-03-09,2.7259,0.050400000000000215,0,0.018837600448514374,ice us review cocoa drops movement anticipated adverse weather cuts into uganda coffee sales
754,754,754,2011,3,10,Title,2011-03-10,2.8079,0.08199999999999985,0,0.03008180784328106,guatemala loses some its cane poor weather volatile futures slowing big coffee sales vietnam personnel markets review tensions harvests see futures weaker ugandan coffee sales weakening stalemate tightens around ivory coast cocoa industry investment includes site bottle making ice us review cocoa declines surplus ideas russian raw sugar imports increase lower tariff cocoa prices fall but beans remain stranded
755,755,755,2011,3,11,Title,2011-03-11,2.69,-0.11790000000000013,0,-0.041988674810356535,tsunami hits commodity prices starbucks brews up new deal
756,756,756,2011,4,12,Title,2011-04-12,2.6377,-0.052299999999999784,0,-0.019442379182156057,ice us review cocoa moves higher tanzanian coffee prices fall poor quality brazil expected produce good quality coffee
757,757,757,2011,4,13,Title,2011-04-13,2.6406,0.002899999999999903,0,0.001099442696288396,ice us review cocoa continues move higher colombian coffee shipments up more than half
758,758,758,2011,4,14,Title,2011-04-14,2.7093,0.06869999999999976,0,0.02601681436037255,coffee market divided over cause extreme volatility canola loses ground amid weaker demand indonesian coffee exports soaring markets review colombian coffee cales climbing rainfall be short lived brazil passion fruit concentrate set rebound recent price low collaboration key industry leaders outline growth strategies brazil big coffee crop good quality ice us review cocoa stays firm innovative hawaiian fruit beverage
759,759,759,2011,4,15,Title,2011-04-15,2.7282,0.01890000000000036,0,0.006975971653194686,ice us review cocoa sharply higher indonesian robusta offered premium london
760,760,760,2011,4,18,Title,2011-04-18,2.7818,0.05359999999999987,0,0.01964665347115309,brazil extends dupont aproach prima major crops ice us review cocoa sharply lower vietnamese coffee output rise coffee five week high lower brazilian output colombia dreams higher coffee production brazilian coffee sales increase march nestl expands china
761,761,761,2011,4,19,Title,2011-04-19,2.7681,-0.013700000000000044,0,-0.004924868789992108,ice us review cocoa closes mixed burundi sees coffee earnings up almost four fold nestle able offset rising volatile commodity costs
762,762,762,2011,4,20,Title,2011-04-20,2.8322,0.06409999999999982,0,0.02315667786568398,ice us review cocoa edges higher kenyan coffee rises market enters early break
763,763,763,2011,4,21,Title,2011-04-21,2.8907,0.0585,0,0.020655320951910174,indonesian coffee gains premium after rain damage new york coffee breaks key level market struggles find relief burundi enjoys coffee windfall people places markets review nestle protects its profits handing costs consumers soya rally reined low chinese buying hawaiian fruit beverage indian rtd tea market becoming crowded goodricke entry swiss giant nestl signs new deal drive growth china ice us review cocoa edges lower coffee hits year high tight arabica stocks
764,764,764,2011,4,25,Title,2011-04-25,2.8827,-0.008000000000000007,0,-0.0027674957622721165,ice us review firm us dollar triggers selling softs
765,765,765,2011,4,26,Title,2011-04-26,2.8447,-0.03799999999999981,0,-0.013182086238595696,ice us review coffee rallies higher vietnam coffee shipments higher almost third
766,766,766,2011,4,27,Title,2011-04-27,2.8844,0.03969999999999985,0,0.01395577741062321,ice us review coffee consolidates near highs low supplies cut burundi tea export revenues
767,767,767,2011,4,28,Title,2011-04-28,2.8747,-0.009700000000000042,0,-0.0033629177645264326,do arabica specs deserve their roasting ice us review coffee climbs higher but meets resistance indonesian coffee defies pressure london futures
768,768,768,2011,5,18,Title,2011-05-18,2.6029,-0.2717999999999998,0,-0.09454899641701738,ice us review cocoa climbs outside indicators
769,769,769,2011,5,19,Title,2011-05-19,2.6993,0.09640000000000004,0,0.0370356141227093,editorial indonesian coffee premium rockets weather damage markets review vaswani joins jammin farewell ahold vp wet weather delays spark turn maize arabica live cattle top april brazil bourse vietnam coffee pricing tumbles record high ice us review cocoa eases sufficient supplies indonesian robusta premiums rise month peak
770,770,770,2011,5,20,Title,2011-05-20,2.6467,-0.05259999999999998,0,-0.019486533545734076,ice us review cocoa weakens brazilian coffee pickers head back fields
771,771,771,2011,5,23,Title,2011-05-23,2.5375,-0.10919999999999996,0,-0.04125892620999734,ice us review coffee moves up ignores broad based selling
772,772,772,2011,5,24,Title,2011-05-24,2.5675,0.029999999999999805,0,0.01182266009852209,ice us review cocoa inches higher ivorian cocoa stocks reached tonnes central american coffee exports increase austrian co op eyes future growth site expansion brazilian growers likely want more their coffee
773,773,773,2011,5,25,Title,2011-05-25,2.5622,-0.005300000000000082,0,-0.002064264849075008,ice us review cocoa higher correction ivorian cocoa arrivals up despite massive smuggling vietnamese coffee shipments rise almost kenya sasini group hampered poor rains
774,774,774,2011,5,26,Title,2011-05-26,2.6024,0.04020000000000002,0,0.01568964171415191,arabica set planting boost climbing demand brazilian coffee growers holding best cards chinese coffee sales act catalyst more investment lower sasini earnings saved market climate boosts brazil harvest efforts markets review weather lifts canola market loses steam central american coffee exports up people places western beverage companies making mistakes far east ice us review cocoa moves higher brazilian coffee stocks may be lowest ever strong chinese coffee demand stokes large investment rising arabica demand encourage coffee farmers burundi boosts tea earnings higher volumes swiss company explores indian cocoa ceo leaves canadian chain
775,775,775,2011,5,27,Title,2011-05-27,2.5915,-0.01089999999999991,0,-0.004188441438671961,ice us review cocoa moves lower
776,776,776,2011,6,1,Title,2011-06-01,2.5849,-0.006599999999999717,0,-0.002546787574763541,ice us review coffee down fund selling indonesian robusta shipments up may indian coffee exports leap between october may cameroonian cocoa shipments up year year coffee prices poised remain lofty levels vietnamese coffee prices tipped rise over
777,777,777,2011,6,2,Title,2011-06-02,2.5038,-0.08110000000000017,0,-0.03137452125807581,run up usda report sets buyers edge markets review indian coffee exports soaring cameroon cocoa shipments growing ceo leaves canadian chain if we were have cataclysmic frost prices could rally record highs shrinking global coffee stocks send prices up ivory coast export recovery dogged quality fears more farm inputs failing meet higher coffee demand fears unfounded indonesia ships more coffee ice us review coffee recovers higher cameroonian cocoa output hits new record year indonesian robusta shipments up may cocoa pesticide bid launched
778,778,778,2011,6,3,Title,2011-06-03,2.5606,0.05679999999999996,0,0.0226855180126208,ice us review coffee up spec buying arabica prices seen staying above two years vietnamese coffee prices may rise second half year monsoon arrives india biggest cane growing region brazil coffee crop braces itself major frost nestl uses renewable energy make ice cream
779,779,779,2011,6,6,Title,2011-06-06,2.6323,0.07169999999999987,0,0.02800124970709985,ice us review cocoa edges lower vietnamese coffee prices seen strong second half central american coffee exports higher than last year
780,780,780,2011,6,7,Title,2011-06-07,2.5411,-0.09119999999999973,0,-0.03464650685712105,ice us review cocoa edges lower honduran coffee shipments expected increase vietnamese coffee shipments slow week
781,781,781,2011,6,8,Title,2011-06-08,2.5754,0.0343,0,0.013498091377749792,ice us review cocoa moves higher brazilian coffee revenue reaches all time high commodity costs hit nestle adm expands programme indian tea producers call higher subsidy
782,782,782,2011,6,9,Title,2011-06-09,2.5546,-0.02079999999999993,0,-0.008076415314125934,vietnam coffee exports fall last month peak crowded energy drinks market greets new super strong offering ramadan buying lifts nearby sugar values markets review brazil celebrates highest earnings coffee ever good arabica outlook big suppliers indian tea industry development needs bigger subsidies brazil harvest conditions decline ice us review cocoa gains strength
783,783,783,2011,6,10,Title,2011-06-10,2.5886,0.033999999999999815,0,0.013309324356063496,ice us review cocoa edges higher salvadorian coffee shipments up last month
784,784,784,2011,6,13,Title,2011-06-13,2.5596,-0.028999999999999918,0,-0.011202966854670444,basf extends agcelence brand brazil ice us review coffee up technical buying kenya extends coffee sales break further due cold
785,785,785,2011,6,14,Title,2011-06-14,2.5925,0.032899999999999714,0,0.012853570870448392,ice us review coffee continues technical rally uganda tipped have good june quieter coffee year sobe soft drinks enter uk
786,786,786,2011,6,15,Title,2011-06-15,2.5863,-0.006199999999999761,0,-0.002391513982642145,ice us review coffee down frost fears ease anchor trademark grounded
787,787,787,2011,6,16,Title,2011-06-16,2.5515,-0.034800000000000164,0,-0.013455515601438409,june export jump won help uganda reach coffee goal younger generation sends russian coffee use soaring low sales dent soya weather improves markets review people places ice us review coffee down investors back away
788,788,788,2011,6,17,Title,2011-06-17,2.5082,-0.04329999999999989,0,-0.016970409563002116,ice us review coffee drops weather improves
789,789,789,2011,6,20,Title,2011-06-20,2.4301,-0.07810000000000006,0,-0.031137867793636895,ice us review cocoa edges higher global warming seen lifting india cardamom yields steep increase peruvian organic exports ivorian cocoa farmgate prices rise amid strong demand colombian dry season improves coffee outlook salvadorian coffee crop may fall my nearly
790,790,790,2011,6,21,Title,2011-06-21,2.3724,-0.057700000000000085,0,-0.023743878852722142,ice us review cocoa higher lack selling vietnam coffee exporters delay loading stock shortage vietnamese coffee production may be higher
791,791,791,2011,6,22,Title,2011-06-22,2.361,-0.011400000000000077,0,-0.004805260495700589,ice us review cocoa remains strong maize has most compelling case future price rises london coffee prices sink four month low ivorian cocoa prices rise thinning supplies china coffee demand growth remain high
792,792,792,2011,6,23,Title,2011-06-23,2.3747,0.013700000000000044,0,0.005802626005929711,markets review fleeing fund money trips up maize prices foreign travel boost china coffee use drier weather boosts brazil harvest steep increase peruvian organic exports sobe soft drinks enter uk children healthy drinks market russia attracting investment maize futures still have bullish outlook stocks must rebound higher prices spur coffee growers up vietnam crop patchy rains see drop indian coffee global warming aids indian cardamom mexican vegetable exporters tour europe boost trade ice us review cocoa declines burundi coffee output expected be lower london robusta price sinks fresh four month low
793,793,793,2011,6,24,Title,2011-06-24,2.3829,0.008199999999999985,0,0.0034530677559270586,ice us review cocoa declines indian coffee prices fall tracking international market
794,794,794,2011,6,27,Title,2011-06-27,2.4093,0.0264000000000002,0,0.011078937429183014,ice us review coffee turns higher weather concerns global coffee output forecast bags vietnamese june coffee shipments higher
795,795,795,2011,6,28,Title,2011-06-28,2.4269,0.017599999999999838,0,0.0073050263562029795,ice us review coffee climbs frost worries burundi coffee production forecast decline ivory coast unable export bad quality cocoa brazilian coffee areas expected escape frost
796,796,796,2011,6,29,Title,2011-06-29,2.4977,0.0708000000000002,0,0.029173019077836006,ice us review coffee continues higher burundi boosts tea export earnings
797,797,797,2011,6,30,Title,2011-06-30,2.5009,0.003200000000000092,0,0.0012811786843896751,indonesian coffee contracts washed out supply woe ethiopian exchange hopes unhampered logistics markets review frost fright gives ice coffee market boost burundi may tea income increases vietnam coffee suppy dwindles export pace rises
798,798,798,2011,8,1,Title,2011-08-01,2.3297,-0.17120000000000024,0,-0.06845535607181424,ice us review cocoa drop strong us dollar feel good juice drinks win listings
799,799,799,2011,8,2,Title,2011-08-02,2.3406,0.01089999999999991,0,0.0046787139975103705,ice us review cocoa edges lower indian coffee shipments leap almost romanians drinking less liquid milk vietnam coffee exports could rise tonnes
800,800,800,2011,8,3,Title,2011-08-03,2.3635,0.02290000000000036,0,0.009783816115526091,ice us review pea prices sharply higher year ago vietnam slashes coffee export forecast ghana aims increase coffee output fivefold greece raise sales tax all soft drinks
801,801,801,2011,8,4,Title,2011-08-04,2.3512,-0.0123000000000002,0,-0.005204146393061222,ghana planning massive coffee jump improved quality helps increase burundi tea sales heat lets bulls get their hands maize kenyan coffee prices slipping down vietnam eyeing increase coffee sales month harvesting brazil delayed rain markets review indian coffee exports climbing new rice drinks coffaina controversy juice drink listings costa rican processed fruits likely benefit new fta brazilians neglect five day soft drinks ice us review cocoa edges lower peruvian coffee revenues leap first half kraft foods split business
802,802,802,2011,8,5,Title,2011-08-05,2.2971,-0.05410000000000004,0,-0.023009527050017027,ice us review cocoa gains ground frost reports brazil minas coffee belt falling coffee prices cause drop brazil discount uganda revises coffee export forecast higher
803,803,803,2011,8,8,Title,2011-08-08,2.3094,0.0123000000000002,0,0.005354577510774543,ice us review cocoa drops economic jitters india coffee shipments unaffected eurozone crisis new york coffee cuts gains frost worries ease
804,804,804,2011,8,9,Title,2011-08-09,2.2885,-0.02090000000000014,0,-0.009049969689096795,nestle targets vietnamese coffee factory opening ice us review cocoa down fractionally vietnam coffee trading frozen due high prices
805,805,805,2011,8,10,Title,2011-08-10,2.2959,0.007400000000000073,0,0.003233559099847093,ice us review cocoa hits month low expensive tea arabica eat into tata profitability brazilian frost may hurt coffee flowering ugandan tea dealers urge action declining output
806,806,806,2011,8,11,Title,2011-08-11,2.3085,0.012599999999999945,0,0.005488043904351211,vietnam coffee trade held hostage climbing prices greece raises soft drinks tax high global prices send peru coffee revenues soaring new ugandan tea industry unprepared climate change frost worries brazil coffee players costly coffee tea eat into margins growing tata ice us review cocoa climbs oversold ideas robusta coffee premiums remain record highs honduras overtake guatemala top coffee origin colombian coffee farmers voice doubts over harvest
807,807,807,2011,9,1,Title,2011-09-01,2.7908,0.4823,0,0.20892354342646735,dry weather aids brazil coffee harvest north american crop fears drive canola up uganda eyes small coffee climb png canned coffee vietnam coffee pre season discount ice us review cocoa weakens small amount vietnamese robusta changes hands
808,808,808,2011,9,2,Title,2011-09-02,2.8175,0.026699999999999943,0,0.009567149204529148,ice us review cocoa strengthens us physical coffee trade quiet brazil producers wait europe cash coffee trade slow ahead vietnam harvest mexico pegs coffee harvest higher
809,809,809,2011,9,5,Title,2011-09-05,2.8175,-0.0,0,0.0,indonesian robusta shipments down nearly third
810,810,810,2011,9,6,Title,2011-09-06,2.7932,-0.02429999999999977,0,-0.008624667258207548,ice us review cocoa plunges robusta futures down amid large vietnam crop prospects indian coffee shipments jump more than third monthly review grains lead near gains august agri commodity prices
811,811,811,2011,9,7,Title,2011-09-07,2.7359,-0.05730000000000012,0,-0.020514105685235616,ice us review cocoa eases supply pressure ugandan coffee exports higher after good rains brazilian unroasted coffee shipments little changed rice trading off decent start tge but no silver bullet
812,812,812,2011,9,8,Title,2011-09-08,2.7676,0.03169999999999984,0,0.011586680799736774,tge rice gains traction but not silver bullet good supply hand takes ice cocoa down high price spurs mexican coffee efforts bumper crop may help vietnamese exports rise again steady coffee exports brazil pistachios could provide caffeine free alternative coffee ice us review cocoa moves one month low vietnam have no coffee carry forward new york cocoa futures decline one month low starbucks chinese expansion plans brewing
813,813,813,2011,9,9,Title,2011-09-09,2.7747,0.007100000000000328,0,0.002565399624223273,ice us review cocoa drops greece financial crisis
814,814,814,2011,9,12,Title,2011-09-12,2.6353,-0.1394000000000002,0,-0.05023966554942883,ice us review coffee recovers higher
815,815,815,2011,9,13,Title,2011-09-13,2.6588,0.023499999999999854,0,0.00891739080939546,ice us review coffee down amid economic uncertainty brazilian coffee crop pegged slightly lower brazil could overtake us top coffee consumer vietnamese coffee sales sharply lower
816,816,816,2011,9,14,Title,2011-09-14,2.6525,-0.006299999999999972,0,-0.0023694899954866755,ice us review coffee down amid economic concern frutarom makes another acquisition ugandan coffee shipments increase almost half conab cuts brazilian coffee production forecast colombian coffee harvest could be hit heavy rains
817,817,817,2011,9,15,Title,2011-09-15,2.6175,-0.0349999999999997,0,-0.013195098963242112,brazil still expects best off year crop soft exchanges adjust rules lift market transparency looming harvests weigh cbot complex delay coffee bloom across brazil colombia worries about crop losses la nina rain brazil set top world coffee consumer soyabean getting greater interest brazil bourse starbucks chinese plans are brewing ice us review cocoa down large surplus cargill backs liffe plan introduce delivery limits
818,818,818,2011,9,16,Title,2011-09-16,2.5825,-0.035000000000000135,0,-0.01337153772683864,ice us review sugar down bank report colombian coffee output falls fifth consecutive month vietnam stockpile fifth world coffee
819,819,819,2011,9,19,Title,2011-09-19,2.5754,-0.007099999999999884,0,-0.002749273959341678,ice us review coffee up amidst technical volatility doubts surface over colombian coffee harvest
820,820,820,2011,9,20,Title,2011-09-20,2.5761,0.0006999999999997009,0,0.000271802438456046,ice us review cocoa up oversold ideas kenyan coffee exports earn more but volume restricted cuba hopeful that its coffee crop will beat worst ever year nicaragua sees its august coffee shipments fall third
821,821,821,2011,9,21,Title,2011-09-21,2.5543,-0.02179999999999982,0,-0.008462404409766632,ice us review cocoa down amid global economic uncertainty
822,822,822,2011,9,22,Title,2011-09-22,2.4828,-0.0714999999999999,0,-0.02799201346748616,anuga news cuba rebounds after worst ever crop harvest economic woes weigh corn ice us review sugar reaches lowest level since mid june cargill points finger governments do more cocoa
823,823,823,2011,9,23,Title,2011-09-23,2.3766,-0.1062000000000003,0,-0.0427742870952152,ice us review volatile economy pushes cocoa futures down coffee prices new york fall lowest six weeks vietnamese coffee shipments hit record
824,824,824,2011,9,26,Title,2011-09-26,2.2906,-0.08599999999999985,0,-0.03618614827905405,ice us review cocoa bounces back after sell off ivorian cocoa coffee export licences up vietnamese coffee prices fall seven month low
825,825,825,2011,9,27,Title,2011-09-27,2.3307,0.04010000000000025,0,0.017506330219156662,ice us review coffee up spec buying tanzanian coffee falls line international prices
826,826,826,2011,9,28,Title,2011-09-28,2.3728,0.04209999999999958,0,0.01806324280259132,ice us review coffee down improved brazilian weather lower production seen top colombian coffee region
827,827,827,2011,9,29,Title,2011-09-29,2.2981,-0.07469999999999999,0,-0.03148179366149696,prices slip tanzanian bean auction trade welcomes cot reports london soyabean losses force sharp canola decline trading brief rains too light brazil flowering ice us review cocoa rises higher demand decent reception london exchange cot report nestle announces plans that build its mexican coffee push
828,828,828,2011,10,3,Title,2011-10-03,2.2614,-0.03669999999999973,0,-0.015969714111657343,ice us review cocoa hits two year low indonesia sees large fall robusta coffee exports sumatra vietnam set major advance arabica coffee production india achieves record year coffee exports burundi tea export revenues boosted dip kenyan supplies
829,829,829,2011,10,4,Title,2011-10-04,2.2666,0.005199999999999871,0,0.002299460511187703,ice us review coffee rebounds back monthly review september price plunge coffee grain bubbles burst costa rica exports more coffee season rain seen setting next brazil coffee crop motion vietnam coffee prices slump early harvest starts
830,830,830,2011,10,5,Title,2011-10-05,2.2616,-0.0049999999999998926,0,-0.0022059472337421213,ice us review cocoa moves upward
831,831,831,2011,10,6,Title,2011-10-06,2.2568,-0.004799999999999915,0,-0.0021223912274495557,indonesia makes early move buy vietnam coffee first nyse liffe shows cut investors long position burundi manages cash kenyan tea decline indian exports climb third record no way colombia will be able meet production target possibility another surplus dents cocoa costa rica coffee exports rise ice us review coffee rises sharply indonesian coffee roasters buy vietnam beans
832,832,832,2011,10,7,Title,2011-10-07,2.3255,0.06869999999999976,0,0.030441332860687592,armajaro expects recovery brazil centre south sugar output
833,833,833,2011,10,10,Title,2011-10-10,2.2729,-0.05259999999999998,0,-0.02261879165770801,ice us review sugar climbs weather worries speculators reduce net longs sugar near two year low
834,834,834,2011,10,11,Title,2011-10-11,2.2719,-0.00099999999999989,0,-0.00043996656254119843,ice us review coffee drops stronger us technicals
835,835,835,2011,10,12,Title,2011-10-12,2.2462,-0.025700000000000056,0,-0.011312117610810359,ice us review coffee jumps higher flowering follow rains brazil coffee belt vietnam set decline coffee exports month
836,836,836,2011,10,13,Title,2011-10-13,2.285,0.03880000000000017,0,0.017273617665390508,corn climbs usda confirms smaller crop vietnam unlikely match export pace last year brazilian coffee bloom now imminent uganda more hopeful coffee rain easing dryness brazil ice us review coffee continues bounce off recent lows
837,837,837,2011,10,14,Title,2011-10-14,2.3741,0.08909999999999972,0,0.03899343544857757,ice us review sugar climbs over thailand concerns indonesian exchange launch sharia compliant ag futures guatemala el salvador see boost coffee exports
838,838,838,2011,10,17,Title,2011-10-17,2.4146,0.0405000000000002,0,0.01705909607851405,ice us review cocoa slides downward favourable weather boosts ivorian cocoa main crop speculators cut net long positions robusta coffee arabica coffee futures tumble more than promising signs brazil southeastern coffee colombian coffee regions seen under threat
839,839,839,2011,10,18,Title,2011-10-18,2.3443,-0.07030000000000003,0,-0.02911455313509485,ice us review coffee falls german coffee roasters fined price fixing innocent must pay hmrc costs vat dispute sara lee plans further divestments
840,840,840,2011,10,19,Title,2011-10-19,2.339,-0.005300000000000082,0,-0.0022608027982767057,ice us review cocoa rises weak us dollar salvadorian coffee expected shake off rains nestle celebrates opening russian coffee factory
841,841,841,2011,10,20,Title,2011-10-20,2.3761,0.03710000000000013,0,0.015861479264643066,companies brief vietnam moves tackle coffee defaults indonesia ready launch sharia compliant futures innocent must pay costs vat dispute sara lee slimming down further european divestments nestle expresses doubts over improving margins promising signs brazil coffee crop el salvador coffee harvest us harvest stalls soya upward momentum ice us review coffee falls strong us uganda sees increase coffee shipments indonesian robusta premiums climb record high
842,842,842,2011,10,21,Title,2011-10-21,2.3358,-0.04030000000000023,0,-0.01696056563275966,ice us review cocoa firms costa rica coffee harvest suffers rain damage
843,843,843,2011,10,24,Title,2011-10-24,2.4612,0.12539999999999996,0,0.05368610326226559,ice us review cocoa climbs euro zone fears ease coffee differentials central america firm gropper invests logistics centre vietnam september coffee exports lower than expected growing coffee demand may not prevent price falls
844,844,844,2011,10,25,Title,2011-10-25,2.5151,0.053900000000000066,0,0.02189988623435725,jay shree tea suffers higher costs lack one offs kraft maps out plan boost russian coffee presence ice us review cocoa continues climb sara lee gets out low margin coffee via jm smucker deal vietnamese coffee shipments down almost half
845,845,845,2011,10,26,Title,2011-10-26,2.3943,-0.12080000000000002,0,-0.048029899407578236,ice us review cocoa up speculative demand heavy rains disrupting shipments port mombasa analysts envisage marked upturn retail tea values mexder eyes local maize contract next year but has work do
846,846,846,2011,10,27,Title,2011-10-27,2.3893,-0.0049999999999998926,0,-0.002088293029277824,kraft latest firm expand russian coffee capacity companies brief vietnamese coffee shipments decline analysts envisage marked upturn retail tea values brazil gains wet weather spell heavy rainfall causes mayhem delays mombasa large brazil coffee crop expected colombian coffee drop two year low cocoa up bottom hit but weak long term ice us review cocoa hits six week high coffee prices seen decling almost quarter illycaffe sees brazilian coffee crop bags vietnamese coffee farmers hold their beans
847,847,847,2011,10,28,Title,2011-10-28,2.3842,-0.005100000000000104,0,-0.002134516385552297,ice us review cocoa eases large arabica volumes pending grading ice
848,848,848,2011,11,1,Title,2011-11-01,2.3025,-0.08169999999999966,0,-0.03426725945809901,ice us review cocoa declines arrivals pick up indonesian arabica prices reach all time high vietnamese coffee prices fall nine month low indian coffee exports down fifth october indonesian robusta shipments down
849,849,849,2011,11,2,Title,2011-11-02,2.2725,-0.03000000000000025,0,-0.013029315960912159,ice us review coffee up over more risk taking tata enjoys vastly better quarter controls costs cameroonian cocoa grinder purchases more beans minas gerais coffee trees shed some fruit monthly review grains oilseeds help october ag prices gain little costa rican coffee exports higher october
850,850,850,2011,11,3,Title,2011-11-03,2.2941,0.02159999999999984,0,0.009504950495049435,costa rica lifts coffee exports eurozone jitters send sugar futures down tata profit surges controls costings large harvest sends vietnam coffee cost nine month low ice us review sugar up euro interest rate cut ivorian cocoa farmers be offered least market price costa rican coffee shipments increase october
851,851,851,2011,11,4,Title,2011-11-04,2.3175,0.023400000000000087,0,0.010200078462142057,ice us review coffee up supply shortage concerns minister admits colombia may not reach coffee target ice arabica pending grading up seven year high ugandan coffee shipments higher october mexican food exports us still strong
852,852,852,2011,11,7,Title,2011-11-07,2.3531,0.03560000000000008,0,0.015361380798274038,ice us review coffee up extending gains indian coffee exports expected hit record levels mexico sees coffee output bags kenyan coffee production seen rising farmers invest
853,853,853,2011,11,8,Title,2011-11-08,2.3771,0.024000000000000018,0,0.010199311546470623,ice us review coffee turns lower tanzania coffee prices lower latest auction vietnamese coffee prices fall buyers wait sara lee completes bimbo sale
854,854,854,2011,11,9,Title,2011-11-09,2.3676,-0.009500000000000064,0,-0.003996466282445023,fresh fruit leads booming mexican exports us mixed bag us food giants economic storm clouds persist ice us review coffee ends up bargain hunting brazil unroasted coffee exports down noble loses money chief executive volatility stings
855,855,855,2011,11,10,Title,2011-11-10,2.3539,-0.013700000000000044,0,-0.00578645041392129,brazilian flowering gets dry period push expand growing area will lift kenyan coffee indian farmers head record coffee production volatility sees noble lose money ceo usda report helps corn find some strength ice us review cocoa hits two year lows ico lowers global coffee production estimate nestl makes angolan investment
856,856,856,2011,11,11,Title,2011-11-11,2.378,0.024100000000000232,0,0.010238327881388431,ice us review cocoa drops poor demand indonesian coffee premiums down one month low starbucks buys fruit juice manufacturer
857,857,857,2011,11,14,Title,2011-11-14,2.4125,0.034499999999999975,0,0.014507989907485268,ice us review cocoa hits new low olam diversity helps offset dent cotton problems
858,858,858,2011,11,15,Title,2011-11-15,2.371,-0.041500000000000085,0,-0.017202072538860143,ice us review cocoa drops sharply liffe urges action resolve robusta delivery delays rains seen returning brazilian coffee belt vietnam harvests coffee crop
859,859,859,2011,11,16,Title,2011-11-16,2.4332,0.06219999999999981,0,0.026233656684942985,ice us review cocoa recovers after recent lows roasters switch cent am colombia coffee indonesia set goal become top two coffee producer mexico enjoys large leap coffee exports ugandan coffee shipments down almost
860,860,860,2011,11,17,Title,2011-11-17,2.4051,-0.028099999999999792,0,-0.01154857800427412,brazil ag ministry issues agchem residue study results nyse liffe coffee letter leaves trade baffled soya gains help propel canola values upwards vietnam harvest picked early due crop thieves ambitious goal indonesian coffee uganda coffee exports seen declining surge mexican coffee sales coffee chain expand further into juices peru potential ice us review sugar continues downward slide
861,861,861,2011,11,18,Title,2011-11-18,2.3724,-0.032700000000000166,0,-0.013596108269926478,ice us review coffee up colombian weather concerns brazil november coffee shipments seen bags kenya expects rise coffee export earnings barry callebaut pushes funds into two strategic projects
862,862,862,2011,11,21,Title,2011-11-21,2.3872,0.014800000000000146,0,0.006238408362839381,ice us review coffee down economic turmoil federation concedes colombia will miss coffee goal
863,863,863,2011,11,22,Title,2011-11-22,2.3906,0.0034000000000000696,0,0.0014242627345844795,ice us review sugar down fresh indian exports
864,864,864,2011,11,23,Title,2011-11-23,2.3949,0.004299999999999749,0,0.0017987116205135734,ice us review cocoa drops bearish global economy south korea imports more unroasted coffee africa pushes ahead ag bourses despite division over approach
865,865,865,2011,11,24,Title,2011-11-24,2.3949,-0.0,0,0.0,kenyan export fall again but higher hopes new year weather fears put bullishness back into global coffee market companies brief brazil set improving conditions aggressive liquidation too much soya vietnam coffee exports plunge quarter ivorian cocoa arrivals still lag last season burundi coffee revenues down vietnamese coffee shipments down over quarter
866,866,866,2011,11,25,Title,2011-11-25,2.3877,-0.007199999999999652,0,-0.0030063885757232673,ice us review coffee falls global economic turmoil nestle expands coffee plant central england analysis stevia what dairy processors
867,867,867,2011,11,28,Title,2011-11-28,2.3715,-0.016199999999999992,0,-0.00678477195627591,ice us review cocoa down advancing harvest
868,868,868,2011,11,29,Title,2011-11-29,2.3286,-0.04290000000000038,0,-0.018089816571790162,australian diuron suspension implemented ice us review cocoa hits year lows
869,869,869,2011,11,30,Title,2011-11-30,2.3304,0.0018000000000002456,0,0.0007729966503479543,brazil agrochemical sales continue rising
