Date,Title,Price,Price_Change,Direction,Rate_of_Change,CV_Vectors,TFIDF_Vectors,Hash_Vectors
2008-09-09,Vietnam aims to boost domestic coffee consumption ,1.3524,-0.009500000000000064,0,-0.00697554886555552,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-09-10,"Nestle plans to help Philippines reach coffee self sufficiency Milk product prices, September 10 India's plantation sector urges relief from Minimum Wages Act Ivorian strike starts to intensfiy and could upset cocoa exports ",1.3275,-0.024900000000000144,0,-0.0184117125110915,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-09-11,Hurricane Ike damages Cuban sugarcane crop ,1.3235,-0.0040000000000000036,0,-0.0030131826741996263,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-09-12,"ICO raises estimate for 2008/09 world coffee production Vietnam's Agribank gives coffee sector major support Japan's commodity futures regulator wants TGE merger Ivorian strike continues into eighth day, slowing cocoa exports Cuba scrambles to save coffee crop ravaged by Hurricane Ike ",1.3029,-0.02059999999999995,0,-0.015564790328673937,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-09-14,Nestle expands in Philippines Ike hits Cuban coffee Economic fears compound weak soya situation Charts Weather Worsening Ivorian pay strike risks exports Ghana price targets smugglers Brazil reveals support scheme for arabica price Early Vietnamese bean prices highly attractive ,1.3029,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-09-15,Taiwan bans imports as Chinese baby milk scare worsens Houston coffee warehouses unscathed by Hurricane Ike Olam diversifies into sugar and wheat sectors in Nigeria ,1.3082,0.005300000000000082,0,0.004067848645329713,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-09-16,Unilever to make Starbucks ice cream Lehman tries to pass on US derivatives unit but suspended in Europe ,1.3001,-0.008099999999999996,0,-0.006191713805228555,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-09-17,"Kraft to focus on ten countries, ten brands Unilever to develop Starbucks ice cream Vietnamese bank injects credit into coffee sector Milk product prices, September 17 ICO raises 2008/09 global coffee production forecast Colombian coffee output and exports decline in August ",1.2641,-0.03600000000000003,0,-0.02769017767864013,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-09-19,Vietnam expects to boost cocoa production and export ,1.2431,-0.02099999999999991,0,-0.016612609761885853,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-09-21,Global financial upheaval batters commodities as speculators flee Ivory Coast will opt for single cocoa regulator ICO hikes its view of global coffee production Vietnam's coffee sector gets much needed credit People and places Canola drops but may spur better demand Japanese association wants merger of commodity exchanges Trading briefs ,1.2431,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-09-22,Vietnam approves coffee industry development plan Ethiopia ready to launch coffee trading platform next month Ivorian cocoa strike could impact prices in new season ICE Futures US raises block trading surcharges by two-thirds ,1.2567,0.013599999999999834,0,0.010940390958088516,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-09-23,Dubai carving itself a position as commodities trading hub Ivory Coast confirms establishment of single cocoa committee Ncdex extends trading times to reflect daylight saving hours ,1.2803,0.023600000000000062,0,0.018779342723004747,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-09-24,"Peru seeks to expand organic farming Milk product prices, 24 September ",1.2837,0.0034000000000000696,0,0.0026556275872842853,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-09-28,Coffee exports slump Coffee exports leap Weather Charts Hurricane damage spurs rise in corn values Vietnam approves new coffee plan to 2015 Concern grows as strike goes on People and places Dubai emerges as commodity trading hub Trading briefs ,1.2837,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-09-29,World coffee production could be hit by lack of finances Economic crisis unlikely to hurt coffee demand says official ,1.2746,-0.009100000000000108,0,-0.007088883695567584,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-01,"Milk product prices, October 1 India sees rise in coffee exports up to September ",1.2388,-0.03580000000000005,0,-0.028087243056645263,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-02,Coffee harvest may be shortened in Vietnam to cut costs Central American coffee shipments rise in 2007/08 Japan's coffee supplies rise in August ,1.2251,-0.013699999999999823,0,-0.011059089441394757,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-03,Guatemalan farmers tempted back to cardamom Coffee values slump to lowest level since last year Industry analyst sees new year coffee market as stable ,1.1966,-0.02849999999999997,0,-0.023263407068810683,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-05,CenAm coffee year Indian coffee exports people and places Economic turmoil pressures soya downwards Vietnam may trim coffee harvest to cut costs Coffee drinking robust in face of economic woes ICO flags up stretched finances ,1.1966,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-06,Uganda increased coffee exports by 19% last year Nestle expects to hit targets in face of weak consumer demand ,1.1658,-0.030800000000000164,0,-0.02573959552064195,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-07,Trade has few concerns with modified Liffe robusta contract ,1.1103,-0.05549999999999988,0,-0.04760679361811622,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-08,"FDA issues interim safety results of melamine in food Milk product prices, October 8 Dubai group committed to raising global tea consumption Carcinogenic toxin found in South Korean coffee Mexican coffee exports declined last season Africa still important despite diminishing role in commodity trade ",1.1322,0.02190000000000003,0,0.01972439881113215,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-09,Kenya anticipating boost in coffee production ,1.1024,-0.02980000000000005,0,-0.026320438085144008,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-10,ICE tweaks softs trading times to reflect global changes Fall in coffee production expected in Colombia Guatemala coffee shipments up in 2007/08 season ,1.1194,0.016999999999999904,0,0.015420899854862032,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-12,Good weather raises coffee production hopes ,1.1194,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-26,Vietnam coffee sales ,1.1194,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-27,Colombian coffee production dips in September ,1.0373,-0.08209999999999984,0,-0.07334286224763252,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-28,Philippines aims to stop importing coffee by 2015 ,1.0221,-0.015200000000000102,0,-0.01465342716668283,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-29,"Indian coffee harvesting may start a month early Milk product prices, October 29 ",1.0432,0.021099999999999897,0,0.02064377262498767,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-10-30,Nutty bars on sale Exotic blend roll-out Indonesian coffee exporters selling at premium to London Kenya expects $500m biofuels investment in two years ,1.079,0.03580000000000005,0,0.03431748466257674,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-02,Coffee shipments rise Charts Relative calm helps soya rise on bullish report Indonesia seeks first premium for coffee in years Philippines wants to grow more coffee for itself Coffee harvest gets under way early in India Cameroon gets season going with sales rise ,1.079,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-03,Sara Lee commits to 30% more sustainable coffee in 2009 Slowing pace of Indian coffee exports gives rise to concern Ivory Coast cocoa strike meeting fails to reach deal ,1.0221,-0.05689999999999995,0,-0.052734012974976784,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-04,Indonesia bank seizes coffee beans after exporter defaults India predicts strong rise in tea exports this year ,1.0881,0.06600000000000006,0,0.06457293806868218,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-05,"Milk product prices, November 5 Uganda launches big coffee replanting drive ",1.1191,0.03099999999999992,0,0.02849002849002841,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-06,Coffee exports from Guatemala fall in October ,1.1327,0.013600000000000056,0,0.012152622643195476,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-07,Brazil's October coffee shipments increase ,1.0946,-0.038100000000000016,0,-0.033636443895117885,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-09,Brazil coffee crop Coffee stocks lower Coffee beans seized Canadian dollar strength undermines canola Uganda targets major rise in coffee plantings Indian coffee growth wavers India anticipates substantial rise in tea exports for this year ,1.0946,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-10,Kenyan coffee production could exceed estimate this season Indian coffee output may be down on earlier estimates ,1.0847,-0.00990000000000002,0,-0.00904439978074184,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-11,Financial crisis could hit coffee demand in emerging markets Burundi tea prices decline in October due to ample supplies ,1.1,0.015300000000000091,0,0.014105282566608363,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-12,"Milk product prices, November 12 ",1.0912,-0.008800000000000141,0,-0.008000000000000127,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-13,Huge potential for Jamaica's pimento oil industry Mexico and El Salvador see decline in October coffee exports Vietnam coffee output will be higher than estimates ,1.0865,-0.004699999999999927,0,-0.004307184750733071,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-14,Barry Callebaut buys Cameroon cocoa beans for grinding Blanket US ban on Chinese milk composite products ,1.0764,-0.010099999999999998,0,-0.009295904279797512,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-16,Coffee revenues fall Fund selling amid strong dollar knocks coffee Vietnam boosts coffee exports to record levels Record production potential puts world coffee market on back foot Indian output could be lower than estimated Colombia optimistic over demand Jamaica holds untapped pimento oil potential ,1.0764,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-17,Nicaragua expects decline in coffee output this year Brazil coffee crop forecast at 37m bags in 2009/10 season ,1.0772,0.0007999999999999119,0,0.0007432181345224005,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-18,Nut growers lead call to save research station Kenya sets target for future coffee production growth ,1.0717,-0.005499999999999838,0,-0.005105829929446564,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-19,"Blanket US ban on milk composite products Milk product prices, November 19 ",1.0688,-0.002900000000000125,0,-0.002705981151441751,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-20,Research in jeopardy ICE Futures US makes changes to electronic trading times NMCE refreshes two more contracts/eyes arabica launch ,1.0827,0.013900000000000023,0,0.013005239520958108,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-21,USDA forecasts bumper Vietnam coffee crop Indian coffee industry body lowers official crop forecast ,1.0409,-0.04180000000000006,0,-0.03860718573935537,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-23,Brazilian coffee crop Charts Diversity vital to Olam success Kenya aims to more than double production Massive increase in Sumatran coffee exports People and places Profit-taking makes cocoa gains short-lived ,1.0409,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-24,Colombian coffee leader proposes takeover of Starbucks Tanzania earns less for its arabica despite tighter supply Vietnam anticipates major decline in monthly coffee shipments ,1.0376,-0.0032999999999998586,0,-0.003170333365356767,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-25,USDA seeks comment on deregulation of transgenic maize Vietnam coffee prices expected to firm due to forecast floods Heavy rains threaten to damage Panama's gourmet coffee crop ,1.0624,0.02479999999999993,0,0.023901310717039256,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-26,"Milk product prices, November 11 ",1.0677,0.005300000000000082,0,0.004988704819277186,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-27,Honduran coffee output expected to increase ,1.0677,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-28,Central government stymies cashew plan Ethiopian coffee auctions end to enable transition to exchange ,1.1068,0.03909999999999991,0,0.03662077362555016,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-11-30,USDA makes new Vietnam figure Untimely rains trim Indian coffee output by 5% Cameroon's cocoa exports start season well Kenyan coffee rise Better weather pushes corn downwards Charts Honduran coffee rise ,1.1068,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-01,EU grant to help Kenya improve its coffee sector Marginal rise in India coffee exports to November ,1.1068,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-02,Vietnam coffee growers urged to maintain acreage Drop in Honduran coffee shipments last month ,1.0589,-0.04790000000000005,0,-0.043277918323093655,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-03,"Milk product prices, December 3 Vietnamese coffee exports likely to decline this year ",1.0515,-0.007399999999999851,0,-0.006988384172254085,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-04,Indian initiative stymied ,1.042,-0.009500000000000064,0,-0.00903471231573948,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-05,Ugandan coffee export up by a third last month ,1.0101,-0.03190000000000004,0,-0.03061420345489447,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-07,South American rains amplify weak soya tone Index limps to lowest in six years as global recession starts to pinch Kenya gets funds to improve coffee prospects Lower output may hit wavering Indian exports Ethiopia puts coffee on new exchange Burundi coffee hit Lower coffee exports UCDA sees sales gain Charts ,1.0101,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-08,ICO increases world coffee output estimate for 2008/09 Tipco and Suntory tackle new Asian drinks markets Costa Rica coffee exports fall slightly in November Peru exploits new opportunities to sell coffee home and abroad Price-leading US firm cuts cost of Folgers coffee products ,0.9823,-0.027800000000000047,0,-0.027522027522027568,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-09,Liffe launching first cleared OTC products for soft commodities Brazil raises official coffee crop forecast ,1.0223,0.040000000000000036,0,0.040720757406087785,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-10,"Milk product prices, December 10 Tata opts for joint venture to sell branded coffee in Russia ",1.0229,0.0005999999999999339,0,0.0005869118654014809,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-11,Tipco moves deeper into Asian markets UK children turning to juice and 'no added sugar' drinks Burundi coffee output was less than half predicted volume Indonesia applies geographical label to Bali coffee ,1.038,0.015100000000000113,0,0.014761951314889154,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-12,El Salvador coffee exports dropped in November Financial turmoil helps weaken Burundi tea prices ,1.0565,0.01849999999999996,0,0.017822736030828474,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-14,Coffee revenue down Tata mulls Russian branded coffee venture Coffee earnings gain Cloves market sees very cautious buying Bearish news filters through to buyers Demand fears put coffee contract at new low Charts Liffe makes its soft commodity OTC plan clear Vietnam's first commodity bourse trades coffee Peru opens up new markets for its coffee World output will be higher: ICO ,1.0565,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0.10153462 0.         0.         ... 0.         0.         0.        ]
2008-12-15,Decline in Indian arabica exports this season Merrill sees strong index reweighting effect for agriculture ,1.0506,-0.0059000000000000155,0,-0.005584477046852832,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-16,Vietnamese farmers may slow coffee sales Clearing of agricultural swaps allowed for first time in US ,1.05,-0.0005999999999999339,0,-0.0005711022272986236,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-17,"Milk product prices, December 17 ",1.0455,-0.004499999999999949,0,-0.0042857142857142365,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-19,Ivorian cocoa stocks higher at end of last season Mexican coffee shipments decline ,1.0599,0.014399999999999968,0,0.013773314203730241,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-21,Sumatran coffee fall Agricultural commodity swaps will debut in US Outside factors give bullish cocoa strength Ivorian farmgate cocoa prices cruise upwards Vietnamese farmers hold stocks Poor arrivals slow trade in arabica beans Index changes offer speculative openings ,1.0599,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-22,Ethiopian coffee production expected to fall ,1.0409,-0.019000000000000128,0,-0.017926219454665653,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2008-12-23,Guatemala revises down coffee export forecast Lampung anticipates lower coffee stocks Vietnam estimates drop in coffee exports ,1.0184,-0.02249999999999996,0,-0.02161590930925157,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-05,Global shortages boost Uganda coffee earnings ,1.0105,-0.007900000000000018,0,-0.007757266300078574,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-06,Increase in Brazilian coffee exports last month Central American countries see decline in coffee exports (Update) ,1.0219,0.011400000000000077,0,0.011281543790202945,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-07,"Milk product prices, January 7 Analyst expects tight coffee market from next year ",1.0219,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-08,Conab makes 2009/10 Brazil coffee output forecast Rwanda expects leap in coffee output and income ,1.0761,0.054200000000000026,0,0.05303845777473337,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-09,Peru records massive leap in coffee exports Arabica hits three month peak in New York Sumatran coffee exports saw big increase last year Romanian dairy farmers picket border crossings ,1.0697,-0.006399999999999961,0,-0.005947402657745527,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-11,Brazil coffee forecast Strong export sales to China help lift canola Bigger coffee harvest Rwanda expects boost in coffee output Analyst expects tighter world coffee market Uganda gains from lack of stocks ,1.0697,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-12,Ethiopia aims to double coffee production ,1.1002,0.030499999999999968,0,0.028512667102926024,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-13,ICO predicts coffee market shortfall in 2009/10 Drop in Kenyan coffee auction sales last year Mixed fortunes for Central American coffee exporters ,1.0822,-0.018000000000000016,0,-0.016360661697873126,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-14,"Romanian dairy farmers picket border crossings Milk product prices, January 14 Indian robusta exports set to rise this year Cameroon cocoa farmers expect good crop ",1.0758,-0.006399999999999961,0,-0.005913879135095139,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-16,Decline in Nicaraguan coffee shipments in December Rise in Cameroon's December cocoa exports Jump in Indonesian coffee exports last year Burundi's boosts tea earnings due to better quality ,1.0704,-0.005400000000000071,0,-0.005019520356943735,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-18,Slip in robusta sales Higher coffee exports Bearish report weakens corn and soya values Charts Rabobank remains confident over agri demand Ethiopia plans to double its coffee output Coffee market heading for deficit Good weather could boost Cameroon output ,1.0704,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-19,Boost in Ugandan coffee shipments Honduran coffee exports threatened by smuggling Indonesian exchange to start CPO physical trade later this year ,1.0704,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-20,China set to become net coffee importer this year Agricultural commodities viewed as strong performers in 2009 ,1.0884,0.018000000000000016,0,0.016816143497757858,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-21,"Milk product prices, January 21 ",1.0843,-0.0040999999999999925,0,-0.003766997427416384,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-23,Philippines coffee sector agrees partnership with Nestle Cameroon cocoa processor buying more beans ,1.1121,0.027800000000000047,0,0.02563866088720838,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-25,Coffee demand up Vietnam coffee sales Price rebound seen CHARTS Rampant speculative buying lifts sugar values Smuggling puts Honduran industry in the mire Indonesia fights back after steep fall in exports Tanzania scales back crop amid economic woe Indonesia makes CPO progress ,1.1121,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-27,Caterpillars spark state of emergency in Liberia Lower Colombian coffee sales raise supply concerns Ethiopia to investigate coffee disappearance Ethiopia imports Brazilian sugar to meet rising demand ,1.1313,0.019199999999999884,0,0.017264634475316863,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-28,"Milk product prices, January 28 Rwanda to distribute coffee seedlings ",1.138,0.006699999999999928,0,0.005922390170600131,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-01-29,Peru forecasts lower coffee production ,1.1495,0.011500000000000066,0,0.010105448154657352,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-02-01,Rwanda coffee plan Reduced coffee output Further strength foreseen for cocoa futures Falling shipments stoke fears of LatAm deficit Ethiopia to investigate missing coffee cargo ,1.1495,-0.0,0,0.0,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-02-02,Ethiopian exporters told to sell coffee stocks Cameroon cocoa farmers miss out on better yields Nestle chief believes commodity prices may rebound soon India to lower 2008/09 coffee output forecast ,1.133,-0.01649999999999996,0,-0.0143540669856459,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-02-03,DuPont to launch Rynaxypyr in Brazil China's coffee consumption may rise by a fifth Environmentalists aim for certified labelling of sugar ,1.1295,-0.0035000000000000586,0,-0.0030891438658429467,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-02-04,"Milk product prices, February 4 Guatemala records lower coffee exports last month Burundi forecasts higher tea production in 2009 ",1.1263,-0.0031999999999998696,0,-0.002833111996458495,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-02-05,Liberian pest outbreak may be less harmful than feared Jump in Peru's first quarter coffee exports ,1.1084,-0.017900000000000027,0,-0.015892746159992917,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
2009-02-06,Cameroon coffee output down by a third ,1.1122,0.0038000000000000256,0,0.003428365211115144,[0 0 0 ... 0 0 0],[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.]
